loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon
1040565,240565,25000.0,3,15.291,891.2,D,普通企业,建筑业,8 years,0,0,2017/2/1,0,185,3,13.39,0,685.0,742.0833333,6,0,0.0,13934.76923,87.8,1,0,9-Dec,0,1,5.0,0.0,3.0,10.0,7.0,0,0,0.0
1035824,235824,8272.727273,3,13.178,232.44,B,幼教与中小学校,住宿和餐饮业,2 years,1,0,2018/4/1,5,851,49,8.663636364,2,685.0,799.1666667,11,0,0.0,4210.769231,33.69230769,0,0,5-Sep,6,1,8.0,0.0,7.0,20.0,7.0,1,2553,255.3
1038790,238790,7000.0,3,15.741,240.3,C,政府机构,制造业,8 years,0,2,2015/1/1,0,149,22,28.28454545,0,741.8181818,927.2727273,21,0,0.0,33894.23077,98.53846154,1,0,May-96,0,1,15.0,0.0,7.0,19.0,11.0,0,0,0.0
1007332,207332,22727.27273,3,8.39,787.92,B,普通企业,住宿和餐饮业,10+ years,1,0,2016/4/1,4,119,0,27.27272727,0,774.5454545,903.6363636,7,0,0.0,35038.84615,81.30769231,0,0,3-Jun,4,1,5.0,0.0,10.0,12.0,10.0,2,4724,944.8
1029440,229440,13818.18182,5,24.11,438.25,F,普通企业,住宿和餐饮业,2 years,1,1,2016/3/1,0,546,33,21.84545455,2,600.0,700.0,11,0,0.0,10009.0,65.07692308,0,0,7-Jul,0,1,6.0,0.0,11.0,14.0,6.0,0,0,0.0
1032390,232390,9090.909091,3,12.683,329.91,B,上市企业,建筑业,6 years,0,0,2015/7/1,0,179,2,15.24545455,0,593.1818182,642.6136364,9,0,0.0,9140.923077,42.32307692,1,0,10-Jun,0,1,3.0,0.0,8.0,8.0,3.0,3,4839,1451.7
1023748,223748,13090.90909,3,8.998,502.72,B,高等教育机构,公共服务、社会组织,9 years,0,1,2015/10/1,0,243,13,16.02,0,552.2727273,690.3409091,13,0,0.0,7485.0,48.24615385,0,0,6-Nov,0,1,9.0,0.0,2.0,13.0,4.0,0,0,0.0
1036011,236011,18000.0,5,9.229,368.35,B,上市企业,金融业,10+ years,0,0,2016/5/1,4,120,21,5.4,1,636.3636364,742.4242424,5,0,0.0,7830.0,87.69230769,0,0,Aug-98,4,1,2.0,0.0,4.0,5.0,3.0,0,0,0.0
1015463,215463,30522.72727,5,26.95,975.66,F,政府机构,交通运输、仓储和邮政业,6 years,0,2,2014/3/1,0,98,19,14.60909091,0,618.1818182,669.6969697,7,1,0.0,8024.307692,80.21538462,1,0,Aug-98,0,1,2.0,0.0,13.0,3.0,2.0,3,2408,481.6
1029870,229870,9818.181818,5,14.418,291.95,C,普通企业,金融业,3 years,0,0,2017/6/1,4,4,3,20.6,0,631.8181818,789.7727273,12,0,0.0,11768.61538,58.8,0,0,Dec-95,4,1,8.0,0.0,13.0,14.0,7.0,0,0,0.0
1040055,240055,21818.18182,5,10.736,422.59,B,政府机构,交通运输、仓储和邮政业,1 year,2,0,2015/12/1,0,245,26,14.67272727,0,568.6363636,663.4090909,9,0,0.0,10856.30769,71.18461538,0,0,Oct-88,0,1,3.0,0.0,7.0,16.0,9.0,0,0,0.0
1003829,203829,15000.0,3,8.784,482.32,B,高等教育机构,信息传输、软件和信息技术服务业,10+ years,0,1,2015/11/1,0,243,13,26.48,2,613.6363636,715.9090909,14,0,0.0,20672.0,56.76923077,0,0,Jul-89,0,1,7.0,0.0,9.0,15.0,7.0,1,4139,413.9
1013567,213567,33950.0,3,18.25,1231.64,D,普通企业,文化和体育业,10+ years,0,2,2013/12/1,2,137,32,10.41545455,0,812.7272727,1015.909091,12,1,0.0,754.0,3.230769231,1,0,Sep-92,289,1,2.0,0.0,6.0,19.0,10.0,3,1443,0.0
1005417,205417,43636.36364,5,11.99,889.58,B,普通企业,公共服务、社会组织,,2,2,2017/12/1,0,62,13,17.15454545,0,720.0,840.0,14,0,0.0,61955.38462,33.4,0,1,Jan-67,0,1,7.0,0.0,1.0,19.0,8.0,0,0,0.0
1030963,230963,21818.18182,5,16.555,476.33,C,政府机构,房地产业,1 year,1,0,2017/8/1,0,4,3,19.13636364,0,568.6363636,663.4090909,6,1,1.0,3522.461538,88.7,0,0,Mar-80,0,1,2.0,0.0,4.0,4.0,3.0,0,0,0.0
1009725,209725,24759.09091,5,13.779,501.82,C,幼教与中小学校,交通运输、仓储和邮政业,10+ years,0,2,2013/2/1,0,312,12,26.49,0,576.8181818,672.9545455,13,0,0.0,31248.0,65.4,0,0,Jul-89,268,1,5.0,0.0,5.0,20.0,11.0,4,1046,209.2
1048823,248823,7636.363636,3,7.579,258.95,A,普通企业,住宿和餐饮业,,1,0,2015/9/1,0,706,16,5.323636364,0,609.5454545,660.3409091,8,0,0.0,9224.923077,19.2,1,0,Aug-93,0,1,4.0,0.0,3.0,14.0,11.0,3,3846,0.0
1011962,211962,10250.0,3,13.491,355.27,C,普通企业,文化和体育业,8 years,0,2,2017/2/1,0,9,7,9.515454545,0,540.0,630.0,5,1,1.0,9602.307692,71.1,0,0,6-Mar,0,1,4.0,0.0,2.0,5.0,4.0,0,0,0.0
1038807,238807,1590.909091,3,12.837,57.85,B,幼教与中小学校,金融业,,2,2,2014/5/1,0,320,13,3.657272727,0,675.0,787.5,9,1,1.0,2036.538462,13.5,1,0,Apr-82,0,1,3.0,0.0,2.0,14.0,8.0,0,852,170.4
1003203,203203,18181.81818,3,8.679,625.72,A,幼教与中小学校,信息传输、软件和信息技术服务业,,0,1,2015/7/1,0,470,18,9.054545455,0,720.0,900.0,9,0,0.0,13165.38462,41.67692308,0,0,Apr-89,0,1,2.0,0.0,3.0,16.0,9.0,3,9608,2882.4
1024904,224904,21454.54545,5,21.99,651.68,E,上市企业,采矿业,9 years,0,1,2015/2/1,0,249,36,19.60909091,0,796.3636364,862.7272727,8,0,0.0,13187.0,61.3,0,0,Sep-99,0,1,3.0,0.0,9.0,11.0,6.0,0,5368,1610.4
1037665,237665,18022.72727,3,15.378,677.38,C,幼教与中小学校,公共服务、社会组织,10+ years,2,1,2014/7/1,0,191,5,23.95636364,0,758.1818182,821.3636364,12,0,0.0,32420.30769,85.72307692,0,0,Jun-84,0,1,9.0,0.0,15.0,12.0,8.0,3,2254,676.2
1031818,231818,9109.090909,3,15.037,284.05,C,政府机构,金融业,8 years,1,1,2016/2/1,5,167,8,9.065454545,0,572.7272727,715.9090909,14,1,1.0,5820.0,28.8,0,0,1-Mar,6,1,8.0,0.0,4.0,14.0,4.0,2,2582,516.4
1024734,224734,25675.0,3,7.62,676.99,A,普通企业,电力、热力生产供应业,6 years,0,2,2012/8/1,5,539,42,14.02727273,0,681.8181818,738.6363636,9,0,0.0,1657.0,15.57692308,1,0,7-Jun,56322,1,,,,,,2,6356,0.0
1048390,248390,12000.0,3,6.92,370.09,A,普通企业,电力、热力生产供应业,8 years,1,1,2015/3/1,4,548,36,16.92,0,645.4545455,806.8181818,12,0,0.0,18062.30769,44.5,0,0,Jul-89,4,1,5.0,0.0,7.0,8.0,7.0,3,2597,519.4
1033421,233421,17018.18182,3,13.67,489.86,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2015/11/1,0,338,4,13.04181818,0,752.7272727,878.1818182,12,0,0.0,11313.0,69.11538462,1,0,Nov-94,0,1,9.0,0.0,9.0,22.0,13.0,0,0,0.0
1004660,204660,16363.63636,3,14.949,509.69,C,幼教与中小学校,信息传输、软件和信息技术服务业,,2,2,2017/6/1,0,575,32,14.40818182,0,763.6363636,890.9090909,5,0,0.0,10450.0,115.9615385,0,0,5-Jun,0,1,4.0,0.0,2.0,4.0,3.0,0,0,0.0
1015409,215409,13000.0,3,12.089,425.55,B,上市企业,采矿业,10+ years,1,0,2013/11/1,0,275,8,20.20090909,0,556.3636364,649.0909091,9,0,0.0,11131.0,63.78461538,1,0,3-Jul,24935,1,5.0,0.0,6.0,12.0,7.0,0,0,0.0
1038626,238626,11454.54545,5,13.014,329.11,C,世界五百强,金融业,5 years,0,0,2016/3/1,4,108,21,20.42181818,0,680.0,736.6666667,9,0,0.0,8682.153846,67.38461538,1,0,12-Jan,4,1,7.0,0.0,5.0,7.0,2.0,3,5673,1701.9
1041675,241675,19000.0,3,8.67,601.29,B,幼教与中小学校,公共服务、社会组织,10+ years,0,2,2014/11/1,0,263,0,13.39636364,0,725.0,906.25,12,0,0.0,6393.461538,16.8,0,0,1-Apr,0,1,5.0,0.0,14.0,21.0,15.0,3,5265,1579.5
1017147,217147,22727.27273,5,9.891,543.44,B,普通企业,金融业,10+ years,0,0,2016/9/1,5,197,4,13.36,0,730.0,851.6666667,11,0,0.0,100698.4615,40.9,0,0,Sep-94,6,1,5.0,0.0,2.0,19.0,11.0,2,10379,2075.8
1021884,221884,7854.545455,3,10.75,234.87,B,政府机构,电力、热力生产供应业,7 years,1,2,2016/2/1,0,46,27,17.52545455,0,670.0,725.8333333,7,0,0.0,6089.0,80.01538462,0,0,7-Aug,0,1,5.0,0.0,13.0,15.0,6.0,0,0,0.0
1029760,229760,16915.90909,3,24.49,816.47,E,普通企业,文化和体育业,3 years,2,2,2016/9/1,0,103,36,13.74,0,568.6363636,616.0227273,18,0,0.0,2534.769231,4.430769231,1,0,5-Feb,0,1,5.0,0.0,3.0,17.0,8.0,0,0,0.0
1042241,242241,22727.27273,5,12.087,574.35,C,普通企业,房地产业,8 years,2,2,2011/3/1,2,111,8,1.48,0,823.6363636,960.9090909,10,0,0.0,1212.615385,6.115384615,1,0,Aug-00,8882,1,,,,,,0,0,0.0
1016376,216376,10909.09091,3,9.49,384.34,B,普通企业,电力、热力生产供应业,10+ years,0,0,2016/9/1,0,491,30,3.556363636,1,856.3636364,1070.454545,5,0,0.0,9060.153846,18.6,0,0,Nov-95,0,1,2.0,0.0,4.0,7.0,6.0,3,2858,285.8
1018968,218968,4581.818182,3,13.519,140.09,C,普通企业,公共服务、社会组织,10+ years,1,1,2015/9/1,3,590,8,8.427272727,0,680.0,736.6666667,9,0,0.0,4276.0,48.34615385,1,0,May-94,3,1,5.0,0.0,5.0,16.0,7.0,2,691,69.1
1020389,220389,22727.27273,3,7.689,771.82,A,普通企业,公共服务、社会组织,10+ years,0,0,2016/8/1,0,226,21,15.28181818,0,747.2727273,809.5454545,8,0,0.0,779021.0,39.41538462,0,0,Mar-77,0,1,4.0,0.0,0.0,16.0,12.0,3,6128,1838.4
1040872,240872,38181.81818,3,15.291,1247.68,D,普通企业,批发和零售业,10+ years,0,2,2014/1/1,0,186,9,11.82,0,589.0909091,736.3636364,11,0,0.0,207456.0,82.15384615,1,0,Apr-90,0,1,7.0,0.0,1.0,13.0,9.0,1,8220,2466.0
1013453,213453,17454.54545,3,7.07,494.55,A,普通企业,公共服务、社会组织,2 years,0,2,2017/8/1,4,74,30,6.160909091,1,801.8181818,935.4545455,16,0,0.0,12775.38462,2.307692308,0,0,2-Jul,4,1,7.0,0.0,13.0,31.0,27.0,3,532,53.2
1048205,248205,19636.36364,3,5.958,736.89,A,政府机构,住宿和餐饮业,3 years,0,2,2014/1/1,4,72,10,15.12,0,645.4545455,753.030303,8,0,0.0,36684.0,84.96923077,0,0,1-Aug,428,1,6.0,0.0,7.0,10.0,7.0,0,10681,0.0
1036178,236178,14890.90909,3,12.05,418.81,C,普通企业,信息传输、软件和信息技术服务业,,2,0,2015/11/1,0,224,3,6.763636364,0,769.0909091,833.1818182,8,1,1.0,3165.0,18.34615385,1,0,Jul-00,0,1,5.0,0.0,0.0,12.0,8.0,3,951,0.0
1019641,219641,21818.18182,5,16.59,591.19,D,世界五百强,信息传输、软件和信息技术服务业,1 year,0,1,2014/2/1,4,268,8,22.41818182,0,700.0,816.6666667,15,0,0.0,26250.0,72.3,0,0,May-95,4,1,11.0,0.0,7.0,16.0,4.0,0,0,0.0
1049301,249301,14400.0,3,12.49,481.67,B,普通企业,电力、热力生产供应业,7 years,0,0,2014/5/1,0,477,7,16.7,0,665.0,775.8333333,14,0,0.0,15291.69231,57.69230769,0,0,Apr-99,0,1,8.0,0.0,3.0,24.0,11.0,1,1723,516.9
1041610,241610,32727.27273,3,7.97,939.68,A,高等教育机构,金融业,10+ years,0,2,2018/3/1,4,275,8,7.172727273,1,568.6363636,710.7954545,5,0,0.0,30360.0,65.90769231,0,0,Feb-89,4,1,5.0,0.0,5.0,8.0,5.0,2,2454,490.8
1026940,226940,10472.72727,3,13.849,321.57,C,普通企业,信息传输、软件和信息技术服务业,4 years,0,2,2015/12/1,0,106,12,19.27636364,0,604.5454545,755.6818182,4,0,0.0,7909.0,28.06153846,1,0,4-Jul,0,1,2.0,0.0,4.0,4.0,4.0,3,3835,0.0
1020730,220730,18327.27273,3,7.89,525.6,A,普通企业,信息传输、软件和信息技术服务业,3 years,1,1,2015/5/1,0,479,8,11.78181818,0,720.0,780.0,9,1,1.0,14716.15385,67.0,0,0,Dec-95,0,1,6.0,0.0,5.0,20.0,10.0,0,0,0.0
1042934,242934,14545.45455,3,9.339,505.01,B,普通企业,电力、热力生产供应业,,0,0,2016/1/1,4,194,38,4.712727273,0,548.1818182,685.2272727,6,1,1.0,9462.692308,63.53846154,0,0,Jan-85,4,1,3.0,0.0,1.0,18.0,8.0,0,3189,318.9
1008639,208639,5113.636364,3,15.499,213.89,B,政府机构,采矿业,9 years,2,0,2013/6/1,0,416,19,30.05454545,0,758.1818182,947.7272727,4,0,0.0,7341.923077,88.4,1,0,8-Jan,39,1,2.0,0.0,1.0,4.0,3.0,3,2152,645.6
1007995,207995,12763.63636,5,17.568,409.15,E,普通企业,农、林、牧、渔业,10+ years,0,2,2014/7/1,0,99,8,24.06363636,0,670.0,837.5,15,1,1.0,6722.153846,42.92307692,1,0,Mar-86,0,1,9.0,0.0,15.0,49.0,16.0,0,0,0.0
1020861,220861,18909.09091,3,6.273,493.82,A,普通企业,电力、热力生产供应业,10+ years,0,1,2016/2/1,4,236,7,9.81,1,774.5454545,968.1818182,11,0,0.0,32876.0,53.9,0,0,Aug-94,4,1,5.0,0.0,9.0,14.0,7.0,0,1344,403.2
1005377,205377,13909.09091,3,10.087,541.95,B,普通企业,电力、热力生产供应业,10+ years,1,1,2015/12/1,6,31,2,2.936363636,0,850.9090909,992.7272727,2,0,0.0,9030.0,71.88461538,0,0,Aug-95,7,1,1.0,0.0,4.0,2.0,2.0,1,4281,428.1
1005120,205120,15954.54545,3,8.18,424.17,B,普通企业,公共服务、社会组织,5 years,1,1,2015/8/1,0,624,27,12.13,0,572.7272727,668.1818182,12,1,0.0,7463.076923,28.06153846,0,0,Apr-72,0,1,4.0,0.0,8.0,10.0,4.0,0,1149,114.9
1011324,211324,11495.45455,3,19.789,507.88,D,普通企业,房地产业,10+ years,0,0,2016/11/1,0,224,3,16.16,0,725.4545455,785.9090909,12,0,0.0,5181.0,40.2,1,0,6-Apr,0,1,3.0,0.0,7.0,10.0,5.0,3,1845,184.5
1023454,223454,15709.09091,5,7.91,388.49,A,普通企业,交通运输、仓储和邮政业,8 years,1,1,2016/1/1,5,390,13,9.441818182,0,763.6363636,954.5454545,17,0,0.0,9331.153846,37.73076923,0,0,6-Sep,6,1,5.0,0.0,10.0,20.0,12.0,0,0,0.0
1007854,207854,10000.0,5,24.64,278.47,E,普通企业,建筑业,1 year,1,2,2014/2/1,0,32,21,16.89545455,0,700.0,816.6666667,8,0,0.0,20138.07692,64.83076923,1,0,6-Dec,0,1,4.0,0.0,2.0,7.0,3.0,2,1995,0.0
1035920,235920,3368.181818,3,25.652,110.8,E,上市企业,批发和零售业,1 year,1,1,2016/4/1,6,342,21,8.64,0,741.8181818,927.2727273,6,2,2.0,922.9230769,10.98461538,1,0,5-Jun,7,1,6.0,0.0,0.0,7.0,7.0,0,0,0.0
1035157,235157,2325.0,3,7.101,72.74,A,普通企业,信息传输、软件和信息技术服务业,3 years,0,2,2016/3/1,0,745,34,2.61,0,572.7272727,668.1818182,13,0,0.0,0.0,0.0,0,0,4-Dec,0,1,0.0,0.0,9.0,8.0,3.0,2,1112,111.2
1033217,233217,36363.63636,3,10.538,1282.82,B,普通企业,金融业,5 years,1,2,2018/6/1,5,108,21,2.454545455,0,700.0,758.3333333,4,0,0.0,2704.615385,25.03846154,1,0,7-Aug,6,1,2.0,0.0,1.0,7.0,5.0,0,0,0.0
1001745,201745,18909.09091,5,13.99,372.21,C,普通企业,文化和体育业,3 years,0,0,2015/4/1,4,144,5,19.70181818,0,660.0,825.0,18,0,0.0,14264.30769,69.9,0,0,4-Jan,4,1,7.0,0.0,16.0,12.0,2.0,0,0,0.0
1033733,233733,19636.36364,3,10.439,768.68,B,上市企业,金融业,7 years,0,1,2014/11/1,4,2,2,19.82,0,720.0,840.0,17,0,0.0,51234.23077,78.83076923,0,0,Jul-96,4,1,10.0,0.0,6.0,21.0,9.0,2,637,0.0
1013748,213748,21818.18182,3,14.65,689.89,C,上市企业,金融业,3 years,1,2,2015/4/1,4,242,8,12.55909091,0,604.5454545,705.3030303,8,0,0.0,32014.76923,105.0,0,0,7-Sep,4,1,6.0,,4.0,12.0,12.0,2,6195,1239.0
1027418,227418,7000.0,3,10.341,230.8,B,政府机构,房地产业,3 years,1,1,2016/11/1,0,216,8,12.87818182,8,609.0909091,761.3636364,11,0,0.0,6492.0,51.69230769,0,0,6-Jan,0,1,5.0,0.0,5.0,13.0,9.0,0,0,0.0
1038946,238946,16363.63636,3,14.49,516.25,C,普通企业,文化和体育业,10+ years,0,2,2014/7/1,0,234,42,34.57,0,564.5454545,705.6818182,12,0,0.0,38680.92308,113.1923077,1,0,Sep-00,0,1,5.0,0.0,39.0,8.0,5.0,1,1795,538.5
1007614,207614,13636.36364,3,13.58,509.61,C,世界五百强,住宿和餐饮业,10+ years,2,1,2018/3/1,0,274,8,3.117272727,1,725.4545455,785.9090909,3,1,0.0,4615.384615,52.70769231,0,0,May-94,0,1,3.0,0.0,0.0,9.0,5.0,3,1729,518.7
1024479,224479,3636.363636,3,6.03,121.75,A,普通企业,制造业,< 1 year,1,1,2012/5/1,3,17,13,7.243636364,0,775.0,904.1666667,6,0,0.0,3552.692308,12.2,1,0,Mar-82,1207,1,,,,,,0,1329,0.0
1012656,212656,3272.727273,3,9.16,95.63,B,政府机构,公共服务、社会组织,2 years,1,1,2016/6/1,4,455,13,20.67272727,0,680.0,850.0,18,1,1.0,6136.307692,35.86153846,1,0,3-Jul,4,1,4.0,0.0,22.0,12.0,7.0,2,201,40.2
1026913,226913,17181.81818,5,14.22,508.46,C,政府机构,信息传输、软件和信息技术服务业,10+ years,0,2,2012/12/1,4,292,17,8.73,1,720.0,840.0,7,0,0.0,16329.0,87.8,1,0,May-96,234,1,6.0,0.0,5.0,15.0,10.0,1,6837,0.0
1026975,226975,11345.45455,3,10.99,314.25,B,普通企业,信息传输、软件和信息技术服务业,2 years,1,1,2014/4/1,4,228,24,19.08,0,736.3636364,797.7272727,16,0,0.0,7260.923077,44.58461538,0,0,6-Nov,4,1,10.0,0.0,7.0,24.0,10.0,1,4029,402.9
1044861,244861,6136.363636,3,6.864,228.99,A,政府机构,采矿业,10+ years,0,2,2015/7/1,0,171,8,9.8,0,883.6363636,957.2727273,10,0,0.0,7387.0,14.21538462,0,0,Jan-67,0,1,5.0,0.0,5.0,20.0,9.0,3,413,41.3
1038976,238976,17181.81818,3,8.679,657.0,A,世界五百强,电力、热力生产供应业,4 years,1,2,2015/8/1,0,17,13,4.180909091,0,685.0,742.0833333,6,0,0.0,9847.384615,108.8076923,0,0,2-Nov,0,1,2.0,0.0,9.0,7.0,5.0,0,0,0.0
1012003,212003,31818.18182,5,18.64,901.01,E,政府机构,文化和体育业,10+ years,0,2,2011/12/1,0,161,14,17.89090909,0,654.5454545,709.0909091,10,0,0.0,10307.07692,68.49230769,1,0,Dec-90,106,1,,,,,,5,12606,3781.8
1022414,222414,5236.363636,3,8.253,153.02,B,政府机构,房地产业,10+ years,0,0,2015/7/1,5,408,14,31.14,0,640.9090909,747.7272727,17,0,0.0,81126.0,94.55384615,1,0,Oct-85,6,1,8.0,0.0,34.0,12.0,7.0,0,178,35.6
1025224,225224,16363.63636,3,8.59,474.14,A,普通企业,农、林、牧、渔业,10+ years,1,1,2016/9/1,0,203,30,8.738181818,0,747.2727273,809.5454545,6,0,0.0,3488.153846,14.2,0,0,Oct-94,0,1,2.0,0.0,6.0,8.0,5.0,3,6987,698.7
1015326,215326,19800.0,3,13.491,629.09,C,普通企业,公共服务、社会组织,10+ years,1,2,2014/7/1,4,8,6,26.04272727,0,640.9090909,694.3181818,14,0,0.0,28931.53846,74.2,1,0,Jun-63,4,1,12.0,0.0,5.0,18.0,6.0,0,0,0.0
1025754,225754,5000.0,3,15.31,174.09,C,上市企业,公共服务、社会组织,,0,2,2016/2/1,4,36,13,33.81818182,1,544.0909091,634.7727273,8,0,0.0,9594.461538,79.96153846,0,0,May-94,4,1,5.0,0.0,8.0,8.0,4.0,0,0,0.0
1031290,231290,2045.454545,3,8.253,79.7,B,普通企业,制造业,10+ years,0,1,2015/11/1,5,143,8,13.97,0,585.0,682.5,14,0,0.0,23228.30769,52.15384615,0,0,Dec-77,6,1,11.0,0.0,6.0,26.0,11.0,3,176,17.6
1015221,215221,13990.90909,5,7.101,259.38,A,普通企业,金融业,10+ years,0,1,2015/8/1,4,810,24,21.53636364,0,572.7272727,620.4545455,11,0,0.0,10711.38462,35.42307692,0,0,Dec-96,4,1,5.0,0.0,13.0,20.0,11.0,1,4254,1276.2
1043672,243672,11818.18182,3,6.03,304.36,A,普通企业,金融业,7 years,0,0,2012/10/1,0,107,30,11.68363636,0,666.8181818,833.5227273,9,0,0.0,14420.0,21.23076923,1,0,Oct-81,17538,1,2.0,0.0,7.0,26.0,12.0,0,939,281.7
1026970,226970,5818.181818,3,18.279,238.86,D,政府机构,电力、热力生产供应业,2 years,1,0,2013/9/1,0,166,8,18.27,0,618.1818182,721.2121212,10,0,0.0,6109.615385,70.6,0,0,5-May,29405,1,7.0,0.0,4.0,23.0,11.0,3,2262,226.2
1001509,201509,18000.0,5,6.534,358.64,A,上市企业,住宿和餐饮业,10+ years,0,0,2015/10/1,0,622,7,22.62545455,0,625.9090909,678.0681818,17,0,0.0,21362.30769,23.3,0,0,Oct-98,0,1,6.0,0.0,4.0,31.0,15.0,2,1575,472.5
1031353,231353,14127.27273,5,23.454,388.19,G,普通企业,公共服务、社会组织,10+ years,0,2,2014/8/1,2,167,8,1.036363636,0,609.0909091,659.8484848,10,1,1.0,1513.076923,7.861538462,1,0,Jan-94,5,1,3.0,0.0,2.0,21.0,11.0,2,1665,333.0
1025556,225556,11729.54545,3,7.29,307.78,A,普通企业,金融业,4 years,0,2,2011/3/1,8,79,2,11.37818182,0,720.0,900.0,13,0,0.0,52027.23077,71.1,1,0,Jun-94,9337,1,,,,,,1,4648,929.6
1004915,204915,7297.727273,3,14.65,213.01,C,普通企业,建筑业,10+ years,0,0,2015/6/1,0,170,23,8.61,0,560.4545455,700.5681818,7,1,1.0,7528.0,55.8,1,0,Oct-97,0,1,5.0,0.0,3.0,9.0,3.0,2,1489,0.0
1005378,205378,24965.90909,3,12.683,696.92,B,普通企业,信息传输、软件和信息技术服务业,5 years,0,0,2015/8/1,0,474,14,19.76727273,1,675.0,843.75,20,0,0.0,31565.76923,30.7,1,0,May-97,0,1,8.0,0.0,12.0,22.0,16.0,0,2309,230.9
1027413,227413,28636.36364,5,15.31,838.36,C,普通企业,金融业,10+ years,0,2,2014/4/1,4,71,9,15.66818182,0,580.9090909,677.7272727,14,0,0.0,36045.0,91.10769231,1,0,1-Oct,4,1,6.0,0.0,8.0,13.0,5.0,4,5552,555.2
1035116,235116,8627.272727,3,20.466,281.6,E,幼教与中小学校,住宿和餐饮业,,2,2,2016/12/1,0,80,21,19.16,0,690.0,862.5,4,1,1.0,6113.692308,49.93846154,1,0,Feb-75,0,1,3.0,0.0,2.0,4.0,3.0,3,821,0.0
