interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,labels
38.39,9.09,0.99,12.07,0.0,0.0,20.89,1.84,33.83,32.35,40.0,3,3,2,1,3,4,0
25.93,39.39,1.29,29.31,8.33,20.0,36.73,2.37,23.0,7.72,0.0,2,5,2,0,1,4,0
8.08,15.15,1.2,24.14,0.0,0.0,15.31,1.2,38.49,38.24,0.0,1,3,1,0,3,0,0
38.39,21.21,2.97,17.24,25.0,0.0,56.05,1.62,23.77,32.35,0.0,3,3,2,2,11,0,1
8.2,12.12,0.74,20.69,0.0,0.0,2.95,0.07,59.43,64.71,40.0,1,3,2,1,1,5,0
55.17,57.58,2.39,60.34,8.33,0.0,44.62,4.0,9.98,2.21,40.0,4,3,2,0,8,0,0
25.72,33.33,1.74,27.59,0.0,0.0,35.9,1.79,48.96,51.47,0.0,3,5,2,2,3,4,1
6.35,33.33,1.01,24.14,0.0,0.0,17.6,1.57,32.36,18.75,60.0,1,3,1,1,3,0,0
15.97,6.06,0.92,5.17,0.0,0.0,76.52,0.36,0.0,0.0,20.0,2,3,1,0,8,0,0
39.88,9.09,1.17,8.62,0.0,0.0,39.51,0.52,25.76,35.05,60.0,4,3,1,0,3,2,0
24.7,15.15,1.2,22.41,8.33,20.0,22.23,0.45,46.18,35.05,60.0,2,3,1,0,0,0,0
32.57,24.24,2.08,20.69,16.67,0.0,51.16,1.43,20.2,4.41,0.0,3,3,0,0,2,0,0
8.8,9.09,1.02,20.69,8.33,20.0,81.31,0.53,32.25,18.63,60.0,1,3,0,0,6,4,0
7.95,21.21,3.26,20.69,0.0,0.0,67.86,2.51,17.39,1.1,0.0,1,3,1,0,3,4,0
63.25,15.15,1.14,34.48,0.0,0.0,79.78,1.87,34.9,33.7,0.0,7,5,2,1,3,0,0
45.24,21.21,2.91,36.21,0.0,0.0,49.25,6.09,65.09,57.35,0.0,4,5,2,0,1,0,0
28.12,9.09,2.27,10.34,0.0,0.0,74.91,3.36,47.55,64.71,20.0,2,3,0,2,1,2,0
27.6,24.24,2.35,22.41,0.0,0.0,49.27,1.29,1.62,2.21,0.0,2,3,1,1,1,0,1
40.62,18.18,3.28,13.79,8.33,20.0,56.34,1.88,12.79,17.4,20.0,4,3,2,1,0,4,0
3.67,3.03,0.21,15.52,0.0,0.0,32.83,3.66,36.1,23.16,0.0,1,3,1,0,6,2,0
19.05,27.27,1.51,24.14,0.0,0.0,39.8,2.0,38.9,52.94,0.0,2,3,1,1,1,0,1
26.92,12.12,2.58,13.79,0.0,0.0,36.81,1.63,50.12,52.94,60.0,2,3,2,2,1,5,0
72.64,3.03,0.17,5.17,8.33,20.0,41.21,0.24,26.75,36.4,0.0,7,5,2,1,1,5,1
38.4,18.18,0.93,18.97,0.0,0.0,41.7,1.33,45.03,33.7,0.0,4,3,2,0,6,5,1
17.69,6.06,1.68,8.62,0.0,0.0,5.54,0.16,53.03,56.62,0.0,2,3,1,1,1,2,0
46.13,24.24,0.78,17.24,0.0,0.0,42.02,1.66,33.83,32.35,0.0,5,5,2,0,3,0,0
12.37,3.03,0.6,8.62,0.0,0.0,61.15,0.85,51.29,54.41,0.0,1,3,0,1,2,0,0
21.27,15.15,0.66,12.07,0.0,0.0,62.07,1.54,37.03,36.4,0.0,2,3,1,1,3,4,0
48.69,6.06,1.18,8.62,0.0,0.0,38.95,0.18,0.0,0.0,0.0,4,3,2,0,3,5,1
74.01,12.12,2.41,20.69,8.33,20.0,60.46,1.23,37.82,51.47,40.0,5,5,2,1,9,0,0
43.8,27.27,2.83,25.86,0.0,0.0,32.98,1.22,5.67,7.72,0.0,4,3,2,0,2,2,0
36.34,6.06,2.09,6.9,0.0,0.0,34.99,1.22,40.61,55.27,0.0,3,3,1,0,1,3,0
48.69,12.12,0.86,10.34,0.0,0.0,63.42,1.39,27.74,37.75,100.0,3,5,1,1,1,0,0
13.68,36.36,1.2,29.31,8.33,0.0,47.23,4.97,35.37,22.3,0.0,2,3,2,0,1,1,1
18.89,18.18,1.78,15.52,25.0,0.0,69.48,1.89,15.49,21.08,40.0,2,3,1,0,1,2,0
8.08,18.18,3.4,25.86,0.0,0.0,11.77,0.92,88.78,85.29,60.0,1,3,0,1,1,0,0
28.53,12.12,2.83,13.79,16.67,20.0,40.94,0.91,43.23,58.82,60.0,2,3,2,1,1,4,1
15.04,15.15,1.52,12.07,8.33,20.0,42.86,0.96,23.77,32.35,60.0,2,3,0,1,4,5,0
11.9,48.48,2.95,36.21,0.0,0.0,54.26,4.93,47.8,50.0,40.0,2,3,1,2,5,4,0
14.49,18.18,1.3,10.34,0.0,0.0,46.84,1.82,9.1,1.1,60.0,1,3,1,0,5,0,0
52.09,3.03,0.75,5.17,0.0,0.0,82.49,0.88,61.35,52.94,0.0,4,3,1,2,1,0,1
45.98,12.12,0.56,10.34,8.33,20.0,0.29,0.01,33.83,32.35,0.0,4,5,2,1,11,5,0
12.34,6.06,0.56,10.34,0.0,0.0,12.15,0.9,76.89,86.76,0.0,1,3,2,0,6,4,1
27.03,6.06,2.24,12.07,0.0,0.0,89.64,0.83,14.59,19.85,60.0,3,3,2,1,5,0,0
51.4,18.18,2.88,13.79,0.0,0.0,46.97,2.02,39.53,27.21,60.0,4,3,2,1,4,0,0
33.01,12.12,1.25,10.34,8.33,20.0,27.32,0.74,46.18,35.05,60.0,3,3,0,0,3,0,0
27.09,27.27,0.9,22.41,0.0,0.0,36.58,1.25,58.85,50.0,0.0,3,3,0,1,2,4,1
21.82,12.12,1.77,5.17,0.0,0.0,76.36,3.4,28.73,39.09,0.0,3,3,1,1,1,0,0
40.33,6.06,0.39,1.72,0.0,0.0,16.76,0.09,49.92,39.46,0.0,3,3,2,1,11,5,1
28.79,6.06,1.09,3.45,0.0,0.0,50.03,0.53,57.11,61.76,20.0,3,3,1,0,2,0,0
22.13,42.42,2.87,24.14,16.67,0.0,66.96,1.66,45.03,33.7,40.0,2,3,1,2,2,4,1
32.61,6.06,2.47,10.34,0.0,0.0,32.42,0.38,8.1,11.03,60.0,3,3,1,0,1,0,0
24.7,15.15,0.95,12.07,0.0,0.0,22.96,0.4,54.78,58.82,60.0,2,3,1,0,1,0,0
9.89,27.27,1.76,18.97,0.0,0.0,50.45,2.83,46.63,48.53,0.0,1,3,1,1,2,4,1
28.12,18.18,1.3,12.07,0.0,0.0,39.8,1.23,17.39,1.1,0.0,3,5,2,0,0,0,1
32.58,15.15,1.23,15.52,0.0,0.0,53.95,1.22,48.96,51.47,0.0,3,3,1,1,8,4,0
31.54,6.06,1.36,13.79,0.0,0.0,15.54,0.64,30.17,16.18,0.0,3,3,1,1,6,4,0
38.11,24.24,2.5,39.66,0.0,0.0,24.72,1.64,62.59,54.41,60.0,3,3,1,1,8,0,0
15.99,6.06,2.72,13.79,0.0,0.0,5.17,0.15,59.43,64.71,0.0,1,3,1,1,9,4,0
3.67,21.21,1.14,17.24,16.67,0.0,41.88,2.57,30.71,41.79,20.0,1,3,1,2,10,4,1
14.45,48.48,0.72,53.45,0.0,0.0,46.38,4.16,3.24,4.41,0.0,2,3,2,0,1,2,1
4.96,3.03,0.06,3.45,0.0,0.0,22.19,0.33,38.9,26.47,40.0,1,3,0,1,9,8,0
8.26,6.06,1.33,6.9,0.0,0.0,19.29,0.25,48.88,38.24,60.0,1,3,0,1,9,3,0
33.26,30.3,2.65,24.14,0.0,0.0,55.54,2.42,33.29,19.85,60.0,3,3,1,0,1,0,0
11.87,6.06,0.66,1.72,0.0,0.0,66.24,1.65,47.55,64.71,20.0,2,3,1,2,1,0,0
78.1,21.21,1.81,17.24,8.33,0.0,46.21,1.25,11.72,4.41,0.0,6,5,2,0,11,0,0
29.66,0.0,1.86,13.79,0.0,0.0,0.0,0.0,77.56,72.06,0.0,3,5,0,0,5,0,1
36.0,18.18,1.62,13.79,0.0,0.0,28.51,2.21,43.23,58.82,20.0,4,5,0,0,1,0,0
62.74,18.18,1.24,17.24,0.0,0.0,42.4,3.94,14.34,7.72,20.0,5,5,2,0,0,0,0
5.58,12.12,0.72,18.97,0.0,0.0,25.45,1.27,52.95,72.06,0.0,1,3,0,0,1,4,0
4.42,3.03,0.73,3.45,0.0,0.0,59.55,1.73,29.9,40.69,60.0,1,3,0,1,3,0,0
47.59,15.15,3.05,20.69,0.0,0.0,48.88,3.06,70.07,63.24,0.0,5,5,0,2,1,2,1
21.27,33.33,2.31,50.0,0.0,0.0,30.8,2.04,63.84,55.88,0.0,2,5,2,1,11,0,1
81.16,15.15,0.74,12.07,0.0,0.0,44.29,0.84,0.0,0.0,0.0,7,5,1,1,3,1,1
8.94,12.12,2.67,6.9,0.0,0.0,55.0,1.24,41.6,29.66,0.0,1,3,1,1,3,4,1
20.59,57.58,2.63,75.86,0.0,0.0,10.18,1.08,8.1,11.03,0.0,2,3,2,1,0,0,1
33.85,36.36,2.58,29.31,8.33,20.0,41.07,2.1,27.82,24.75,100.0,3,5,1,1,2,0,0
64.55,12.12,1.83,10.34,0.0,0.0,70.41,6.28,32.69,44.49,0.0,5,5,2,1,1,0,0
31.06,30.3,2.71,22.41,0.0,0.0,53.21,3.04,57.61,48.53,60.0,3,3,0,0,7,0,0
24.72,3.03,0.62,1.72,0.0,0.0,84.85,1.58,23.07,18.75,0.0,3,3,2,0,1,5,1
33.19,6.06,1.34,8.62,0.0,0.0,28.35,0.53,16.96,11.03,20.0,3,3,0,2,11,0,0
34.37,9.09,1.06,10.34,0.0,0.0,34.08,0.35,57.61,48.53,0.0,3,3,2,0,2,9,0
57.85,15.15,0.54,10.34,0.0,0.0,45.52,0.53,51.29,54.41,40.0,6,3,2,0,5,2,0
49.82,30.3,1.53,29.31,0.0,0.0,23.04,1.27,22.07,6.62,0.0,4,5,2,0,2,0,1
28.8,18.18,0.19,48.28,0.0,0.0,27.19,0.3,52.45,55.88,0.0,2,3,0,1,1,2,0
24.7,9.09,0.61,10.34,0.0,0.0,64.01,1.55,46.18,35.05,0.0,3,3,2,0,1,0,0
29.93,12.12,1.79,17.24,0.0,0.0,21.52,1.08,4.05,5.51,0.0,3,3,2,1,1,0,1
20.99,27.27,0.9,15.52,0.0,0.0,53.57,1.49,60.1,51.47,40.0,2,3,0,0,5,4,0
9.89,9.09,2.24,25.86,0.0,0.0,34.52,1.85,51.87,70.59,0.0,1,3,2,1,3,0,0
28.29,15.15,1.8,15.52,0.0,0.0,53.04,1.57,37.03,36.4,0.0,3,3,2,1,1,4,1
26.75,57.58,3.79,41.38,0.0,0.0,62.18,6.86,12.79,17.4,20.0,3,5,2,0,8,0,0
40.1,18.18,2.05,17.24,0.0,0.0,58.13,1.62,45.03,33.7,0.0,3,3,1,1,10,0,0
55.17,9.09,2.39,12.07,0.0,0.0,83.82,1.55,33.29,19.85,60.0,4,3,2,0,1,0,0
1.85,6.06,1.27,17.24,0.0,0.0,11.0,0.73,87.53,83.82,0.0,1,3,0,0,1,0,0
22.9,9.09,0.62,8.62,0.0,0.0,34.52,0.4,23.94,19.85,60.0,3,3,0,1,11,5,0
26.41,6.06,2.85,8.62,0.0,0.0,44.85,0.84,39.46,39.46,60.0,2,3,2,1,1,0,0
26.07,18.18,2.78,32.76,8.33,0.0,19.73,0.7,34.33,21.08,20.0,3,3,2,0,1,0,0
7.57,15.15,1.17,25.86,0.0,0.0,46.38,2.85,26.75,12.13,60.0,1,3,0,0,9,0,0
36.3,3.03,0.06,1.72,0.0,0.0,10.28,0.55,14.59,19.85,20.0,3,3,0,1,5,3,0
45.98,18.18,2.03,24.14,8.33,20.0,11.56,0.36,43.89,32.35,100.0,4,5,1,0,9,0,0
19.17,6.06,2.88,12.07,0.0,0.0,88.39,0.51,39.98,54.41,0.0,2,3,1,2,1,5,1
15.97,15.15,2.45,18.97,0.0,0.0,52.04,1.4,12.59,5.51,40.0,2,3,1,0,3,0,0
36.34,15.15,2.34,25.86,0.0,0.0,30.71,1.4,13.69,18.63,100.0,3,5,1,0,1,0,0
24.7,9.09,1.84,8.62,0.0,0.0,71.7,2.94,46.8,35.78,0.0,3,3,1,0,1,5,0
67.08,24.24,3.16,24.14,0.0,0.0,68.3,6.08,25.76,35.05,0.0,5,3,2,1,11,7,1
22.95,18.18,1.32,22.41,0.0,0.0,68.4,2.35,68.83,61.76,60.0,2,3,1,1,4,0,0
20.99,15.15,1.58,12.07,8.33,20.0,38.88,0.68,35.97,35.05,0.0,2,3,1,0,9,2,1
15.97,18.18,1.5,17.24,8.33,20.0,36.89,1.13,24.91,21.08,0.0,2,3,1,1,1,5,0
9.97,27.27,0.44,17.24,0.0,0.0,22.77,2.06,43.43,44.49,0.0,1,3,2,1,0,0,0
19.05,18.18,2.7,17.24,8.33,20.0,66.68,1.92,19.26,3.31,60.0,2,3,1,1,1,4,0
39.25,15.15,2.9,15.52,0.0,0.0,44.44,1.44,23.94,19.85,40.0,3,3,0,1,0,4,1
83.73,27.27,2.25,18.97,0.0,0.0,47.83,1.51,20.2,4.41,0.0,6,5,2,0,4,0,1
31.44,12.12,2.63,12.07,0.0,0.0,56.4,1.09,53.62,57.35,0.0,3,5,1,1,3,4,0
26.75,12.12,1.44,10.34,0.0,0.0,32.91,0.41,75.06,69.12,40.0,3,3,1,0,1,9,0
0.03,9.09,1.02,12.07,0.0,0.0,15.4,2.0,59.43,64.71,0.0,1,3,0,1,5,4,0
31.06,18.18,1.94,15.52,8.33,20.0,56.96,1.19,12.79,17.4,20.0,3,3,2,1,0,0,0
12.37,21.21,1.93,22.41,0.0,0.0,47.76,6.7,31.42,17.65,40.0,1,5,1,0,8,0,0
23.15,48.48,1.43,32.76,0.0,0.0,73.29,12.91,46.18,35.05,0.0,2,3,1,0,0,0,1
52.35,15.15,2.58,15.52,0.0,0.0,46.38,1.15,39.17,39.09,0.0,4,3,2,0,11,2,1
14.42,27.27,1.3,24.14,0.0,0.0,51.81,5.85,9.98,2.21,0.0,2,3,1,0,9,0,0
16.77,12.12,1.32,29.31,0.0,0.0,22.39,0.93,27.68,13.24,0.0,2,3,0,0,11,0,1
38.18,15.15,3.38,12.07,0.0,0.0,46.68,1.46,28.73,39.09,0.0,3,3,1,1,2,0,1
5.42,3.03,2.21,27.59,0.0,0.0,10.09,0.35,69.04,62.01,40.0,1,3,0,1,5,0,0
43.98,12.12,1.64,20.69,0.0,0.0,33.57,0.51,24.76,33.7,0.0,3,3,0,1,1,0,0
38.46,9.09,3.28,12.07,0.0,0.0,71.27,1.73,30.73,28.43,20.0,3,3,1,0,9,0,0
13.44,24.24,1.63,18.97,0.0,0.0,29.77,1.06,12.59,5.51,60.0,2,3,0,1,4,0,0
23.67,21.21,2.61,15.52,0.0,0.0,71.7,2.79,9.98,2.21,0.0,3,5,1,1,5,0,0
17.51,27.27,1.39,18.97,0.0,0.0,20.38,0.6,21.03,16.18,0.0,2,3,1,0,1,0,0
11.9,18.18,2.88,20.69,0.0,0.0,49.55,6.39,33.68,45.83,0.0,2,5,0,0,5,4,1
17.85,15.15,0.98,25.86,8.33,20.0,32.14,0.87,24.76,33.7,0.0,2,3,2,1,7,0,1
15.75,33.33,1.76,24.14,0.0,0.0,33.37,6.2,43.43,44.49,0.0,2,3,2,0,0,0,1
3.67,18.18,0.67,8.62,0.0,0.0,22.55,1.63,44.72,33.33,60.0,1,3,0,1,10,4,0
17.5,6.06,1.54,20.69,0.0,0.0,6.38,0.35,38.49,38.24,0.0,2,3,2,1,1,5,1
69.22,3.03,1.11,6.9,8.33,20.0,0.75,0.01,30.17,16.18,0.0,5,5,1,1,2,3,1
62.82,3.03,1.7,12.07,0.0,0.0,6.05,0.01,19.99,27.21,0.0,6,3,2,0,4,2,1
24.13,15.15,2.31,13.79,0.0,0.0,57.86,1.09,28.79,25.98,0.0,2,3,2,0,5,0,0
33.15,9.09,1.46,8.62,8.33,20.0,30.45,0.58,11.89,16.18,0.0,3,5,1,1,4,0,1
12.88,9.09,1.19,8.62,0.0,0.0,50.8,0.23,0.81,1.1,40.0,2,3,1,2,11,0,0
52.09,12.12,1.73,15.52,8.33,20.0,67.63,1.76,10.85,3.31,0.0,4,5,2,0,1,0,0
41.42,18.18,2.35,20.69,0.0,0.0,48.67,1.93,39.98,54.41,0.0,4,3,2,0,4,4,0
35.17,9.09,2.22,12.07,0.0,0.0,33.57,1.41,44.31,60.29,0.0,3,5,0,0,9,0,0
26.72,18.18,0.85,13.79,8.33,20.0,77.14,1.39,14.59,19.85,40.0,3,3,0,0,7,0,0
2.37,9.09,0.75,27.59,0.0,0.0,8.51,0.28,63.32,55.27,0.0,1,3,1,1,0,5,0
25.77,9.09,4.09,8.62,0.0,0.0,74.04,2.34,51.89,41.79,0.0,3,3,2,2,1,5,1
63.22,21.21,3.33,15.52,0.0,0.0,78.54,1.7,30.71,41.79,0.0,5,5,1,0,2,0,0
35.13,15.15,2.32,18.97,0.0,0.0,45.43,2.26,47.55,64.71,100.0,2,5,2,0,4,0,0
7.33,33.33,2.28,22.41,0.0,0.0,57.47,26.19,4.05,5.51,0.0,1,3,2,2,9,0,0
26.75,12.12,1.55,8.62,0.0,0.0,27.78,0.5,31.7,29.66,20.0,3,3,1,1,1,1,0
40.1,12.12,2.44,20.69,0.0,0.0,57.02,3.35,57.61,48.53,60.0,3,3,0,0,1,5,0
22.98,12.12,2.02,10.34,0.0,0.0,35.54,0.41,14.59,19.85,0.0,2,3,1,0,1,4,1
21.0,9.09,3.87,12.07,0.0,0.0,41.33,0.76,27.2,37.01,0.0,2,3,1,0,10,4,1
21.04,3.03,1.59,8.62,0.0,0.0,0.46,0.0,15.21,8.82,0.0,2,3,1,1,7,0,1
24.7,12.12,1.44,18.97,8.33,20.0,38.72,1.63,19.26,3.31,0.0,3,5,0,0,0,2,1
37.09,24.24,2.23,17.24,0.0,0.0,50.08,1.68,25.88,22.3,0.0,3,5,1,1,4,0,0
16.77,9.09,1.69,12.07,0.0,0.0,40.46,1.3,34.33,21.08,0.0,2,3,0,1,1,4,1
57.85,36.36,1.37,27.59,0.0,0.0,81.89,2.43,21.03,16.18,0.0,6,3,2,0,4,0,1
35.17,9.09,1.25,6.9,0.0,0.0,37.56,0.64,14.34,7.72,0.0,3,3,1,2,3,3,1
25.52,6.06,1.22,13.79,0.0,0.0,2.76,0.08,7.29,9.93,0.0,3,3,0,0,3,2,1
21.87,12.12,0.97,15.52,0.0,0.0,22.55,0.35,48.96,51.47,20.0,2,3,2,2,1,4,0
71.2,9.09,0.85,10.34,0.0,0.0,20.45,0.26,43.68,32.11,80.0,6,5,1,1,1,0,0
27.26,15.15,2.2,15.52,8.33,20.0,49.82,0.86,46.63,48.53,0.0,3,3,0,2,11,4,0
60.66,6.06,2.06,8.62,0.0,0.0,67.74,0.88,41.3,41.79,0.0,6,3,0,1,2,6,0
34.46,12.12,1.59,12.07,0.0,0.0,46.38,1.08,3.24,4.41,80.0,4,5,2,0,4,2,0
38.5,12.12,2.48,10.34,8.33,20.0,55.63,0.67,21.03,16.18,0.0,3,3,1,1,1,0,0
26.72,6.06,1.36,13.79,0.0,0.0,2.6,0.05,46.47,63.24,0.0,3,5,1,0,8,2,0
36.86,18.18,2.96,12.07,0.0,0.0,46.43,3.7,46.18,35.05,40.0,3,3,2,2,1,2,0
36.3,6.06,0.6,6.9,0.0,0.0,51.82,1.44,41.06,55.88,0.0,3,3,0,1,9,0,1
48.67,12.12,0.37,6.9,0.0,0.0,72.71,0.5,44.31,60.29,0.0,5,3,2,0,4,0,1
17.16,24.24,2.38,27.59,0.0,0.0,29.23,3.57,37.64,51.23,60.0,1,3,2,0,1,0,0
14.45,18.18,2.46,17.24,0.0,0.0,27.77,1.33,25.39,34.56,60.0,2,3,0,0,1,4,0
23.86,15.15,0.88,8.62,0.0,0.0,77.93,2.73,62.59,54.41,60.0,2,3,2,1,1,4,0
26.75,21.21,2.18,22.41,0.0,0.0,57.93,3.89,9.1,1.1,100.0,3,5,1,0,8,0,0
46.13,12.12,0.85,17.24,0.0,0.0,54.29,1.75,58.85,50.0,40.0,4,3,1,2,1,0,0
23.05,12.12,1.76,25.86,0.0,0.0,37.12,0.87,9.1,1.1,60.0,3,3,1,2,0,5,0
24.7,15.15,0.26,36.21,0.0,0.0,50.08,0.68,57.11,61.76,20.0,3,5,0,0,3,2,1
43.8,6.06,1.62,6.9,0.0,0.0,92.41,0.5,0.0,0.0,0.0,5,5,1,1,0,0,1
48.36,12.12,0.16,10.34,0.0,0.0,25.56,0.47,12.59,5.51,100.0,5,5,1,1,1,2,0
15.99,18.18,0.33,20.69,0.0,0.0,11.16,0.93,39.84,27.57,0.0,1,5,1,0,1,0,1
61.8,42.42,2.35,25.86,8.33,20.0,24.11,1.19,38.1,37.75,0.0,5,5,2,1,1,4,1
37.54,6.06,0.7,6.9,0.0,0.0,74.77,0.79,38.49,25.98,0.0,3,5,0,0,2,0,0
39.88,42.42,2.3,31.03,0.0,0.0,21.51,1.62,23.94,8.82,20.0,4,3,1,0,1,0,0
53.6,21.21,1.64,32.76,8.33,20.0,48.09,2.13,8.1,11.03,100.0,5,5,2,0,8,5,0
26.85,9.09,1.61,17.24,0.0,0.0,42.86,2.59,49.83,52.57,0.0,3,5,0,2,6,0,1
23.05,9.09,2.36,17.24,0.0,0.0,73.16,1.12,46.63,48.53,60.0,3,3,2,1,1,0,0
9.49,6.06,1.4,8.62,8.33,20.0,52.5,0.5,12.79,17.4,0.0,2,3,1,0,0,0,0
0.03,18.18,0.47,17.24,0.0,0.0,10.54,0.68,69.91,77.94,40.0,1,3,2,0,2,0,0
28.12,30.3,2.02,25.86,0.0,0.0,81.89,2.99,43.89,32.35,20.0,2,3,1,0,1,0,0
23.24,30.3,3.24,36.21,0.0,0.0,32.91,2.31,40.57,28.43,0.0,2,3,0,1,3,0,0
58.94,12.12,1.25,18.97,8.33,20.0,6.43,0.17,23.94,19.85,0.0,5,5,1,1,9,0,1
68.02,24.24,2.65,18.97,8.33,20.0,57.4,1.27,43.89,32.35,60.0,5,5,2,0,3,0,0
19.05,21.21,2.25,37.93,0.0,0.0,61.45,3.28,10.85,3.31,0.0,2,3,0,0,5,2,0
29.29,15.15,3.49,15.52,0.0,0.0,83.57,2.64,17.39,1.1,20.0,2,3,2,0,1,3,0
60.86,24.24,1.9,24.14,0.0,0.0,74.62,4.0,2.43,3.31,0.0,5,5,1,0,1,0,1
42.16,3.03,1.71,22.41,0.0,0.0,88.66,0.18,46.63,48.53,80.0,5,5,1,0,8,0,0
15.24,27.27,2.03,18.97,0.0,0.0,55.87,6.72,32.25,18.63,40.0,1,3,1,1,6,0,0
36.3,30.3,1.93,18.97,8.33,20.0,50.41,0.8,8.23,0.0,20.0,3,3,1,1,1,4,0
31.89,15.15,2.27,13.79,0.0,0.0,68.97,2.3,62.59,54.41,40.0,2,3,2,0,11,4,0
29.83,9.09,1.74,15.52,0.0,0.0,41.34,0.69,37.82,51.47,20.0,3,3,0,1,7,0,0
36.86,27.27,2.04,17.24,8.33,20.0,46.15,0.82,46.63,48.53,0.0,4,3,2,1,1,0,0
42.36,33.33,1.66,20.69,8.33,20.0,26.02,0.89,41.06,55.88,0.0,4,3,2,0,3,0,0
7.5,9.09,1.57,10.34,0.0,0.0,35.18,0.5,37.45,24.75,60.0,1,3,1,1,10,0,0
3.67,9.09,0.68,15.52,0.0,0.0,22.32,2.75,50.12,52.94,0.0,1,3,2,0,10,5,0
8.85,27.27,1.78,17.24,8.33,0.0,30.8,1.26,6.48,8.82,60.0,2,3,1,1,1,0,0
7.12,9.09,1.39,10.34,0.0,0.0,45.06,8.65,62.93,69.12,60.0,1,3,0,0,6,2,0
26.75,12.12,1.58,13.79,0.0,0.0,41.96,0.52,39.53,27.21,0.0,3,3,1,0,4,5,0
21.27,9.09,2.3,10.34,0.0,0.0,49.36,0.37,4.05,5.51,0.0,2,3,1,0,1,0,1
