interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,labels
41.82,6.06,0.92,12.07,0.0,0.0,53.57,1.49,33.68,45.83,0.0,4,3,0,0,1,5,0
20.99,15.15,1.79,18.97,0.0,0.0,44.27,2.72,15.21,8.82,0.0,2,3,0,0,1,0,1
23.12,18.18,1.29,48.28,0.0,0.0,18.56,0.73,22.0,17.4,60.0,2,3,2,1,5,0,0
48.01,18.18,2.96,18.97,0.0,0.0,30.34,1.09,30.71,41.79,0.0,4,3,0,1,1,5,1
20.07,12.12,1.16,24.14,0.0,0.0,30.13,1.5,27.68,13.24,60.0,2,3,0,0,6,0,0
40.1,42.42,2.06,46.55,0.0,0.0,48.13,2.07,32.25,18.63,20.0,3,5,0,1,4,0,0
30.38,6.06,0.73,6.9,0.0,0.0,38.27,1.7,47.55,64.71,0.0,3,5,2,0,2,4,0
23.15,48.48,1.43,32.76,0.0,0.0,73.29,12.91,46.18,35.05,0.0,2,3,1,0,0,0,1
63.77,9.09,0.92,8.62,0.0,0.0,89.55,2.09,35.37,22.3,0.0,5,5,2,0,1,0,1
22.98,27.27,2.16,31.03,0.0,0.0,14.34,0.61,39.98,54.41,60.0,2,3,1,0,0,0,0
52.38,18.18,2.34,13.79,0.0,0.0,87.23,8.26,16.46,0.0,0.0,4,3,2,0,9,5,0
41.42,15.15,1.39,12.07,0.0,0.0,39.55,1.23,11.89,16.18,0.0,4,3,0,0,1,4,0
21.78,21.21,1.13,34.48,0.0,0.0,16.61,1.56,66.75,59.31,60.0,2,3,0,2,1,0,0
2.87,15.15,1.67,12.07,0.0,0.0,54.64,3.91,47.84,37.01,0.0,1,3,0,0,1,4,1
23.67,15.15,1.19,13.79,0.0,0.0,41.12,2.55,24.88,9.93,20.0,2,5,1,0,1,4,0
30.02,12.12,0.24,8.62,0.0,0.0,5.36,0.07,55.94,60.29,0.0,3,5,0,2,11,3,1
22.9,12.12,4.41,12.07,8.33,20.0,35.0,1.16,9.98,2.21,20.0,3,3,2,0,11,4,0
58.94,45.45,2.68,39.66,0.0,0.0,37.5,5.17,15.49,21.08,0.0,5,5,2,1,1,0,1
27.07,9.09,2.21,36.21,0.0,0.0,37.88,0.84,42.37,43.14,60.0,2,3,0,1,3,0,0
47.64,6.06,3.16,10.34,0.0,0.0,78.21,0.49,43.23,58.82,0.0,4,5,1,1,10,0,0
9.49,15.15,0.74,8.62,0.0,0.0,56.56,4.53,13.69,18.63,60.0,2,3,0,0,1,0,0
81.99,6.06,1.18,13.79,0.0,0.0,6.43,0.11,21.13,5.51,40.0,6,5,2,1,10,0,0
26.84,9.09,1.9,10.34,0.0,0.0,32.59,0.86,19.99,27.21,0.0,2,3,1,1,4,0,0
41.31,18.18,1.77,12.07,8.33,20.0,66.34,1.74,43.89,32.35,0.0,3,5,1,1,5,0,0
50.91,72.73,1.8,43.1,8.33,20.0,67.14,2.01,57.61,48.53,0.0,4,3,2,0,1,0,1
31.75,15.15,3.43,17.24,0.0,0.0,29.37,0.48,18.33,2.21,20.0,3,3,2,1,0,4,0
9.73,18.18,2.5,17.24,0.0,0.0,41.07,3.75,78.8,73.53,60.0,1,3,2,0,3,0,0
40.62,18.18,1.99,20.69,0.0,0.0,51.43,1.16,22.0,17.4,0.0,4,3,0,1,3,0,0
36.07,6.06,1.96,10.34,0.0,0.0,64.19,0.77,41.3,41.79,80.0,3,5,1,1,3,0,0
25.03,9.09,2.6,12.07,8.33,20.0,59.31,0.84,35.97,35.05,0.0,2,3,2,0,1,0,1
30.17,9.09,0.98,8.62,0.0,0.0,35.71,1.98,1.62,2.21,0.0,3,3,1,0,1,4,0
47.64,21.21,2.94,46.55,0.0,0.0,74.31,6.52,52.45,55.88,60.0,4,3,1,0,1,5,0
25.77,33.33,2.48,25.86,0.0,0.0,48.98,6.73,15.21,8.82,20.0,3,5,0,0,4,4,0
28.29,33.33,1.92,27.59,0.0,0.0,42.86,2.58,14.34,7.72,60.0,3,3,1,2,5,0,0
23.67,12.12,1.38,15.52,8.33,20.0,36.35,0.65,11.89,16.18,60.0,3,3,1,1,10,0,0
31.44,12.12,0.91,18.97,0.0,0.0,36.48,1.09,28.73,39.09,0.0,3,5,1,0,3,0,0
17.85,18.18,1.17,27.59,0.0,0.0,10.71,0.43,56.15,46.81,60.0,2,3,1,0,1,0,0
49.82,24.24,0.74,13.79,0.0,0.0,42.14,1.92,25.76,35.05,40.0,4,3,2,1,6,0,0
1.85,15.15,0.35,18.97,0.0,0.0,34.82,4.68,29.9,40.69,40.0,1,3,0,0,11,0,0
21.87,12.12,2.49,8.62,0.0,0.0,70.27,1.97,8.1,11.03,0.0,2,3,0,2,1,4,0
5.12,12.12,1.75,25.86,0.0,0.0,33.84,2.27,28.62,14.34,60.0,1,3,0,1,6,0,0
23.67,24.24,0.79,13.79,0.0,0.0,65.89,3.4,39.17,39.09,60.0,2,3,1,1,1,0,0
14.42,12.12,3.15,10.34,0.0,0.0,61.07,1.89,43.43,44.49,60.0,2,3,0,1,0,4,0
41.82,12.12,2.09,6.9,0.0,0.0,30.15,0.61,37.45,24.75,40.0,4,3,0,2,5,0,0
19.05,21.21,2.25,37.93,0.0,0.0,61.45,3.28,10.85,3.31,0.0,2,3,0,0,5,2,0
30.45,9.09,1.89,10.34,0.0,0.0,83.57,0.65,0.81,1.1,0.0,3,3,1,0,1,0,1
36.0,33.33,2.22,20.69,0.0,0.0,67.16,3.14,0.81,1.1,0.0,4,5,1,1,1,0,1
27.09,12.12,1.56,8.62,8.33,0.0,74.69,1.25,9.98,2.21,0.0,3,3,1,0,9,0,0
30.45,42.42,1.67,37.93,0.0,0.0,81.7,4.93,25.76,35.05,0.0,3,3,2,0,1,2,0
40.07,12.12,0.94,8.62,0.0,0.0,50.91,0.38,58.85,50.0,0.0,3,3,0,2,1,0,1
31.75,15.15,1.74,12.07,0.0,0.0,58.04,1.14,13.69,18.63,60.0,4,5,1,1,10,4,0
39.3,12.12,1.98,22.41,0.0,0.0,13.7,0.95,11.72,4.41,60.0,4,5,1,2,0,0,0
31.06,6.06,1.93,5.17,0.0,0.0,23.27,1.02,31.21,17.4,60.0,3,3,2,0,4,0,0
31.63,18.18,2.72,17.24,0.0,0.0,57.95,3.4,28.79,25.98,40.0,3,3,1,1,1,4,0
15.04,15.15,1.22,15.52,0.0,0.0,50.45,2.41,23.77,32.35,20.0,2,3,1,1,8,4,0
9.97,15.15,1.67,22.41,0.0,0.0,30.61,0.43,12.97,17.65,0.0,1,3,0,0,1,0,0
19.56,15.15,1.83,20.69,0.0,0.0,68.3,5.84,33.68,45.83,0.0,2,3,0,0,1,0,0
6.01,15.15,2.17,12.07,8.33,0.0,42.09,0.46,42.37,43.14,60.0,1,3,1,0,1,0,0
58.94,12.12,1.06,13.79,0.0,0.0,3.6,0.12,39.98,54.41,20.0,5,3,1,2,5,2,0
74.35,21.21,1.16,20.69,8.33,0.0,39.22,1.89,33.83,32.35,100.0,6,5,2,0,7,4,0
28.79,12.12,2.25,10.34,0.0,0.0,60.36,0.85,11.72,4.41,0.0,3,3,0,0,1,0,1
37.09,6.06,1.05,10.34,0.0,0.0,52.86,0.37,17.39,1.1,0.0,4,3,1,1,5,0,1
28.8,12.12,2.2,6.9,0.0,0.0,69.64,2.8,15.49,21.08,0.0,3,5,2,2,1,4,1
24.13,12.12,2.18,12.07,0.0,0.0,51.43,0.81,31.21,17.4,0.0,2,3,0,1,2,4,1
34.97,9.09,1.47,20.69,8.33,20.0,31.57,0.83,49.83,52.57,0.0,3,5,0,2,6,0,0
48.87,18.18,1.6,13.79,0.0,0.0,82.08,3.5,37.82,51.47,0.0,4,3,0,1,5,4,1
33.15,18.18,2.46,29.31,0.0,0.0,35.48,2.16,23.94,19.85,20.0,3,5,1,2,2,0,0
20.59,30.3,0.69,36.21,0.0,0.0,17.89,2.83,39.84,27.57,20.0,2,5,2,0,1,4,0
24.7,15.15,1.2,22.41,8.33,20.0,22.23,0.45,46.18,35.05,60.0,2,3,1,0,0,0,0
11.9,9.09,1.49,8.62,0.0,0.0,53.04,3.92,15.21,8.82,0.0,2,5,2,0,11,4,0
20.36,51.52,2.94,39.66,0.0,0.0,44.29,2.75,9.98,2.21,0.0,2,3,1,1,1,5,1
5.18,15.15,0.91,18.97,0.0,0.0,11.07,1.04,38.0,51.72,0.0,1,3,0,0,0,3,0
20.59,12.12,1.65,24.14,0.0,0.0,27.86,2.96,26.85,23.53,0.0,2,3,2,1,3,0,0
21.27,12.12,0.51,18.97,0.0,0.0,20.59,0.78,16.96,11.03,40.0,2,3,0,0,4,4,0
49.35,48.48,1.67,34.48,33.33,20.0,47.41,1.15,35.66,48.53,20.0,5,3,2,1,1,0,0
29.28,36.36,2.41,27.59,0.0,0.0,50.18,3.17,4.86,6.62,0.0,3,3,2,0,8,1,1
19.17,12.12,1.26,29.31,0.0,0.0,48.42,1.5,12.79,17.4,40.0,2,3,0,1,2,5,0
29.29,30.3,1.41,22.41,0.0,0.0,42.7,2.76,27.74,37.75,60.0,2,3,0,1,2,4,0
17.51,18.18,1.84,15.52,0.0,0.0,25.56,0.45,2.43,3.31,60.0,2,3,2,0,4,0,0
21.04,15.15,2.2,29.31,0.0,0.0,72.79,2.34,9.1,1.1,0.0,2,3,0,1,10,4,0
18.99,33.33,3.24,32.76,8.33,20.0,47.83,2.93,30.17,16.18,0.0,2,3,2,0,9,0,0
21.51,15.15,0.59,13.79,16.67,0.0,39.8,2.06,55.32,45.83,0.0,3,3,0,0,1,4,0
16.75,12.12,1.82,15.52,8.33,20.0,47.23,1.58,17.83,12.13,0.0,2,3,0,1,1,0,0
15.24,60.61,2.93,44.83,0.0,0.0,29.76,5.44,51.89,41.79,60.0,1,3,1,0,1,2,0
32.92,6.06,0.96,10.34,8.33,20.0,26.21,0.26,3.24,4.41,20.0,3,3,1,0,5,0,0
37.74,18.18,1.81,13.79,0.0,0.0,75.18,1.28,33.68,45.83,0.0,3,5,2,0,1,0,0
13.36,18.18,2.5,31.03,0.0,0.0,45.27,3.84,71.32,64.71,20.0,1,3,0,0,2,0,0
19.05,15.15,3.91,24.14,0.0,0.0,23.21,0.94,20.45,15.44,60.0,2,3,2,0,2,0,0
34.97,21.21,1.23,31.03,0.0,0.0,34.82,1.13,16.46,0.0,40.0,3,3,1,2,2,4,0
39.88,42.42,2.3,31.03,0.0,0.0,21.51,1.62,23.94,8.82,20.0,4,3,1,0,1,0,0
15.75,6.06,0.84,15.52,0.0,0.0,3.44,0.15,29.9,40.69,0.0,2,3,2,2,11,2,0
17.16,9.09,0.87,5.17,0.0,0.0,57.7,1.42,29.72,40.44,0.0,1,3,1,0,8,0,1
28.8,15.15,2.75,10.34,0.0,0.0,63.52,1.72,38.63,52.57,0.0,2,3,0,2,1,0,0
14.45,15.15,1.48,17.24,25.0,20.0,55.33,1.58,1.62,2.21,0.0,2,3,0,1,2,4,0
19.56,15.15,2.32,12.07,0.0,0.0,36.31,1.72,32.25,18.63,40.0,2,3,1,0,1,4,0
13.73,39.39,2.3,25.86,0.0,0.0,50.89,4.31,12.59,5.51,60.0,1,3,1,0,5,0,0
6.61,9.09,0.37,3.45,0.0,0.0,43.24,0.41,34.67,47.18,0.0,1,3,1,1,10,4,1
17.85,24.24,1.69,24.14,0.0,0.0,58.39,3.84,26.85,23.53,0.0,2,3,1,0,8,4,0
31.06,21.21,1.59,27.59,0.0,0.0,27.55,1.29,36.74,50.0,60.0,3,3,0,1,1,0,0
26.75,24.24,1.58,15.52,0.0,0.0,33.29,0.54,45.03,33.7,60.0,3,3,1,2,10,0,0
72.88,36.36,1.07,25.86,0.0,0.0,39.38,1.18,11.72,4.41,0.0,7,5,1,0,4,0,0
26.92,9.09,2.11,18.97,0.0,0.0,81.89,0.75,41.3,41.79,0.0,2,3,0,1,8,4,0
38.22,9.09,2.29,12.07,0.0,0.0,73.95,2.86,45.39,61.76,0.0,3,5,0,0,1,0,0
38.82,9.09,0.65,10.34,0.0,0.0,39.38,0.99,19.09,25.98,0.0,3,3,2,0,4,0,0
32.04,3.03,2.97,22.41,0.0,0.0,12.02,0.18,34.61,33.33,20.0,2,3,2,2,5,0,0
26.85,33.33,1.92,22.41,0.0,0.0,40.18,1.7,38.1,37.75,0.0,3,3,0,1,10,0,1
24.72,33.33,2.53,27.59,8.33,0.0,25.41,1.22,60.1,51.47,60.0,3,3,2,2,1,0,0
47.16,45.45,2.14,27.59,0.0,0.0,82.75,2.67,47.32,36.4,40.0,4,3,2,1,1,0,0
11.34,12.12,1.1,18.97,0.0,0.0,62.68,1.52,47.8,50.0,60.0,2,3,1,1,2,4,0
20.36,15.15,2.92,46.55,0.0,0.0,34.82,1.68,37.45,24.75,0.0,2,3,0,1,1,0,0
38.68,21.21,2.44,17.24,0.0,0.0,60.55,1.12,47.8,50.0,0.0,4,5,1,0,3,0,0
43.77,12.12,1.23,10.34,0.0,0.0,66.73,1.7,13.78,18.75,0.0,4,5,2,0,2,0,0
22.95,30.3,1.99,31.03,0.0,0.0,30.23,2.04,23.0,7.72,20.0,2,3,2,1,5,0,0
27.09,18.18,2.28,18.97,0.0,0.0,58.35,10.75,17.83,12.13,20.0,3,3,1,0,9,0,0
