total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,recircle_b,recircle_u,app_type,early_return,early_return_amount,labels
35.0,3,12.34,28.49,1,3,8,1,2,0,1.96,0,20.69,1.21,21.52,0,1,13.52,0
92.17,3,1.82,79.68,1,4,12,6,0,0,1.52,0,29.31,4.29,33.84,0,1,32.09,0
5.11,3,20.59,4.02,2,2,7,8,1,0,1.57,0,13.79,1.24,45.6,0,0,0.73,0
9.75,3,38.82,9.41,3,4,13,1,0,0,2.16,0,17.24,1.63,44.31,0,2,8.89,0
36.99,3,28.2,49.3,3,4,13,7,1,0,2.55,0,24.14,2.1,57.54,0,0,0.0,1
14.934228246365134,3,45.53761190615441,18.69444582884981,4,4,7,3,1,0,3.001778862888506,0,26.607934294767045,1.048351686602299,28.091786833117247,0,0,0.0,1
52.5,3,42.36,63.71,4,0,1,1,0,3,2.43,0,34.48,10.42,11.29,0,3,52.67,0
30.53,3,1.85,28.59,1,4,10,9,2,0,2.62,0,36.21,1.61,16.83,0,1,32.43,0
18.67,3,12.14,16.78,1,4,8,4,2,2,1.15,0,8.62,0.36,14.43,0,0,0.0,0
5.28,3,12.37,6.49,1,4,13,9,1,4,1.93,0,15.52,0.46,17.3,0,0,0.0,0
38.94,5,31.51,23.19,3,5,6,0,2,4,2.04,1,17.24,2.63,51.37,0,0,0.0,1
58.65254089572409,3,23.955739670460552,56.563603633002735,2,4,11,7,0,0,0.7470014315070461,0,13.79,0.0985610345960041,5.099031146350363,0,0,0.0,1
27.3,3,36.31,27.92,4,4,13,9,0,0,2.2,0,15.52,2.01,82.32,0,3,24.21,0
42.45993045717729,5,29.739681136979808,35.96806377260404,3,4,10,6,0,0,1.5725159352510443,0,27.121194147621694,0.025437681800576872,2.695936243195892,0,0,0.0,1
37.93,5,31.75,25.59,4,2,6,2,1,0,1.77,0,12.07,2.31,80.34,0,4,14.31,0
2.76,3,22.81,2.63,2,4,2,1,0,5,0.78,4,32.76,0.86,21.28,0,0,0.0,1
30.29,5,35.13,26.46,3,4,11,11,0,0,1.25,7,15.52,0.93,49.27,0,0,0.0,0
6.89,3,62.82,7.19,6,1,4,4,0,2,1.7,3,12.07,0.01,6.05,0,0,0.0,1
35.77864150539667,5,28.242789753618375,21.109053582458024,3,4,3,5,0,3,1.925404776610698,0,19.69932879519879,1.6600873653130253,27.14115753037389,0,0,0.0,1
55.07,5,48.33,42.36,5,1,0,1,0,0,2.03,0,13.79,3.6,70.12,0,0,0.0,1
50.72645627986982,3,20.35440030246093,47.73912438132214,2,3,5,2,0,2,0.5091164495108436,0,19.57382889504882,2.719119622235362,33.49912279495988,0,0,0.0,1
16.164543749920362,3,36.25118325439847,20.352361302918737,3,3,9,0,1,0,1.967007628068746,0,13.297925334106232,1.1842519070171866,54.84351305689681,0,0,0.0,1
32.58,3,11.65,26.72,2,4,3,5,1,0,1.21,0,18.97,0.96,23.27,0,0,6.24,0
50.323583151678726,5,43.561061078294046,35.506784356434544,4,1,0,0,0,1,2.9194271320412293,0,25.370120702222014,4.02081967385002,63.59460278392703,0,0,0.0,1
7.14,3,33.02,5.95,2,3,11,0,1,3,2.03,0,22.41,1.51,35.8,0,1,4.74,0
15.85,3,31.68,21.14,3,4,4,1,0,0,1.44,0,37.93,3.41,18.04,0,3,8.63,0
37.38,3,26.84,42.68,2,5,2,6,1,0,1.45,1,12.07,2.59,50.99,0,0,0.0,0
75.73,3,17.51,71.25,2,0,2,0,1,4,1.56,0,24.14,5.12,41.14,0,2,8.31,0
35.13,3,31.63,30.97,3,4,12,1,0,4,2.13,0,8.62,1.88,55.71,0,3,24.37,0
29.884333304476222,3,30.581423230849197,31.457398423573895,3,3,4,3,0,0,2.042229467296556,0,14.483930186252543,1.8109596881776322,29.718517938443288,0,0,0.0,1
26.42,3,19.17,33.76,2,3,7,1,0,0,1.3,0,17.24,2.21,66.58,0,1,14.0,0
25.632113738154633,5,69.27255343299916,23.03970610750819,6,1,6,10,0,0,1.8335480918985307,0,18.013679771573248,1.4306160303396047,50.41992709882364,0,0,0.0,1
23.81,5,32.58,14.48,3,0,13,11,0,0,3.11,0,15.52,1.73,70.79,0,0,0.0,1
15.067496619929909,3,20.68420598717223,14.085688444901407,2,2,10,10,0,0,1.5932710009162692,0,25.784371901602416,0.8128321531499388,9.94546523974792,0,0,0.03730206013807307,1
45.21,3,36.34,44.32,3,2,1,0,1,0,1.98,1,17.24,3.35,59.29,0,2,53.03,0
36.4,3,37.79,34.52,4,4,13,11,1,9,2.33,1,15.52,1.84,77.35,0,0,0.0,1
15.38,3,50.58,15.79,4,2,10,4,0,0,0.99,0,24.14,0.95,53.89,0,3,15.49,0
33.46,5,39.3,23.82,4,4,13,0,2,0,1.98,1,22.41,0.95,13.7,0,3,35.2,0
37.06680930036336,5,36.085663928483,28.939320302339944,3,2,7,9,0,0,0.8015292650640915,0,11.065173096474105,0.5103524277243202,23.789886753504014,0,0,0.0,1
18.31,3,29.28,19.36,3,4,10,0,1,8,1.1,1,12.07,0.41,50.36,0,0,0.0,1
66.73,5,47.47,59.08,5,3,10,1,0,0,1.79,0,15.52,1.32,56.79,0,5,68.46,0
14.68,3,33.8,17.6,3,4,0,8,1,0,2.73,0,31.03,2.32,36.79,0,0,10.55,0
23.005683227110524,3,27.083998754060026,30.281404765825393,3,3,5,5,1,0,2.491392306425642,0,21.4740049837599,1.6020470331841756,42.26422146058115,0,0,0.0,1
16.64865265165872,3,26.75,16.46676900355064,3,3,6,7,1,4,1.5928435408324053,0,6.618262472613819,2.3472221349244697,85.28102556848121,0,0,0.0,1
55.92387188709443,3,23.497577115681516,47.23980499274314,2,2,8,1,1,0,2.045665996187358,0,53.253894341192805,2.1557936411491037,43.1790166688743,0,0,0.0,1
20.2,5,28.29,14.22,3,3,0,1,1,0,2.06,1,20.69,1.41,48.52,0,4,12.48,0
25.924583559894266,4,50.054195751363196,26.53099815290234,4,1,0,1,0,0,1.857024783194383,0,25.638416953014982,4.961773615779522,66.62505408186325,0,0,0.0,1
30.612117174940472,3,69.81121403089531,29.306372038534526,5,4,7,0,1,0,2.1655010312941956,0,17.77021196830692,1.4473317074615326,63.426154941799325,0,0,0.0,1
34.06519467040284,3,25.903714632339078,30.178329845112263,2,3,2,1,1,8,3.3038811048256567,0,22.238695541580533,4.342460658667784,75.5947784891864,0,0,0.0,1
12.92,3,1.85,13.26,1,4,12,1,0,3,1.59,0,18.97,1.9,18.49,0,3,1.17,0
15.151437077880994,3,9.754073326563882,17.37910309914736,1,3,4,2,1,4,2.4279782002107377,0,8.321878073761916,1.2069970273014643,52.98681866538932,0,0,0.0,1
54.93427994010552,4,27.165805667855278,48.25132272133318,3,4,7,6,0,0,0.8523089150190375,0,6.9,0.5986656978025165,14.487586629674729,0,0,0.0,1
13.193636451189416,3,17.241025579289516,13.450536371868262,2,2,8,4,0,4,1.5971328536631668,0,34.30003477140802,1.1417715426894863,28.74982517987631,0,2,6.007366268189276,1
9.57320151633597,3,13.732417600278168,8.991391558643096,1,1,9,1,0,3,1.8533072804194772,0,43.04034256895034,1.0481547876126234,27.59904213911181,0,2,5.977355572849692,1
52.05,5,43.87,39.19,3,4,11,8,0,0,2.09,0,25.86,0.92,21.07,0,5,26.04,0
3.52,3,14.45,4.33,2,4,1,1,0,0,0.92,1,10.34,0.12,13.02,0,1,3.79,0
51.66,3,7.14,41.45,1,4,10,1,2,4,1.49,0,10.34,1.89,18.41,0,2,37.73,0
28.77,3,14.45,23.52,2,3,6,6,1,0,3.56,0,37.93,3.73,47.45,0,3,12.77,0
14.27838266455768,3,10.771491068074514,15.340830394026396,1,2,5,1,1,4,2.125502655437306,0,10.098921899305825,1.1657503621050873,50.47077208841032,0,0,0.0,1
13.74,3,40.45,15.26,4,2,1,1,1,0,2.12,0,12.07,52.85,72.47,0,2,3.83,0
41.29,3,25.8,44.11,3,4,13,8,1,3,0.76,0,13.79,1.21,50.49,0,2,32.35,0
14.203847826582628,3,34.29554086021588,16.71492738503585,2,4,10,11,0,1,2.7015261210251964,0,17.098686318920908,2.695517015557586,52.67887491420873,0,0,0.0,1
34.2858260378561,5,30.718264746541678,23.661824770080827,3,1,2,6,1,0,1.5864673028620642,0,14.506035566940504,1.6809771454286464,45.69953459880085,0,0,0.0,1
9.43,3,42.44,8.38,3,0,10,11,1,0,1.83,0,12.07,0.96,50.7,0,0,0.0,1
40.59300553631783,3,64.64554756369971,62.941854456575626,4,3,3,0,0,4,3.0952278240027744,0,18.97,4.094508388643103,74.39091121184474,0,0,0.0,1
17.81,3,18.99,20.3,2,3,7,1,1,4,0.74,0,24.14,0.93,27.55,0,0,7.36,0
6.07,3,9.97,6.32,1,3,1,7,1,3,0.92,0,10.34,0.37,2.98,0,3,5.59,0
8.81,3,20.59,11.46,3,3,7,2,1,5,1.8,0,10.34,1.3,19.65,0,0,0.0,0
37.05625738215249,3,52.602142251023636,42.816883986057846,5,2,6,2,1,0,2.937603726845133,0,48.34072822645641,3.840203210855707,68.82109228831501,0,0,10.850414838887744,1
42.27,5,20.59,35.67,2,4,13,8,2,0,0.59,0,17.24,6.08,53.48,0,3,33.46,0
33.46,3,46.13,34.87,4,2,7,8,1,0,0.16,0,1.72,0.69,86.34,0,0,0.0,0
18.01396209509972,3,24.63594262263421,19.56801739240403,2,3,3,8,1,1,2.496287030888198,0,16.277822667748946,1.7629697512709983,38.93747617943349,0,0,0.0,1
24.813583202194067,4,33.721604199451484,20.310657432480586,3,4,9,1,0,0,1.5757074230286523,0,15.468933136030516,0.7531084178068381,24.609283919921896,0,0,0.0,1
52.05,3,14.42,52.67,2,0,3,10,0,0,0.83,0,15.52,3.27,75.57,0,2,36.81,0
5.28,3,28.8,4.7,2,4,13,1,1,7,2.37,2,17.24,1.22,64.19,0,0,0.33,0
25.64,5,36.0,21.54,4,3,1,9,0,0,1.79,0,13.79,5.99,64.97,0,3,9.44,0
4.23,3,47.64,6.16,4,4,13,6,0,0,1.97,0,12.07,1.42,72.21,0,2,7.43,0
26.42,3,10.65,23.41,1,4,12,4,1,0,1.25,4,12.07,1.01,52.58,0,3,0.32,0
27.721530719541107,4,52.893957552000515,24.466186886230027,4,3,3,1,0,0,1.5353227773445224,0,33.52912030918105,2.8200694820987104,37.29599486203325,0,0,0.0,1
22.4611753375403,3,16.23361370077835,20.976659331264923,2,3,2,5,0,2,1.9313899108119412,0,21.881124101949254,3.7252401910671646,51.464676936229104,0,0,0.0,1
11.023282162811258,3,18.289644499530844,9.709329396842273,2,4,5,9,1,8,3.0062088251533585,2,27.588059043504195,3.392134865842616,55.981642012919465,0,0,0.0,1
16.268079581591813,3,41.95463590626434,17.130410498082213,4,3,11,1,0,0,3.609673104388603,0,10.563319117596459,0.7174015556029876,27.91937964976553,0,0,0.0,1
44.03,5,60.2,33.68,5,4,4,3,0,4,2.64,1,18.97,0.79,44.64,0,0,0.0,0
13.22736781246638,3,25.1492105539788,15.381491409416583,2,3,6,10,0,0,2.505570213859446,0,18.97,1.4457896212202717,23.64315883527923,0,0,0.0,1
20.76918820809749,3,30.041255704153848,18.947815916066496,3,3,9,1,0,1,1.3833036431113,0,17.113201534379257,1.9922116011445479,67.87989137223498,0,0,0.0,1
24.81780408019713,3,28.210741748676888,26.10432656094524,3,2,11,10,0,2,2.2644853159307567,0,28.52817798549721,1.0895536255528864,30.70123126604324,0,0,0.0,1
6.521533362581806,3,29.41181623841216,7.707462403331363,3,3,11,10,1,0,2.1939772472982377,0,12.869537986069798,0.804218280041642,51.129139606756894,0,0,0.0,1
12.33,3,22.91,11.36,2,3,7,4,1,0,1.0,0,15.52,0.89,24.26,0,2,13.43,0
59.88,5,43.8,57.7,4,3,1,3,1,0,2.59,0,15.52,1.45,28.16,0,3,18.96,0
51.66,5,48.69,33.56,3,4,2,1,1,0,0.86,0,10.34,1.39,63.42,0,5,1.44,0
14.455634677893306,3,52.230813288185125,21.195849478268993,4,3,8,9,0,0,2.280743248144914,0,18.90362207396178,0.8809339217980225,47.50527277705461,0,0,0.0,1
35.81,3,34.97,35.57,3,3,2,2,1,0,1.83,0,6.9,0.12,9.76,0,1,37.17,0
64.29,3,19.56,80.64,2,4,7,10,2,4,2.83,1,43.1,2.33,10.36,0,3,40.5,1
21.39,3,38.82,19.24,3,5,7,1,0,0,2.8,1,13.79,0.38,51.89,0,3,17.97,0
12.618360083719196,3,53.22347552012519,15.763203815972922,4,3,6,11,1,0,2.912054340830454,0,18.985156267746277,1.686226903254121,55.283841022783946,0,0,0.0,1
47.55,5,26.75,31.09,3,4,12,3,0,2,0.53,0,6.9,1.55,63.34,0,4,24.3,0
33.46,3,31.75,45.39,4,3,12,1,1,3,0.29,0,5.17,1.15,60.46,0,0,0.0,1
47.16,3,13.68,52.48,2,0,4,1,1,2,2.7,0,12.07,1.43,28.52,0,0,0.0,0
22.9,3,29.35,30.11,3,4,10,2,0,0,2.62,0,31.03,0.52,14.29,0,0,22.73,0
2.47,3,26.75,3.39,3,5,0,4,0,5,1.58,0,13.79,0.52,41.96,0,0,0.0,0
15.711471191936674,3,27.629251775953946,20.574841883913326,2,4,5,10,1,0,2.128349907975373,1,14.87214890805533,0.8580589319574625,22.91728545175597,0,0,0.0,1
52.05,5,45.0,39.46,4,2,13,5,1,0,3.54,2,31.03,2.15,65.66,0,0,0.0,1
13.89,3,10.69,14.92,1,3,2,1,2,0,1.45,1,6.9,0.07,2.77,0,3,17.64,0
9.24,3,23.15,7.47,2,0,2,5,0,3,0.74,0,10.34,0.02,1.82,0,3,1.86,0
21.495434704877507,3,11.480162130251713,20.057559652405125,2,4,2,0,1,2,2.029269092666925,0,7.88647805879912,1.5491954112378732,73.62368111797387,0,0,0.0,1
51.28537661446093,3,47.80960204936042,41.67035676265239,3,3,9,3,1,0,1.4214916439510374,0,8.402898542897201,1.5951371933390075,92.91103383803097,0,0,0.0,1
18.608525114250142,3,34.376683323016984,19.827711201135713,3,2,1,9,0,0,1.7686875935404125,0,17.850091157622167,3.046378200390512,54.569541936894524,0,0,0.0,1
33.46,3,7.98,29.79,1,3,13,5,0,2,1.1,0,20.69,1.92,47.86,0,1,27.19,0
6.28,3,46.13,6.37,4,1,2,3,1,0,0.54,0,6.9,0.84,36.81,0,3,7.12,0
39.36,3,9.73,47.32,1,4,7,3,0,0,2.5,0,17.24,3.75,41.07,0,3,53.61,0
23.68,3,40.52,21.49,3,0,0,9,1,7,2.64,0,12.07,1.93,81.43,0,0,3.36,0
21.72,3,45.4450575084427,22.496251457969784,4,3,2,10,0,4,2.918158296093383,0,20.515626670951836,2.2647815399487286,65.03355690724703,0,0,0.0,1
35.81,3,29.07,35.44,4,0,2,1,1,0,0.75,0,22.41,2.58,68.78,0,1,27.53,0
13.7,3,58.94,17.86,4,4,11,1,1,6,1.36,0,8.62,0.29,25.62,0,1,15.14,0
21.323383747609014,3,26.540147248647752,22.50566261891488,2,4,3,2,1,3,2.3149033361096,0,5.800778328192516,0.5905018533942223,78.98180906872676,0,0,0.0,1
32.877596647466426,3,26.455170729803,35.020773179731385,2,3,1,2,0,2,1.8584020630975857,0,8.209711112053087,1.1762618097911002,63.18412478007459,0,0,0.0,1
11.326535764360406,3,25.61267796315363,10.840237856637104,2,3,1,3,0,0,1.0688193032984556,0,7.75071099396612,0.49992128688656373,39.465551421118256,0,0,0.0,1
73.58,5,22.53,51.52,3,4,2,1,0,0,3.18,1,20.69,31.12,81.31,0,5,63.11,0
17.81,3,17.5,19.51,2,4,5,2,1,4,3.16,0,10.34,2.29,61.6,0,2,24.1,0
27.59,5,32.57,21.09,3,3,0,10,0,4,1.45,1,17.24,2.28,42.4,0,3,3.6,0
34.62562374344403,4,28.217716520021902,31.143269765533258,3,1,3,3,1,6,2.4925975547605077,0,17.80074835503237,4.656207831800935,73.56543868637075,0,0,0.0,1
43.69,5,33.84,36.51,4,4,13,3,0,0,1.57,0,15.52,2.54,36.35,0,0,0.0,0
30.53,3,28.8,31.74,2,2,11,1,0,4,2.4,0,20.69,3.14,39.87,0,3,27.64,0
5.34,3,15.04,5.07,2,4,12,10,1,0,0.71,1,22.41,0.25,8.04,0,0,0.0,0
15.308718829084862,3,39.868723991904915,20.96214530959354,3,3,10,2,1,0,2.7736044710644165,0,29.15224676056385,0.9147687025490833,33.40471281424388,0,0,0.0,1
45.6,5,48.33,42.36,5,4,13,3,2,0,2.68,1,31.03,0.63,37.5,0,1,39.6,0
9.98,3,42.35,12.87,4,1,4,6,1,0,0.9,0,13.79,1.65,63.62,0,2,1.87,0
19.732399311076037,3,34.0340188888272,22.142954911015757,3,4,3,6,0,1,2.3886208666545055,0,23.984330622374152,1.5446328888747887,31.446882777694057,0,0,0.0,1
69.47,5,45.98,44.7,4,4,11,8,0,0,1.29,0,10.34,0.3,58.28,0,0,0.0,0
56.5,5,55.55,39.98,5,4,11,10,1,0,2.37,0,22.41,3.19,74.82,0,3,26.84,0
28.77,3,28.8,24.98,3,5,3,3,1,4,2.82,0,77.59,1.97,21.79,0,0,25.36,0
22.29,3,52.38,25.45,4,4,11,10,2,4,2.65,0,22.41,0.95,52.81,0,3,25.86,0
52.95,5,31.68,36.05,4,0,13,3,1,0,0.98,0,10.34,1.96,55.98,0,3,41.74,0
15.85,3,23.12,20.32,2,3,11,1,1,5,1.33,0,8.62,3.21,66.99,0,3,2.66,0
12.33,3,24.24,13.88,2,4,2,1,0,0,1.34,0,34.48,6.42,65.54,0,3,7.53,0
15.85,3,10.93,19.19,1,2,3,1,1,4,1.52,0,24.14,0.89,11.02,0,0,0.0,0
32.58,5,19.38,17.17,2,5,9,3,0,0,0.45,0,22.41,1.53,24.29,0,3,24.15,0
29.55,3,7.12,31.77,1,0,5,10,1,0,1.48,0,22.41,1.67,66.2,0,1,17.98,0
36.4,3,17.85,30.78,2,4,10,7,0,0,2.07,1,8.62,1.8,82.14,0,0,0.0,1
31.7,5,11.87,24.8,2,0,9,10,0,0,2.88,0,20.69,5.7,30.59,0,5,23.44,0
7.53271847290573,3,19.89486524337937,7.7894641673237395,1,1,9,10,1,0,1.234556666576036,0,14.140607326225563,0.48106527774001495,26.02430336832839,0,1,7.236742500611758,1
14.44822836157285,3,34.32944885462673,19.116308017999536,3,3,9,0,1,0,2.205201220113552,0,17.54946618509297,2.12587923302729,58.705026170222254,0,0,0.0,1
13.89,3,39.88,17.63,4,4,1,5,1,0,0.69,0,8.62,1.11,70.63,0,0,0.0,0
28.77,5,24.13,15.54,2,4,3,1,0,5,2.59,0,27.59,2.31,47.86,0,0,0.0,0
52.05,3,50.91,59.16,4,3,2,10,0,0,0.37,0,17.24,4.01,23.72,0,0,0.0,0
9.509754367624634,3,21.518741814025972,9.054664041366928,2,4,2,2,0,0,2.0061191248213537,0,7.720261877340356,0.5291936992806272,37.30580162301993,0,0,0.0,1
23.68,3,20.59,20.47,3,2,11,1,1,0,2.07,0,17.24,0.91,27.47,0,3,1.24,0
24.07,3,20.467663969760572,24.647193938908682,2,3,10,1,1,0,1.1105075170155927,1,35.19559681119153,1.8235074774498892,54.69209698923719,0,0,0.0,1
10.45,3,14.24,8.44,2,4,1,4,0,0,1.14,0,8.62,0.76,34.06,0,2,5.71,0
28.201286701694006,4,32.87467832457649,20.9844548135966,3,4,10,1,0,0,1.3043168111902592,0,12.240320684849634,0.9496326539656744,25.512359576556552,0,0,0.0,1
33.38,3,52.35,47.05,4,3,11,1,0,4,2.48,0,17.24,3.41,57.95,0,1,4.32,0
10.57,3,23.3,13.91,3,5,9,10,0,5,1.98,0,13.79,11.53,70.31,0,0,0.0,0
13.89,3,46.13,17.63,5,0,13,4,2,6,2.41,0,12.07,1.13,65.25,0,3,15.17,0
21.72,3,29.8,26.16,3,5,11,1,2,0,3.34,1,25.86,3.46,81.41,0,1,10.54,0
69.47,3,53.84,69.04,5,4,1,7,1,4,2.07,0,29.31,3.33,76.52,0,0,42.17,0
29.55,3,3.94,30.93,1,4,3,1,0,4,1.07,0,24.14,6.49,48.83,0,0,0.0,0
38.15742518982247,5,52.19967396159205,30.413494863779,4,3,2,6,1,3,3.8003215721330226,0,23.321889236275474,1.2277311299691023,34.846292987944494,0,0,0.0,1
14.134704726850634,3,58.47181065293641,13.48196337466796,4,4,1,0,2,0,1.66,0,12.07,0.4419008975959633,30.849483662289153,0,0,0.0,1
43.88,3,31.89,52.11,2,3,0,11,0,4,2.27,0,13.79,2.3,68.97,0,2,23.46,0
16.43,3,37.79,18.54,4,3,4,8,0,0,2.88,1,22.41,5.71,57.78,0,0,0.0,1
23.940960386965724,3,36.68332668550694,23.5120490605981,3,3,2,0,0,4,2.2752032595842433,0,24.14,1.7067149171407736,43.26239143643326,0,0,0.0,1
66.73,5,20.59,50.76,2,5,4,1,0,4,0.69,0,36.21,2.83,17.89,0,1,79.71,0
29.55,3,20.59,34.0,2,4,11,0,1,0,1.82,0,20.69,2.42,60.75,0,0,0.0,0
9.0,3,28.8,10.33,2,3,10,10,1,0,3.78,4,17.24,0.46,31.43,0,0,3.61,0
51.062630539385715,5,60.113689744192946,43.57525378584662,5,3,10,6,1,0,1.255789313751649,0,12.614731324431885,0.8278934413883555,50.46630843257585,0,0,0.0,1
20.84,5,45.89,16.89,4,5,7,10,1,0,2.18,0,12.07,0.82,24.64,0,0,0.0,1
56.13,3,42.16,59.25,4,3,6,5,1,0,4.62,0,10.34,2.98,85.04,0,0,0.0,1
20.156391760215577,3,19.01010752992793,24.437824964507175,2,3,0,7,1,1,3.482214079240258,0,44.274613775903305,3.384869054065693,44.56772404828548,0,0,1.4723930829568208,1
37.78331387697438,5,55.753115294096716,30.325055148344283,5,4,7,6,0,0,3.226928726902201,0,24.04367370738722,2.876318874382533,43.64193961005629,0,0,0.0,1
17.81,3,18.18,19.57,2,2,7,3,0,4,1.59,3,31.03,1.22,46.84,0,0,0.0,0
14.736198351314888,3,37.06285530920383,16.585441575753922,3,2,11,10,1,0,1.351031248468038,0,33.41607543055482,1.8048491879131396,19.138968751531962,0,0,0.0,1
49.742113875078466,3,5.184511246755501,41.79493833912232,1,4,4,0,1,0,1.2315533239498435,0,23.87205161865198,1.2552917253134774,35.77662261799364,0,0,0.0,1
7.05,3,10.11,8.66,1,4,3,1,2,5,1.39,0,12.07,2.52,65.82,0,1,11.04,0
18.098131048030712,3,11.885644118467237,19.486735887109973,2,4,3,2,1,0,1.7884058675897372,0,21.91615767527295,1.9644205365640803,48.94249812260166,0,0,0.0,1
11.109214892758494,3,18.994446712308303,11.74947882389923,2,4,10,10,0,3,3.668311368424321,0,23.22322171983223,5.556710713895555,59.14505252236563,0,0,0.0,1
33.86,5,31.75,20.84,4,3,2,0,0,0,1.45,0,10.34,0.54,48.02,0,0,0.0,0
9.98,3,21.04,8.87,2,1,13,7,0,0,1.61,0,15.52,0.89,25.89,0,3,6.63,0
14.68,3,48.67,15.35,5,2,10,4,0,0,0.37,0,6.9,0.5,72.71,0,0,0.0,1
6.189280893393935,3,20.849401600071634,8.080149740243126,2,4,0,11,1,4,1.0750977883996304,0,14.203918352577741,0.8001898822950021,40.32656503517719,0,0,0.0,1
13.866232794421515,3,21.587501893595167,15.549797320248501,2,4,4,2,0,1,2.1634843419420444,0,22.227532191117835,3.0648910857435845,70.40017773657036,0,0,0.0,1
66.73,3,10.98,71.56,1,3,13,2,1,0,1.22,0,10.34,4.71,18.98,0,3,54.81,0
18.59,3,37.09,16.92,4,3,10,2,0,4,4.32,0,44.83,3.88,65.5,0,0,0.0,0
40.16063404483539,5,65.41930312005083,35.348489013797256,4,1,1,0,0,0,1.8351842833797591,0,19.55788992092394,1.3053502071771803,41.940565908113825,0,0,0.0,1
24.074973058684154,4,31.24694110936577,20.943900179608775,3,4,8,1,1,3,1.1404991019561384,0,24.47541544635442,1.33464883254298,36.91048870569043,0,0,0.0,1
19.77,3,23.05,20.73,3,3,13,1,1,0,2.14,1,10.34,0.4,15.59,0,0,6.83,0
28.65,5,55.52,21.71,5,2,3,1,0,0,1.47,0,13.79,2.07,54.64,0,0,0.0,1
23.68,3,27.26,20.72,3,4,1,11,2,4,2.2,0,15.52,0.86,49.82,0,0,0.0,0
87.28,3,28.29,79.69,3,4,2,10,1,0,0.81,0,22.41,2.65,46.84,0,0,0.0,0
4.6153746454878615,3,15.435730744169392,4.5368199869323265,2,3,3,1,0,2,1.090274492733681,2,51.149961596938084,3.9248256600205003,46.031408247831806,0,0,0.0,1
42.27,5,80.94,48.56,7,4,3,8,2,5,2.02,0,25.86,4.91,60.23,0,0,1.1,0
23.68,3,8.02,25.23,1,5,10,1,0,4,0.69,1,13.79,2.03,47.86,0,3,16.77,0
24.66,3,11.65,29.92,2,3,12,1,0,0,1.23,1,22.41,2.35,30.8,0,0,0.0,0
42.15149328263496,3,15.557948962234331,47.63613083320456,1,2,1,1,0,4,1.644868222688899,0,17.24144424921688,3.5572379776721137,52.18217975048814,0,0,0.0,1
11.672238888166982,3,32.5266673302149,11.64837153672904,3,0,2,10,0,0,2.163994917273043,0,13.588701416320074,0.802748156185038,78.39043252945253,0,0,0.0,1
7.714226044832966,3,37.41636951653551,9.263772234399905,3,4,1,1,1,0,1.790743505880971,1,14.167538275222734,0.9539201789123978,74.41075967635362,0,0,0.0,1
56.24,3,5.86,49.3,1,4,7,1,0,8,0.9,0,3.45,0.33,16.99,0,0,20.82,0
55.37818589061409,4,24.08084021889411,45.549777727569676,2,2,9,1,0,0,0.8984459930187877,0,17.829430291019715,2.0769786868391424,31.8255113806595,0,0,0.0,1
