total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,use,debt_loan_ratio,del_in_18month,known_outstanding_loan,recircle_b,recircle_u,app_type,early_return,early_return_amount,labels
7.882339887300916,3,15.529639980583958,6.2158604934255735,2,3,12,10,1,0,2.637194931515433,0,10.665798910157788,0.5872695405524967,26.11276551337004,0,0,0.8512202739382685,1
25.941833478829658,3,22.738147522521555,33.057869422353356,2,0,2,1,1,2,1.5947530680418032,0,58.767530680418034,2.892779563544108,20.219744544301346,0,1,24.81559127088216,1
15.21,3,43.87,15.17,3,5,0,9,1,4,0.25,0,10.34,1.04,30.8,0,3,16.35,1
36.99,5,42.16,36.66,4,3,12,1,0,0,2.84,1,37.93,4.62,50.0,0,0,0.0,1
44.79,5,42.78,30.28,5,3,11,1,0,4,1.0,0,10.34,0.76,81.25,0,0,0.0,1
22.9,5,22.9,14.05,3,3,1,6,1,6,2.08,0,18.97,0.92,20.45,0,2,15.05,0
30.176774907249232,5,57.154689697977645,28.20175377279945,5,1,12,4,0,0,2.096836631917483,0,18.47218248811497,1.1073465276699321,42.13865212938518,0,0,0.0,1
24.07,5,36.07,17.44,3,4,10,1,2,2,0.52,0,17.24,2.16,23.3,0,2,16.65,0
1.29,3,28.79,0.74,3,3,1,2,1,7,3.08,0,17.24,1.51,61.22,0,3,0.61,0
3.33,5,68.87,1.91,6,3,3,3,2,5,1.59,2,13.79,0.03,78.73,0,0,0.0,0
24.07,5,19.17,14.36,2,0,0,1,0,4,0.34,0,6.9,1.37,79.59,0,3,5.52,0
5.02,3,38.22,5.29,3,5,1,5,1,1,1.22,0,18.97,1.2,34.73,0,3,2.6,0
11.669154148737352,3,25.24132331898988,11.112281488705115,3,4,3,0,1,3,3.4375904787534717,0,8.13631707907585,1.8900623991403251,72.479278947018,0,0,0.0,1
3.84,3,23.12,2.86,2,3,11,1,0,7,1.86,0,15.52,0.64,57.05,0,0,0.0,0
20.877249335694952,3,20.784534859682225,20.801081160023102,2,3,9,10,1,2,1.3228512505634138,0,10.170296701011313,0.9562727512395102,33.37177009054031,0,0,0.0,1
10.76,3,16.77,12.1,2,4,3,4,1,0,3.0,0,13.79,0.58,46.93,0,2,11.73,0
21.9834421735926,3,47.811601442825726,27.229466602414973,4,0,8,2,0,0,2.1844217359260063,0,18.710980187368726,0.6097625871648096,29.23851695107421,0,0,0.0,1
61.84,3,7.95,51.02,1,4,13,10,0,0,2.42,0,39.66,5.3,35.57,0,1,25.34,0
30.647327463788333,4,30.30135061425996,22.380098311228053,3,4,5,3,0,0,2.0813362681058347,0,26.120226297889502,2.2289924191128274,23.404531019016318,0,0,0.0,1
42.382406671294305,3,27.178932594447183,39.31721766931078,3,2,11,4,0,0,3.0285215537928116,0,12.875074012890282,0.2602099429846177,18.87652592315288,0,0,0.0,1
6.909753475890604,3,31.218908138369336,7.212171605868887,3,2,10,6,1,1,2.4405015094342395,0,30.113769781972245,3.1353250775676385,79.06747553039791,0,0,0.0,1
30.69725532268878,5,20.735466831043215,23.97672667299036,1,3,2,9,0,0,0.905208100732511,0,20.69,2.3051068658136593,15.15949382540574,0,0,0.0,1
9.24,3,23.15,7.47,2,0,2,5,0,3,0.74,0,10.34,0.02,1.82,0,3,1.86,0
26.6,3,17.85,22.35,2,3,10,0,0,0,1.33,0,15.52,2.03,38.36,0,2,27.86,0
40.51,3,22.95,38.21,2,4,2,5,2,0,1.32,0,17.24,3.36,41.34,0,3,26.99,0
5.300766723398223,3,30.671535076587602,4.530632473839872,3,3,1,1,0,1,1.9309495256553857,0,23.56239564580114,1.4652944052572625,39.47076672339822,0,0,0.0,1
19.5,3,26.72,20.83,3,0,12,11,0,0,2.7,0,13.79,2.6,72.13,0,0,0.0,1
30.53,3,3.94,28.87,1,4,12,1,0,5,0.28,0,10.34,1.8,14.35,0,0,0.0,0
36.99,3,28.2,49.3,3,4,13,7,1,0,2.55,0,24.14,2.1,57.54,0,0,0.0,1
74.56,3,13.68,63.39,2,4,6,1,1,0,1.81,3,22.41,11.71,73.47,0,3,46.03,0
13.5,3,21.87,11.1,2,4,3,6,1,0,0.81,0,24.14,0.5,36.35,0,0,0.0,0
22.19,5,36.67,14.07,3,3,4,0,1,4,0.38,1,10.34,0.28,33.58,1,0,0.0,0
40.53,3,21.78,34.95,2,0,1,7,0,0,0.53,0,10.34,2.32,81.98,0,0,0.0,1
3.33,3,10.11,2.22,1,2,10,8,0,0,1.86,0,22.41,1.67,56.61,0,2,2.55,0
6.85,3,14.7,6.7,2,3,7,1,0,5,0.16,0,6.9,0.35,11.58,0,0,0.0,0
56.95,3,7.95,51.02,1,4,7,4,0,0,2.25,0,17.24,1.49,59.53,0,1,36.49,0
23.683761753421905,3,21.396368115357838,22.93643528766966,2,4,1,5,0,0,3.2600510523431163,0,24.84771876452847,3.9422418272532176,53.05550470136876,0,0,0.0,1
7.14,3,42.16,6.64,4,1,0,4,1,5,2.47,0,10.34,0.03,8.04,0,0,0.0,0
2.64,3,15.97,3.45,2,2,5,5,1,0,0.93,0,5.17,0.11,25.64,0,0,5.34,0
6.85,3,21.51,6.99,3,4,9,1,0,0,3.14,2,22.41,0.99,56.25,0,3,8.44,0
41.36705475888105,3,21.581110943837256,43.29335663507207,3,4,10,0,0,1,1.7815754690477539,0,34.44297647737778,1.7110998955637207,53.662423767527535,0,2,52.91025159708394,1
4.11,3,41.31,5.02,3,3,8,1,0,0,1.54,0,20.69,2.3,58.85,0,3,6.27,0
21.72,3,45.24,22.47,4,2,13,10,1,4,1.2,0,17.24,1.69,34.44,0,0,0.0,0
44.242438622210365,5,26.346287491332152,28.48877139159114,2,3,6,2,1,0,1.8308672220351914,0,16.23023122412218,2.0135432665701862,33.65144743612613,0,0,0.0,1
15.671633414848968,3,24.72,14.537363225380098,3,4,3,0,0,1,2.289329592421308,0,9.692300445032004,1.022134531835159,68.12543946243665,0,0,0.0,1
6.28,3,46.13,6.37,4,1,2,3,1,0,0.54,0,6.9,0.84,36.81,0,3,7.12,0
13.52,3,9.97,16.3,1,3,13,1,0,0,1.67,0,22.41,0.43,30.61,0,0,19.71,0
31.55,3,25.72,32.96,3,0,1,9,1,0,3.04,0,17.24,1.89,28.52,0,2,35.77,0
23.542901710357487,3,2.6374163740074246,20.69047639028002,1,3,7,1,1,0,1.831869776839897,0,17.012629939739348,0.9331854829769206,22.85369471246772,0,0,2.7862425541801175,1
15.46,3,13.66,14.94,1,4,13,11,0,4,1.56,0,34.48,3.7,30.69,0,1,6.99,0
46.8495304313506,4,28.57677544890903,39.10475811594883,2,4,13,5,0,0,2.2086877540555916,0,11.959653822176886,4.044709885946936,75.93643073916928,0,0,0.0,1
10.57,3,32.57,13.94,3,3,13,2,0,5,3.01,1,13.79,4.31,55.03,0,3,12.61,0
15.812704127956811,3,32.36571336273331,20.401904454244438,3,1,5,3,0,3,1.30605299394462,0,15.088993179937862,0.825431554895336,35.054574057809624,0,0,0.0,1
24.07,3,15.62,23.64,2,3,10,8,1,4,2.74,0,25.86,1.43,62.76,0,1,13.21,0
39.065647944866186,3,24.906478788378834,34.462576510399096,3,3,6,1,0,0,3.9435593842853294,0,15.381547169032796,1.3519664080555358,27.648574323209463,0,0,0.0,1
32.6530016186808,5,37.540458394890976,20.97219391464923,3,4,1,3,0,4,1.2766417997952424,0,10.579814436854663,0.9617936988251218,48.456099655125946,0,0,0.0,1
8.50052908808376,3,29.85791834866399,10.975207238804384,3,4,7,3,1,0,1.0855702870074861,0,6.521486893811435,0.5535041198923728,59.62722322069958,0,0,0.0,1
24.66,3,35.05340491174552,32.75279524631885,3,1,7,0,0,1,1.1394516874980578,1,8.264360624066118,0.5244555220558532,29.3655828235221,0,0,0.0,1
9.98,3,53.51,12.77,5,2,3,0,1,5,1.34,0,8.62,0.27,51.28,0,3,6.61,0
18.67,3,31.17,17.72,3,4,3,1,1,0,1.0,3,18.97,0.44,13.68,0,0,0.0,0
29.94,5,30.68,18.54,2,4,8,1,1,0,1.86,1,20.69,2.49,29.2,0,3,1.04,0
17.72,3,21.91,17.8,2,0,13,3,0,4,3.05,0,6.9,2.03,59.69,0,3,15.66,0
81.29139149058126,5,21.719678339672022,45.93688616820105,2,3,9,9,0,0,1.9198466419461908,0,17.917795048426925,2.9885898890750004,32.95552456606051,0,0,0.0,1
58.51,3,26.75,62.87,3,0,8,5,0,0,2.42,0,20.69,4.58,82.37,0,0,68.93,0
15.85,3,8.8,19.0,1,4,3,5,2,3,1.04,0,15.52,0.36,7.5,0,2,18.25,0
31.8557774975399,5,45.04063395502582,23.52438995587844,3,2,9,9,0,2,1.9589712914971842,0,18.346878015844013,2.2800478526439276,64.57657896765487,0,0,0.0,1
63.65739789111181,3,46.56346787425815,83.14378051234699,4,3,6,1,0,0,1.555549320729789,1,26.92939596600049,1.0630518256027406,28.638324582691972,0,0,0.0,1
41.53141556011401,3,23.174883923487005,35.49005461639431,2,0,2,7,0,0,0.7352207542298359,0,10.074601731371942,2.551451978454702,81.74391898197621,0,0,0.0,1
51.08,3,15.04,62.84,2,4,10,2,0,0,0.21,0,6.9,1.59,39.8,0,2,30.69,0
37.72,5,34.97,30.5,3,4,3,1,1,5,0.95,0,5.17,0.69,55.3,1,2,1.35,0
80.43,3,36.82401812015852,80.91523365600113,2,1,9,1,0,0,1.5566252426380265,1,21.733577993172837,3.1319404536889266,50.6078834955168,0,0,0.0,1
10.22,3,43.8,14.52,4,4,13,1,0,0,2.76,0,8.62,1.53,71.65,0,2,1.16,0
51.66,3,7.14,41.45,1,4,10,1,2,4,1.49,0,10.34,1.89,18.41,0,2,37.73,0
18.2,3,53.48,23.15,5,4,11,3,1,0,2.81,0,29.31,3.23,83.04,0,0,0.0,1
61.84,3,3.67,49.03,1,4,11,0,0,4,1.73,0,13.79,5.35,57.5,0,1,42.04,0
49.12,3,26.92,42.69,2,0,13,3,0,0,1.31,1,17.24,1.96,43.62,0,0,0.0,1
91.86398892173513,5,25.059828977509824,57.96518997111667,2,3,2,10,1,0,1.7813273735581965,0,23.057692159517686,7.735979982072417,27.721289476305202,0,0,0.0,1
21.72,3,4.87,18.86,1,4,3,1,0,2,0.83,1,12.07,3.04,63.52,0,3,9.09,0
12.55,3,33.02,13.17,2,4,9,1,0,4,1.86,0,12.07,1.62,72.7,0,0,11.48,0
13.74,3,22.75,14.33,3,0,13,3,0,4,1.83,0,25.86,2.66,54.97,0,3,11.61,0
6.794210238467863,3,9.40702048893764,7.165540328219484,1,4,3,8,0,0,1.4620934695261871,0,8.92470705019845,7.368471185556145,96.1811820736798,0,0,0.0,1
48.142244325404825,5,46.91432105177263,38.962898246268466,4,3,3,3,0,0,1.3123037426927853,0,21.08624374315907,2.3560235088619144,77.21619239816528,0,0,0.0,1
47.55,5,77.77,53.7,6,4,6,5,1,0,1.57,0,20.69,5.0,71.25,0,0,0.0,0
51.45745246422728,3,57.08166595509648,60.062820757601074,4,4,0,2,0,0,2.1213290590700096,0,31.684648912406878,3.633012219947166,69.18758540129983,0,0,0.0,1
70.57,3,43.8,82.12,5,3,8,2,1,0,2.04,0,20.69,2.08,64.9,0,0,0.0,0
23.43,3,23.19,26.77,2,4,1,4,0,0,1.63,0,6.9,1.3,57.4,0,3,6.27,0
54.6,3,1.85,46.99,1,4,4,4,1,4,1.07,0,22.41,2.63,21.97,0,2,58.79,0
33.46,3,25.72,43.21,3,2,9,4,1,0,2.14,0,34.48,3.1,38.64,0,0,0.0,0
24.07,3,28.53,25.42,2,3,11,5,1,0,3.23,0,18.97,2.07,78.92,0,3,26.5,0
28.77,5,53.51,18.86,5,4,3,10,2,0,2.67,0,34.48,0.82,31.45,0,1,21.61,0
10.921883848332413,3,38.39618838483324,10.796539732848721,4,0,4,4,0,0,2.789058075833794,0,18.09332851164547,2.386834246382285,75.13423788420613,0,0,0.0,1
14.38,3,31.82,15.03,3,4,11,5,1,4,2.99,0,22.41,1.92,37.42,0,1,7.21,0
49.12,3,24.13,42.21,2,4,11,1,0,4,1.22,0,20.69,2.56,60.52,0,2,0.4,0
41.68002703658589,5,70.25881332807712,37.03945961689301,6,1,11,0,0,0,1.9958582745390543,0,17.24,1.4973607715647166,42.13373239262487,0,0,0.0,1
18.42011248307547,5,41.93881379749489,16.128365713379292,3,0,7,2,0,0,1.8905447622069032,0,18.784246538672893,2.4026280570363556,74.7910895244138,0,0,0.0,1
5.75,3,12.23,4.7,1,3,1,1,1,0,1.11,0,15.52,1.12,26.25,0,3,6.53,0
24.07,3,7.33,23.05,1,4,3,1,1,0,2.14,0,24.14,3.56,30.45,0,3,5.47,0
7.1,3,20.41,6.29,2,3,3,0,1,1,2.0,1,15.52,0.09,4.56,0,1,5.53,0
9.424558300930904,3,42.45706324566145,8.379399181490795,3,0,10,11,1,0,1.8343430595094041,0,12.06407764612354,0.9604119898348842,50.70099564210097,0,0,0.0,1
8.58047608637445,3,18.69164591419435,9.695466192962133,2,4,4,1,0,0,3.0598742825829097,1,10.705895709218037,0.5878849959004737,36.49998720964464,0,0,0.0,1
13.5,3,8.8,10.57,1,3,10,0,2,0,0.58,0,13.79,0.41,13.78,0,0,0.0,0
32.05,5,24.7,26.91,2,4,11,9,2,4,2.48,0,24.14,4.16,23.13,0,0,0.0,0
20.357303360640696,3,36.335100786951024,24.223798458367785,3,3,4,0,0,0,1.9789581371334077,0,30.45709662645137,2.743222731079875,56.325832548533626,0,0,0.0,1
13.97,3,19.15,12.69,2,5,10,3,1,4,2.34,1,25.86,0.89,77.49,0,3,16.8,0
32.39,5,96.61,27.41,6,2,13,1,2,4,1.79,0,12.07,0.91,42.23,0,2,27.48,0
30.04,3,7.95,24.48,1,0,11,1,0,0,3.01,0,25.86,7.09,69.83,0,2,23.74,0
52.45,5,46.13,45.93,4,2,1,1,0,4,3.39,0,13.79,4.3,38.95,0,2,17.24,0
22.66,5,47.9,14.15,5,2,5,3,1,0,1.19,0,8.62,1.28,46.45,0,0,0.0,1
26.42,3,26.73,24.77,2,4,5,2,1,0,1.29,0,18.97,1.55,76.91,0,0,0.0,0
25.846395158877648,3,9.747658511118864,26.71910234225168,1,2,5,1,1,2,1.3400926078006454,0,13.447150231411879,2.363831623914276,52.104719808243225,0,0,0.0,1
8.89,3,25.74,9.36,3,4,12,5,1,8,2.62,0,12.07,0.84,46.88,0,0,0.0,0
64.29,3,19.56,80.64,2,4,7,10,2,4,2.83,1,43.1,2.33,10.36,0,3,40.5,1
24.61824138206451,3,42.24636537953053,23.137878350225954,4,3,11,1,0,0,3.1426611887187366,0,24.01973001542346,2.705615408725323,58.215533669714766,0,0,0.39101995538174444,1
22.35,3,9.49,21.89,2,5,1,0,1,4,1.45,0,6.9,0.99,73.01,0,0,0.0,1
28.77,3,22.98,24.79,2,4,2,1,1,4,2.8,2,12.07,0.2,35.4,0,0,0.0,0
29.798514724966868,5,45.972427600742705,25.140854606739353,5,2,3,1,0,2,1.1041392653754782,0,15.66963248861687,1.364611653807297,86.64107854518493,0,0,0.0,1
33.46,3,20.07,31.09,2,4,11,1,1,0,1.37,0,17.24,1.87,29.69,0,0,0.0,1
35.01058922889206,4,35.57137888140304,31.289327628877995,3,2,8,8,0,0,0.9091991002183464,1,11.383993251637598,0.7933887614866314,23.425232357110325,0,0,0.0,1
48.8632299321752,5,35.65273259753488,29.779341201793468,3,4,3,1,0,3,1.669438606502206,0,27.59,3.291920014013683,71.48233530044837,0,0,0.0,1
54.6,3,41.31,54.65,3,3,3,1,2,4,4.05,2,39.66,3.33,43.91,0,0,0.0,0
36.93677663341223,3,6.10243627975273,30.75379123752959,1,1,10,9,1,2,1.3202899308200686,0,19.787703612572116,2.3719766333615637,46.733050268959886,0,1,28.22724058412416,1
41.29,5,34.97,30.22,3,3,6,4,0,0,2.03,0,25.86,3.22,74.9,0,2,19.56,0
13.89,3,35.05,16.4,3,4,13,1,0,0,1.63,0,10.34,0.93,67.57,0,2,11.07,0
23.68,3,25.21,20.96,3,4,7,10,1,0,0.49,0,13.79,1.12,38.47,0,0,0.0,1
23.01933129032257,4,47.62516331112669,22.154821152407667,4,4,11,1,0,0,2.630217724403929,0,13.38919131954183,1.1003499269518446,52.73032662225338,0,0,0.0,1
10.96,3,15.24,8.63,1,4,7,11,1,4,2.7,0,6.9,0.61,39.55,0,3,4.69,0
61.84,3,3.64,49.93,1,4,2,1,0,4,1.51,0,24.14,3.44,37.06,0,0,0.0,0
6.124270634832538,3,49.93555411975253,6.819348466746191,3,3,10,3,1,4,2.076430017202626,0,28.366945138592186,0.16624514580616456,11.124202264088126,0,1,5.929581468050293,1
16.646142551417782,3,48.461469729395084,19.99724603062385,4,2,12,3,0,2,0.8094030702032166,0,6.9,0.7830053672495294,79.12975333076564,0,0,0.0,1
61.84,3,25.18,55.49,3,3,13,4,0,13,1.58,0,8.62,9.86,78.27,0,3,47.88,0
26.719359633006025,3,28.112327511536176,30.547546642344646,2,2,10,1,0,0,2.0857254941511485,1,12.86390434595765,1.255310926064778,51.091479860499014,0,0,0.0,1
7.997447447496952,3,9.38925771796425,8.377926387887037,1,3,1,8,0,0,1.58833525827306,1,7.098925078488422,8.203843844932948,95.55396088566435,0,0,0.0,1
39.49229332657109,3,31.88634886409861,42.974828782961765,3,3,1,7,0,3,1.4929654158216223,0,10.34,2.9021199797157884,72.6712668762685,0,0,0.0,1
26.42,4,38.47922997306332,25.55374504804902,4,1,6,2,0,0,2.6202894044843896,1,18.11126615463087,2.4488234267616003,51.48288888977881,0,0,0.0,1
37.8887175174418,5,45.63295102670337,35.196971483234286,4,1,11,0,0,0,2.6588631360194834,0,39.73091843611398,3.797917309626886,50.15675305536776,0,0,0.0,1
30.53,3,28.8,31.74,2,2,11,1,0,4,2.4,0,20.69,3.14,39.87,0,3,27.64,0
10.96,3,49.82,10.13,4,4,2,1,0,2,2.1,0,10.34,0.63,70.33,0,2,2.99,0
53.19,3,32.15,47.24,3,3,7,6,1,0,1.6,0,12.07,6.44,86.61,0,3,55.87,0
8.41,3,5.86,6.34,1,4,11,2,1,9,1.28,0,6.9,1.03,39.2,0,3,7.73,0
5.87,3,37.62,4.93,3,0,11,9,0,0,3.44,0,18.97,5.53,65.66,0,0,0.0,1
33.46,3,17.16,30.26,1,3,13,10,0,0,2.31,2,17.24,2.01,52.77,0,2,39.01,0
34.46373372786966,4,51.84912676641288,37.091190428473475,5,3,8,3,1,1,2.5904085863344557,0,95.85076456681541,1.2255124604504293,20.59823508767811,0,0,7.611387421569913,1
36.0482815736744,5,70.47668413537502,26.769087151014208,5,4,3,0,1,0,3.742032673372967,0,16.10799598908542,2.1359346532540657,66.86501934487241,0,0,0.0,1
9.86,3,32.57,13.02,3,3,13,7,0,5,1.34,0,24.14,2.39,50.36,0,0,0.0,0
19.77,3,3.67,18.37,1,5,11,1,1,0,0.93,1,22.41,1.7,12.77,0,0,0.0,0
33.46,5,25.77,29.29,3,4,4,6,0,0,0.53,0,46.55,1.12,8.95,0,4,51.32,0
22.29,3,52.38,25.45,4,4,11,10,2,4,2.65,0,22.41,0.95,52.81,0,3,25.86,0
33.46,5,50.48,29.97,4,3,2,5,1,0,1.61,0,15.52,0.92,31.95,0,0,0.0,1
63.11618741184288,3,51.10426289440295,60.25861297011157,4,3,4,4,0,0,3.4302614320597513,1,36.77735665625302,6.709099499365606,63.35763248803024,0,0,0.0,1
61.318514928216096,5,64.33901067857794,62.767503813777836,5,4,0,4,0,0,2.079004140673077,1,32.76,4.1390971887009105,64.66040488163563,0,0,0.0,1
10.859902953931657,3,22.840240435513966,9.824950854206715,2,3,3,0,1,0,2.741922861352615,0,17.85370295601872,0.9838945571189579,49.16067496316462,0,2,2.2525953334807847,1
2.94,3,31.54,2.57,3,3,2,6,0,0,2.29,0,31.03,1.27,44.11,0,3,3.29,0
21.92,3,9.49,21.46,2,0,0,7,0,0,1.96,0,18.97,2.14,43.24,0,3,7.68,0
7.416602935673112,3,39.96627627128255,8.93937312002431,3,2,2,2,0,0,1.406957259137632,3,9.853614706112978,0.3857039026090983,41.17329712693946,0,0,0.0,1
80.43,5,53.29,58.89,4,4,7,1,0,0,3.38,0,18.97,7.12,62.37,0,0,0.0,1
53.854547404435195,5,21.90108707127266,37.26880033943925,2,4,3,1,0,0,1.7754006107211295,0,21.17046772997346,1.2454699015760942,19.52615853373026,0,0,0.0,1
24.66,3,15.04,30.39,2,0,8,0,1,0,3.87,0,25.86,2.5,23.04,0,0,0.0,0
73.41688632512924,5,57.79426811187522,66.35118269775526,6,3,12,2,1,1,1.6135752235865364,1,31.317413438786875,4.995958705977561,59.420715496889315,0,0,0.0,1
37.38,3,9.97,40.28,1,2,9,1,0,0,1.57,0,20.69,21.82,78.16,0,0,19.18,0
63.99,3,14.11,58.27,1,1,2,3,1,0,1.55,1,22.41,3.23,28.7,0,3,0.98,0
19.37,3,10.69,23.42,1,3,1,1,0,4,1.38,0,24.14,2.19,32.5,0,1,32.23,0
33.866757929184494,5,57.29499274349658,26.97788218500923,5,2,1,0,1,3,1.0611906237409061,0,7.3759344477532895,1.4913835303713758,72.40054553593333,0,0,0.0,1
33.46,3,40.1,44.98,3,2,11,11,0,0,2.29,0,10.34,1.35,77.68,0,0,0.0,1
11.15,3,17.51,11.26,2,3,11,1,0,2,0.8,0,6.9,1.17,66.07,0,3,15.7,0
30.82,3,36.0,42.69,4,4,5,8,0,0,3.16,0,29.31,1.14,47.42,0,0,0.0,0
28.77,5,36.34,16.88,3,4,3,1,1,4,2.02,0,13.79,0.61,53.57,0,0,0.0,0
57.113508796720595,5,32.30698676001195,42.86261801533746,4,4,1,3,0,3,3.3264601229763073,0,25.921463915436497,3.8355228445754537,64.51076670704461,0,0,0.0,1
19.77,3,17.51,20.15,2,3,3,1,0,0,1.12,1,12.07,1.13,66.88,0,2,21.34,0
8.81,3,23.12,11.37,2,4,4,8,1,0,1.77,0,22.41,0.44,17.68,0,3,9.36,0
0.78,3,58.94,0.46,4,4,2,2,0,5,0.66,0,20.69,1.13,79.26,0,3,2.13,0
14.162092582769688,3,11.44146837489513,13.920925719319845,1,2,2,11,0,0,2.287221139845078,0,47.91971445857549,0.6675155173776685,8.105233213308136,0,0,0.0,1
41.29,5,36.07,30.45,3,4,1,7,0,0,1.2,0,12.07,1.65,72.68,0,0,0.0,0
38.865619463710765,5,69.31356291949703,37.16396114364436,5,2,3,5,0,3,1.1453616764398813,0,11.587477890177384,1.8353847629218805,80.47787803230916,0,0,0.0,1
19.77,3,24.13,20.07,2,4,8,1,2,0,2.46,0,27.59,1.5,30.15,0,1,18.96,0
24.66,5,19.32,19.78,2,3,11,11,2,4,1.01,0,8.62,0.19,10.43,0,0,0.0,0
48.74311359865185,4,25.909112589060808,43.75245783851698,3,4,11,8,0,0,1.7619366389459057,0,8.423287351493732,0.7606131829017975,18.91829501185841,0,0,0.0,1
6.766649199270983,3,44.22786972592713,5.958614212012663,3,3,0,8,1,5,3.6925869647226706,0,42.81615341527742,2.5044975615847918,50.398384859841514,0,2,6.102825991854232,1
37.66667798236068,5,48.22140383582953,27.733556271580348,4,3,3,1,1,2,2.37313902569967,0,16.76654014576263,0.8983235443042648,31.000314039121292,0,0,0.0,1
24.66,3,8.08,29.13,1,4,13,4,2,4,2.43,0,27.59,1.51,24.95,0,0,0.0,0
0.88,3,25.77,1.4,3,4,3,5,1,7,2.59,1,15.52,0.16,6.61,0,0,0.29,0
