interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,labels
36.34,12.12,2.08,18.97,0.0,0.0,50.51,1.77,2.43,3.31,0.0,3,3,0,1,5,0,0
54.70053004908933,20.995698399421347,2.0042435960510625,17.24,0.0,0.0,54.22611083778729,2.0159722905531767,39.36626791902984,27.43950781976163,0.0,5,5,1,0,7,3,1
37.74,24.24,2.3,17.24,0.0,0.0,75.54,3.09,26.75,36.4,20.0,3,3,0,1,6,0,0
22.64,12.12,1.46,32.76,0.0,0.0,24.29,1.14,29.9,40.69,0.0,2,3,0,0,7,9,1
28.861803936160715,12.12,1.7525047592866796,13.79,0.0,0.0,81.67331980529295,3.043785694650097,43.58955314778957,57.73182297330744,0.0,3,4,1,0,0,3,1
55.74537053141037,20.806433500667016,2.46050499810108,19.94454362687339,0.0,0.0,18.914994295883652,0.42200858417162407,54.84533901878495,45.27155288906318,0.0,4,3,2,1,10,0,1
49.77761201242229,17.985224654101142,2.0539971255957234,23.69645218260656,0.0,0.0,51.93757368703193,2.025640427586861,9.923431582709243,2.1386466554627943,0.0,4,5,1,0,1,0,1
25.77,24.24,1.52,24.14,0.0,0.0,60.77,10.1,34.67,47.18,0.0,3,5,1,0,1,0,0
12.88,24.24,2.75,24.14,8.33,20.0,38.93,1.74,19.26,3.31,60.0,2,3,0,0,11,0,0
20.6289958241099,15.40536763864714,1.760751148070542,17.768065344899938,0.0,0.0,34.204807724798215,2.0110699371821075,31.451077872570238,38.525965343703,0.0,2,4,0,0,8,0,1
33.92,18.18,0.92,22.41,0.0,0.0,42.93,2.69,28.73,39.09,100.0,3,5,0,0,4,4,0
11.65,18.18,2.83,20.69,0.0,0.0,57.7,7.56,60.6,66.18,0.0,2,3,2,2,8,4,0
17.2,9.09,1.38,17.24,8.33,0.0,26.5,0.82,28.73,39.09,0.0,2,3,1,1,10,0,0
11.07,15.15,1.69,20.69,0.0,0.0,44.38,2.65,36.55,35.78,60.0,1,3,0,0,6,0,0
27.263602236061217,15.15,1.2889724390722819,29.31,0.0,0.0,24.56981526994558,0.7107389202176849,42.13366145000767,57.34137541558421,20.0,3,3,0,1,4,3,1
37.51855751678189,41.85474182868328,1.3652938481718986,35.123610789123,0.0,0.0,58.45824607312406,5.442809517531453,16.808855703089858,0.41228401274255905,0.0,3,4,0,0,1,3,1
38.39,27.27,3.24,20.69,0.0,0.0,54.57,5.42,2.43,3.31,80.0,4,5,1,1,1,4,0
15.97,21.21,1.96,29.31,8.33,20.0,11.52,0.17,27.82,24.75,20.0,2,3,0,1,4,0,0
25.77,24.24,2.58,25.86,0.0,0.0,56.94,7.01,61.35,52.94,0.0,3,3,1,0,1,4,0
72.06,18.18,1.78,12.07,0.0,0.0,44.77,3.01,63.84,55.88,0.0,6,3,2,0,3,3,0
37.62,24.24,2.27,20.69,0.0,0.0,59.73,1.35,60.1,51.47,40.0,3,3,2,1,8,0,0
59.619605114604695,21.21,2.7714603566761022,14.604704784391764,8.819636557334842,0.0,62.59272965934963,2.5304038690324857,21.834731735303315,22.879240973873916,0.0,5,3,0,1,1,1,1
13.113432933632446,20.981099744690518,0.9298594615525609,10.731321228548888,0.6292868405042914,0.0,32.96887206404851,1.5058257156108796,23.37492610240431,8.153696286524868,0.0,2,3,0,0,2,0,1
36.0,33.33,1.49,34.48,0.0,0.0,47.26,1.79,47.8,50.0,0.0,4,3,2,0,7,0,1
15.04,21.21,1.96,22.41,0.0,0.0,74.14,2.15,11.72,4.41,0.0,2,3,0,0,1,4,0
17.8463698253808,9.09,2.310762117338322,12.08871782713031,0.0,0.0,32.7681605172774,1.9604468692923658,33.55347737268693,31.998530985603626,0.0,2,3,0,0,4,0,1
47.84404987007783,23.039473579930416,0.9849896052657818,16.899256527637014,0.0,0.0,55.87048026232819,2.0113253310150645,11.898607721775107,4.636349585394907,0.0,4,3,1,0,0,0,1
49.82,18.18,1.05,15.52,8.33,20.0,62.23,3.02,33.83,32.35,0.0,4,5,0,1,4,0,1
9.97,18.18,1.07,12.07,0.0,0.0,65.43,4.41,21.03,16.18,40.0,1,3,0,1,10,4,0
28.53,15.15,0.44,13.79,0.0,0.0,42.68,2.98,14.59,19.85,60.0,2,3,2,1,9,5,0
28.53,15.15,2.3,18.97,0.0,0.0,33.93,1.52,68.74,76.47,0.0,2,5,2,0,11,0,1
24.13,15.15,2.61,32.76,0.0,0.0,14.46,1.25,44.72,33.33,0.0,2,5,0,0,1,4,1
41.42,15.15,1.39,12.07,0.0,0.0,39.55,1.23,11.89,16.18,0.0,4,3,0,0,1,4,0
38.93894992308554,10.739176600408202,1.15371930801577,10.810804541040625,0.0,0.0,23.48270475159225,0.5142993683451229,34.63521834635278,24.634972810478942,0.0,3,5,2,0,10,0,1
23.545734645547462,12.834607875589972,1.537828580509799,10.748010437218037,0.0,0.0,43.11034821651091,1.5402856991503349,41.621865057799106,29.672898846323154,0.0,2,3,0,1,0,0,1
8.95,9.09,1.63,10.34,0.0,0.0,9.72,0.51,54.1,57.97,0.0,1,3,1,1,6,3,0
6.35,9.09,0.5,12.07,0.0,0.0,15.27,2.34,62.68,85.29,20.0,1,3,0,0,1,4,0
18.18,12.12,2.52,20.69,8.33,20.0,39.7,0.99,22.0,17.4,60.0,2,3,1,0,1,4,0
40.98034920593765,24.69376667157242,3.6633453522335384,44.0297703252327,0.0,0.0,45.67254717108223,2.1404346539024925,7.72480687530709,5.336774178936807,60.0,4,3,2,1,6,3,1
14.804170508087427,26.74573390302022,1.3488554793873397,33.833825495705796,0.0,0.0,35.18290171221012,2.021789345548243,47.156389154952734,59.995501865946316,0.0,1,3,1,2,5,1,1
9.28,48.48,2.55,34.48,0.0,0.0,25.37,3.31,41.6,29.66,0.0,1,3,0,0,4,3,0
17.85,15.15,0.98,25.86,8.33,20.0,32.14,0.87,24.76,33.7,0.0,2,3,2,1,7,0,1
30.16,24.24,2.12,20.69,0.0,0.0,63.01,1.24,23.0,7.72,0.0,2,3,0,1,2,0,0
20.808083510620335,15.210307107529584,1.8027381349237404,19.00423373760755,0.16579478736680642,0.0,44.460474923781554,2.749655970369333,15.117051421728334,8.92986641371726,0.0,2,3,0,0,1,0,1
8.2,12.12,0.74,20.69,0.0,0.0,2.95,0.07,59.43,64.71,40.0,1,3,2,1,1,5,0
27.26,15.15,1.5,17.24,33.33,20.0,31.15,1.78,39.98,54.41,0.0,3,3,1,1,1,4,0
18.837191051532226,22.202805830591203,2.866893652401436,24.121997713557185,0.0,0.0,55.068383765931955,3.1319577519623873,43.59561893622774,59.330045158055746,0.0,2,5,1,1,4,1,1
19.05,27.27,1.42,36.21,0.0,0.0,31.26,1.14,12.79,17.4,0.0,2,3,1,0,3,0,0
40.98340609630319,6.709012117812817,0.8470218606828961,6.277390313231771,0.0,0.0,14.719481701731212,0.22139425899962728,29.83799710144889,15.785880430107067,0.0,3,3,1,1,1,0,1
28.53088853806352,21.21,1.9101896879012015,17.244138916764282,0.0,0.0,48.64864223397035,3.325871066809465,23.418287817102314,25.370918488784767,0.0,3,3,1,0,0,0,1
23.580307374229193,15.15,2.7199408809025565,12.004843756671043,8.33,20.0,27.77176490195039,0.8564026314164279,57.1483195539031,61.81941903388301,0.0,3,3,0,1,5,0,1
22.13,15.15,1.57,8.62,8.33,20.0,60.71,1.01,61.35,52.94,20.0,2,3,2,1,6,4,0
20.59,12.12,1.04,13.79,8.33,20.0,26.61,0.4,10.85,3.31,20.0,2,3,0,1,10,0,1
8.02,33.33,1.39,48.28,0.0,0.0,25.7,3.06,43.43,44.49,0.0,1,3,0,2,10,0,0
36.07,6.06,1.43,22.41,25.0,20.0,21.14,1.1,20.2,4.41,60.0,3,3,2,1,5,5,0
33.63701441873209,15.829126666832742,1.0255732380122073,21.463263036492727,0.0,0.0,13.894482684269523,0.40890729007348436,50.7024801245485,59.75338350579151,0.0,2,3,0,0,3,6,1
37.227106020766946,21.232977391754638,3.2961225653759123,22.44928148161354,0.0,0.0,22.72032940066242,1.1563600171477801,21.04493909628932,16.11584530222963,0.0,4,4,1,0,1,0,1
5.86,21.21,1.02,18.97,0.0,0.0,54.82,2.05,16.08,9.93,0.0,1,3,0,0,7,2,0
15.04,6.06,1.77,6.9,0.0,0.0,55.2,1.56,47.8,50.0,0.0,2,3,1,2,1,0,0
29.35,15.15,0.83,17.24,0.0,0.0,65.18,1.42,3.24,4.41,0.0,3,3,0,2,6,0,0
50.48,18.18,2.41,13.79,0.0,0.0,55.56,1.7,32.25,18.63,40.0,4,5,2,0,1,0,0
19.230138912032196,9.09,1.413471495388948,18.74324672512451,0.0,0.0,35.44013441217272,1.4660101607740426,36.70695874028608,36.42004630401073,0.0,2,3,0,0,8,0,1
32.5445183017338,27.31041335652392,2.4750650356719968,38.53729901281076,0.0,0.0,34.265018372487056,2.2423541302719245,15.093291078242094,16.499229868347932,0.0,3,5,1,0,1,0,1
37.00049505464291,34.86537311109251,2.6994620960767657,26.09198978693213,0.0,0.0,73.29540639201234,3.557622281625768,47.32,36.4,0.0,4,5,1,0,2,0,1
58.18132570560091,20.466796212524,2.2669813244030426,17.24,0.0,0.0,67.36717827373388,1.884340106562495,13.588115999399008,18.489437759182653,0.0,5,3,2,0,0,5,1
25.03,9.09,1.25,10.34,0.0,0.0,72.05,4.18,31.7,43.14,40.0,2,3,1,0,1,0,0
63.42,15.15,0.29,12.07,8.33,20.0,52.81,0.72,17.39,1.1,20.0,5,5,2,0,4,0,0
7.23,12.12,1.93,15.52,0.0,0.0,29.77,1.09,32.67,30.88,40.0,1,3,0,0,8,0,0
45.0,12.12,1.94,24.14,16.67,40.0,33.66,1.17,32.25,18.63,0.0,4,3,2,0,10,0,0
22.81,6.06,0.08,1.72,8.33,0.0,36.79,0.32,50.12,52.94,60.0,2,3,1,1,6,4,0
26.75,18.18,0.94,18.97,0.0,0.0,59.78,1.24,14.59,19.85,0.0,3,3,1,0,0,4,1
11.68,3.03,0.78,8.62,8.33,20.0,55.3,0.65,39.17,39.09,0.0,1,3,1,1,3,0,0
54.49,18.18,0.93,36.21,0.0,0.0,64.48,1.87,8.23,0.0,0.0,6,5,1,0,10,2,0
9.63,15.15,2.59,12.07,0.0,0.0,22.73,0.67,45.57,47.18,0.0,1,3,0,1,3,4,0
26.75,15.15,2.33,15.52,0.0,0.0,38.93,1.53,25.81,11.03,0.0,3,3,2,0,1,2,0
26.75,24.24,1.7,13.79,0.0,0.0,77.59,2.68,10.85,3.31,60.0,3,3,2,0,1,0,0
24.525031008427565,11.347244421987636,1.7855015665223817,8.582809923265618,0.0,0.0,69.30336359512071,0.7274496515577149,21.540937280388697,14.087097373471751,0.0,2,3,1,0,4,0,1
53.06484579285257,16.694988005743863,1.6808392486431945,11.219572379507644,0.0,0.0,66.85269218895853,3.139318956589611,3.256033191189789,4.43432295467499,0.0,5,5,1,1,0,1,1
43.30315858213317,14.2897050564297,2.892023352775353,16.51972100230637,8.33,20.0,14.344629082261331,0.402839257239506,15.756801090666789,21.443145928963133,0.0,3,3,0,1,1,2,1
34.97,27.27,4.29,48.28,0.0,0.0,18.32,1.79,24.88,9.93,0.0,3,3,1,0,1,0,0
21.55977456739962,11.356253415165494,2.3205057574458015,14.633683271554855,6.301539478832552,0.0,44.25907631270047,0.8605772421629246,13.027424491963423,3.321591564066062,60.0,2,3,0,1,1,0,1
20.725367108444456,18.1136361178145,1.351444938734267,24.796796767810626,0.0,0.0,12.603207240008393,1.747574518838186,73.28523420206287,67.01634249107016,60.0,2,3,0,1,4,1,1
7.95,6.06,2.29,31.03,0.0,0.0,35.05,0.48,49.83,52.57,60.0,1,3,0,2,1,0,1
43.8,3.03,1.04,17.24,0.0,0.0,1.08,0.03,50.75,40.44,0.0,4,3,0,1,1,5,0
50.91803401521014,15.135423313720523,0.9519403509788963,15.50340278294911,0.0,0.0,27.13528542820004,0.6896632448714312,10.8455901114116,3.322379759964529,0.0,4,3,1,0,1,0,1
37.09,12.12,0.77,18.97,0.0,0.0,25.48,0.97,20.89,28.43,0.0,3,5,2,1,1,0,1
12.73,12.12,1.42,17.24,0.0,0.0,26.31,1.7,77.56,72.06,100.0,2,5,2,0,0,5,0
3.67,15.15,2.49,18.97,0.0,0.0,17.6,0.78,62.18,53.92,0.0,1,3,0,1,1,0,1
45.03,12.12,1.31,8.62,0.0,0.0,85.89,7.39,51.29,54.41,20.0,4,3,2,1,5,0,0
31.31433849037,6.5046427208524795,0.8979879841162139,7.404808897601495,0.0,0.0,29.58591972220132,0.16962162859081506,35.37,22.3,0.0,3,3,1,0,10,0,1
26.41,21.21,1.5,22.41,0.0,0.0,48.21,0.85,22.07,6.62,0.0,2,3,0,0,6,0,0
50.45844344237982,10.647450100431836,0.8948692711332066,8.571805826572437,0.0,0.0,77.54074125468895,0.5437391059277672,43.78513072886679,59.5755946031798,0.0,4,3,1,0,4,0,1
40.1,15.15,1.41,10.34,0.0,0.0,82.5,2.32,0.0,0.0,20.0,3,3,0,0,1,0,0
24.968756796931647,28.38841042574179,1.5526562386531628,18.97,0.0,0.0,62.315065673414345,1.9593127250514766,58.983612913416025,58.220648789260764,0.0,2,3,1,1,9,0,1
23.67,9.09,3.26,6.9,0.0,0.0,72.03,1.09,16.39,22.3,0.0,3,3,1,0,10,0,0
39.08,9.09,1.05,8.62,0.0,0.0,72.46,1.14,12.79,17.4,60.0,4,3,1,0,3,4,0
9.7,9.09,2.5,13.79,0.0,0.0,49.91,1.51,48.63,66.18,60.0,1,3,2,1,1,0,0
21.91,24.24,3.09,22.41,0.0,0.0,30.9,1.99,70.07,63.24,60.0,2,3,2,1,1,0,0
33.22,21.21,2.47,20.69,8.33,20.0,25.35,0.75,22.69,30.88,0.0,3,3,2,1,7,5,0
37.25838902679083,74.63074583073715,2.324243628500959,63.64859481671692,0.0,0.0,36.6456323950122,9.670268854217538,31.998339956755274,23.676927776344254,9.151274299808259,2,3,0,1,1,2,1
31.706855002975463,12.12,2.5594258390786218,14.430344608546084,0.0,0.0,34.14459384733732,0.8052561684108172,47.741961187134415,36.89969087950128,0.0,3,3,2,0,11,0,1
33.15,24.24,0.82,12.07,0.0,0.0,81.31,3.48,9.1,1.1,80.0,3,5,0,0,1,0,0
10.98,42.42,1.11,56.9,0.0,0.0,7.3,1.23,36.41,23.53,60.0,1,3,1,0,11,5,1
19.56,21.21,2.9,31.03,0.0,0.0,41.54,13.85,22.69,30.88,0.0,2,3,0,0,1,9,0
18.74,12.12,2.17,13.79,0.0,0.0,67.65,7.18,30.49,16.54,60.0,2,3,0,2,3,4,0
35.76,6.06,1.72,20.69,0.0,0.0,9.95,0.19,31.7,43.14,20.0,3,5,2,0,1,5,0
41.36958308530257,22.912140154188847,1.5052635892912658,18.211848998926303,0.0,0.0,73.6834697223075,2.111085797023785,28.449103290887706,19.012714268179877,0.0,3,5,1,0,4,2,1
16.29,9.09,1.98,15.52,0.0,0.0,7.12,6.59,34.33,21.08,20.0,2,3,0,0,1,0,0
29.33,12.12,0.38,8.62,0.0,0.0,18.04,0.39,12.79,17.4,60.0,2,3,1,1,4,5,0
21.865638272811818,12.12,3.165167700146399,11.282625713718291,0.0,0.0,25.536951129670964,0.6484717813737491,9.73,13.24,0.0,2,3,2,0,6,0,1
47.22559628705051,21.68807973747116,1.7669299685717805,15.787174107966253,0.0,0.0,40.037578766866865,1.2332305509343569,42.79932780858916,36.3252685277677,0.0,4,4,0,0,1,2,1
31.44,21.21,2.27,20.69,0.0,0.0,44.46,6.37,47.55,64.71,0.0,3,3,2,1,10,0,0
31.54027050211624,30.245161052310532,2.9683406299870474,24.105416309237466,0.0,0.0,50.11273004457987,2.6722023298910664,4.86,6.62,0.0,3,4,1,0,4,3,1
3.67,12.12,0.57,12.07,0.0,0.0,13.47,8.82,30.49,16.54,0.0,1,3,0,0,1,0,0
34.96379484303924,22.718138092849955,1.4753849914902664,27.57886115292283,0.0,0.0,23.32045619074733,1.8497282413009883,70.76017302351023,66.4261096813543,0.0,3,5,0,1,10,0,1
6.51,12.12,1.87,25.86,0.0,0.0,30.9,1.88,49.71,67.65,60.0,1,3,1,1,0,0,0
33.84,18.18,1.06,8.62,0.0,0.0,68.27,2.91,32.25,18.63,40.0,4,3,0,1,4,0,0
3.64,9.09,0.77,24.14,0.0,0.0,7.27,0.72,62.18,53.92,40.0,1,3,0,1,10,4,0
68.02,12.12,1.69,12.07,0.0,0.0,53.75,2.59,42.37,43.14,40.0,5,5,2,1,0,0,0
51.196768000738075,28.247081979055,2.403654164982756,22.472833718906156,0.0,0.0,68.79422170494283,1.2038075010103464,4.864643215137045,2.955283769980033,0.0,5,4,0,1,6,1,1
15.24,12.12,2.12,34.48,0.0,0.0,8.23,0.47,40.61,55.27,0.0,1,3,2,0,2,0,0
39.37625412842514,13.134410819304303,2.769044165256037,16.47500740666665,0.0,0.0,50.34213990243476,2.257612882028976,9.295128545545898,1.3461280517681216,0.0,4,4,0,0,2,0,1
29.93,30.3,2.02,20.69,0.0,0.0,36.43,2.63,25.81,11.03,60.0,3,3,2,1,1,0,0
30.45,27.27,2.21,20.69,8.33,20.0,54.57,2.79,47.32,36.4,0.0,3,3,0,0,1,0,0
15.04,21.21,1.39,17.24,0.0,0.0,83.99,2.05,43.89,32.35,40.0,2,3,1,1,2,4,0
22.95,21.21,1.32,17.24,0.0,0.0,41.34,3.36,9.98,2.21,60.0,2,3,1,2,5,0,0
61.76968536155125,19.436915108099228,1.8913271030259264,15.808859035332564,0.0,0.0,54.23622819293349,1.6077105397354416,21.03,16.18,0.0,5,5,1,0,1,0,1
11.754020529455559,15.993143313509387,1.5742129496312507,37.93,0.0,0.0,28.445046173886936,1.1739546728130086,38.104573611940936,29.862375684109903,0.0,1,3,0,0,0,1,1
6.29,6.06,0.14,5.17,8.33,20.0,0.77,0.02,8.1,11.03,40.0,1,3,1,1,4,4,0
30.45,9.09,1.89,10.34,0.0,0.0,83.57,0.65,0.81,1.1,0.0,3,3,1,0,1,0,1
25.03,6.06,0.43,15.52,0.0,0.0,81.0,1.43,22.0,17.4,60.0,2,3,2,1,10,0,0
51.315709751376545,12.12,1.6129544074125213,18.146541860117175,0.0,0.0,38.23609200809145,1.6186283038424278,51.170334450119384,49.40279119891066,0.0,4,5,1,1,1,0,1
40.12182195988603,19.80594431980216,2.6719323691500465,17.704172223309854,0.0,0.0,65.87238785912156,4.4892247573227255,32.58331724060857,22.06468905176137,0.0,3,5,1,1,1,4,1
3.64,33.33,1.2,29.31,0.0,0.0,29.73,2.76,40.61,55.27,40.0,1,3,1,1,10,0,0
57.18109209050117,18.96939771876492,1.3652105459984483,15.52,0.0,0.0,59.91153066565708,2.5499350224359936,19.390102468220338,21.71829188480992,0.0,5,5,0,1,3,2,1
78.1,21.21,1.81,17.24,8.33,0.0,46.21,1.25,11.72,4.41,0.0,6,5,2,0,11,0,0
11.9,24.24,1.01,24.14,8.33,20.0,57.86,1.41,23.77,32.35,0.0,2,3,0,0,11,0,0
26.54302473551144,21.134471372196483,2.897661164764772,29.15956591788969,0.0,0.0,15.677536530065426,1.5921480139412183,39.75585182228686,54.104833259129734,79.75073060130852,2,4,0,0,0,0,1
21.48,12.12,2.03,20.69,0.0,0.0,13.85,0.52,36.55,35.78,0.0,2,3,0,1,3,5,0
58.94,61.73729615763532,1.4264422968285078,39.66,0.0,0.0,26.191118720674325,1.69585436549615,20.540046747062295,7.138647544014189,0.0,5,5,2,0,1,0,1
43.8,12.12,0.79,8.62,0.0,0.0,34.11,1.01,32.25,18.63,0.0,5,3,2,1,1,0,1
