loan_id,interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use
1013453,7.07,7.0,6.160909091,16,0,0.0,2.307692308,12775.38462,935.4545455,801.8181818,3,A,3,2,0,2 years,4
1048205,5.958,6.0,15.12,8,0,0.0,84.96923077,36684.0,753.030303,645.4545455,0,A,3,2,0,3 years,4
1036178,12.05,5.0,6.763636364,8,1,1.0,18.34615385,3165.0,833.1818182,769.0909091,3,C,3,0,2,,0
1019641,16.59,11.0,22.41818182,15,0,0.0,72.3,26250.0,816.6666667,700.0,0,D,5,1,0,1 year,4
1049301,12.49,8.0,16.7,14,0,0.0,57.69230769,15291.69231,775.8333333,665.0,1,B,3,0,0,7 years,0
1041610,7.97,5.0,7.172727273,5,0,0.0,65.90769231,30360.0,710.7954545,568.6363636,2,A,3,2,0,10+ years,4
1026940,13.849,2.0,19.27636364,4,0,0.0,28.06153846,7909.0,755.6818182,604.5454545,3,C,3,2,0,4 years,0
1020730,7.89,6.0,11.78181818,9,1,1.0,67.0,14716.15385,780.0,720.0,0,A,3,1,1,3 years,0
1042934,9.339,3.0,4.712727273,6,1,1.0,63.53846154,9462.692308,685.2272727,548.1818182,0,B,3,0,0,,4
1008639,15.499,2.0,30.05454545,4,0,0.0,88.4,7341.923077,947.7272727,758.1818182,3,B,3,0,2,9 years,0
1007995,17.568,9.0,24.06363636,15,1,1.0,42.92307692,6722.153846,837.5,670.0,0,E,5,2,0,10+ years,0
1020861,6.273,5.0,9.81,11,0,0.0,53.9,32876.0,968.1818182,774.5454545,0,A,3,1,0,10+ years,4
1005377,10.087,1.0,2.936363636,2,0,0.0,71.88461538,9030.0,992.7272727,850.9090909,1,B,3,1,1,10+ years,6
1005120,8.18,4.0,12.13,12,1,0.0,28.06153846,7463.076923,668.1818182,572.7272727,0,B,3,1,1,5 years,0
1011324,19.789,3.0,16.16,12,0,0.0,40.2,5181.0,785.9090909,725.4545455,3,D,3,0,0,10+ years,0
1023454,7.91,5.0,9.441818182,17,0,0.0,37.73076923,9331.153846,954.5454545,763.6363636,0,A,5,1,1,8 years,5
1007854,24.64,4.0,16.89545455,8,0,0.0,64.83076923,20138.07692,816.6666667,700.0,2,E,5,2,1,1 year,0
1035920,25.652,6.0,8.64,6,2,2.0,10.98461538,922.9230769,927.2727273,741.8181818,0,E,3,1,1,1 year,6
1035157,7.101,0.0,2.61,13,0,0.0,0.0,0.0,668.1818182,572.7272727,2,A,3,2,0,3 years,0
1033217,10.538,2.0,2.454545455,4,0,0.0,25.03846154,2704.615385,758.3333333,700.0,0,B,3,2,1,5 years,5
1001745,13.99,7.0,19.70181818,18,0,0.0,69.9,14264.30769,825.0,660.0,0,C,5,0,0,3 years,4
1033733,10.439,10.0,19.82,17,0,0.0,78.83076923,51234.23077,840.0,720.0,2,B,3,1,0,7 years,4
1013748,14.65,6.0,12.55909091,8,0,0.0,105.0,32014.76923,705.3030303,604.5454545,2,C,3,2,1,3 years,4
1027418,10.341,5.0,12.87818182,11,0,0.0,51.69230769,6492.0,761.3636364,609.0909091,0,B,3,1,1,3 years,0
1038946,14.49,5.0,34.57,12,0,0.0,113.1923077,38680.92308,705.6818182,564.5454545,1,C,3,2,0,10+ years,0
1007614,13.58,3.0,3.117272727,3,1,0.0,52.70769231,4615.384615,785.9090909,725.4545455,3,C,3,1,2,10+ years,0
1024479,6.03,,7.243636364,6,0,0.0,12.2,3552.692308,904.1666667,775.0,0,A,3,1,1,< 1 year,3
1012656,9.16,4.0,20.67272727,18,1,1.0,35.86153846,6136.307692,850.0,680.0,2,B,3,1,1,2 years,4
1026913,14.22,6.0,8.73,7,0,0.0,87.8,16329.0,840.0,720.0,1,C,5,2,0,10+ years,4
1026975,10.99,10.0,19.08,16,0,0.0,44.58461538,7260.923077,797.7272727,736.3636364,1,B,3,1,1,2 years,4
1044861,6.864,5.0,9.8,10,0,0.0,14.21538462,7387.0,957.2727273,883.6363636,3,A,3,2,0,10+ years,0
1038976,8.679,2.0,4.180909091,6,0,0.0,108.8076923,9847.384615,742.0833333,685.0,0,A,3,2,1,4 years,0
1012003,18.64,,17.89090909,10,0,0.0,68.49230769,10307.07692,709.0909091,654.5454545,5,E,5,2,0,10+ years,0
1022414,8.253,8.0,31.14,17,0,0.0,94.55384615,81126.0,747.7272727,640.9090909,0,B,3,0,0,10+ years,5
1025224,8.59,2.0,8.738181818,6,0,0.0,14.2,3488.153846,809.5454545,747.2727273,3,A,3,1,1,10+ years,0
1015326,13.491,12.0,26.04272727,14,0,0.0,74.2,28931.53846,694.3181818,640.9090909,0,C,3,2,1,10+ years,4
1025754,15.31,5.0,33.81818182,8,0,0.0,79.96153846,9594.461538,634.7727273,544.0909091,0,C,3,2,0,,4
1031290,8.253,11.0,13.97,14,0,0.0,52.15384615,23228.30769,682.5,585.0,3,B,3,1,0,10+ years,5
1015221,7.101,5.0,21.53636364,11,0,0.0,35.42307692,10711.38462,620.4545455,572.7272727,1,A,5,1,0,10+ years,4
1043672,6.03,2.0,11.68363636,9,0,0.0,21.23076923,14420.0,833.5227273,666.8181818,0,A,3,0,0,7 years,0
1026970,18.279,7.0,18.27,10,0,0.0,70.6,6109.615385,721.2121212,618.1818182,3,D,3,0,1,2 years,0
1001509,6.534,6.0,22.62545455,17,0,0.0,23.3,21362.30769,678.0681818,625.9090909,2,A,5,0,0,10+ years,0
1031353,23.454,3.0,1.036363636,10,1,1.0,7.861538462,1513.076923,659.8484848,609.0909091,2,G,5,2,0,10+ years,2
1025556,7.29,,11.37818182,13,0,0.0,71.1,52027.23077,900.0,720.0,1,A,3,2,0,4 years,8
1004915,14.65,5.0,8.61,7,1,1.0,55.8,7528.0,700.5681818,560.4545455,2,C,3,0,0,10+ years,0
1005378,12.683,8.0,19.76727273,20,0,0.0,30.7,31565.76923,843.75,675.0,0,B,3,0,0,5 years,0
1027413,15.31,6.0,15.66818182,14,0,0.0,91.10769231,36045.0,677.7272727,580.9090909,4,C,5,2,0,10+ years,4
1035116,20.466,3.0,19.16,4,1,1.0,49.93846154,6113.692308,862.5,690.0,3,E,3,2,2,,0
1035600,14.949,2.0,13.76181818,8,0,0.0,36.1,3497.846154,810.8333333,695.0,2,C,3,0,1,1 year,0
1010573,20.889,3.0,16.01,17,0,0.0,109.6307692,6614.0,837.5,670.0,0,D,5,2,1,8 years,0
1041524,10.087,5.0,16.52,9,1,0.0,75.92307692,12196.15385,725.8333333,670.0,3,B,3,1,1,5 years,0
1032551,14.366,6.0,37.40727273,18,0,0.0,89.06153846,24645.0,589.4318182,544.0909091,0,C,3,2,1,1 year,0
1003225,22.88,5.0,22.64545455,7,0,0.0,56.65384615,3810.153846,680.1136364,544.0909091,0,E,3,2,1,10+ years,1
1021867,18.99,2.0,27.74181818,5,0,0.0,109.8461538,5061.923077,778.4090909,622.7272727,5,D,5,2,1,10+ years,5
1046509,10.74,,16.72,13,0,0.0,68.4,16160.0,890.9090909,763.6363636,0,B,3,2,0,10+ years,4
1019260,10.99,4.0,10.1,8,1,0.0,61.7,5783.076923,624.8863636,576.8181818,2,B,3,1,0,10+ years,0
1046430,6.03,3.0,14.63636364,8,0,0.0,22.8,2002.0,686.9318182,634.0909091,3,A,3,0,0,4 years,2
1043246,10.42,6.0,5.203636364,15,1,1.0,11.52307692,4550.769231,900.0,720.0,3,B,5,2,0,3 years,5
1007911,10.791,7.0,24.99272727,14,0,0.0,46.2,12679.61538,731.25,585.0,2,C,3,2,1,10+ years,1
1023374,8.18,4.0,12.75272727,8,0,0.0,73.75384615,8773.692308,589.4318182,544.0909091,3,B,3,1,1,1 year,4
1012625,13.332,10.0,14.02363636,13,0,0.0,96.16923077,36726.30769,684.469697,631.8181818,3,B,3,1,0,5 years,0
1011438,17.091,4.0,28.46454545,9,0,0.0,72.8,17039.07692,758.3333333,700.0,3,D,3,1,1,10+ years,0
1038608,6.408,10.0,13.41,19,0,0.0,57.8,9976.615385,742.4242424,636.3636364,2,A,3,0,0,10+ years,4
1021848,22.39,6.0,27.12,12,0,0.0,30.0,2551.153846,781.6666667,670.0,0,E,3,1,1,9 years,0
1027202,17.028,8.0,36.14181818,13,0,0.0,81.1,19181.53846,862.5,690.0,0,D,5,1,1,9 years,0
1026171,17.622,4.0,16.42090909,13,0,0.0,40.49230769,3996.0,720.4166667,665.0,0,C,3,0,1,10+ years,0
1026340,7.731,7.0,13.87636364,8,0,0.0,79.38461538,19598.07692,747.5,690.0,1,A,3,0,2,10+ years,5
1046594,5.42,,10.24,11,0,0.0,22.5,15897.23077,986.3636364,845.4545455,3,A,3,2,0,10+ years,4
1013109,18.25,7.0,17.82545455,8,0,0.0,36.73846154,5284.615385,747.5,690.0,1,D,3,2,1,2 years,1
1024561,14.3,8.0,9.54,13,0,0.0,44.67692308,10603.84615,793.3333333,680.0,0,C,3,0,0,10+ years,0
1038642,8.129,4.0,20.23636364,8,0,0.0,59.63076923,14148.0,731.25,585.0,0,A,3,2,0,4 years,0
1047219,6.921,5.0,7.535454545,7,0,0.0,103.5,40915.0,845.0,780.0,3,A,3,1,0,10+ years,4
1036705,10.384,1.0,34.29,10,0,0.0,39.9,9541.153846,833.1818182,769.0909091,3,B,3,0,0,3 years,4
1009528,11.565,11.0,22.7,16,0,0.0,61.75384615,35238.46154,815.4545455,752.7272727,3,B,3,1,2,8 years,4
1044832,14.421,8.0,26.09090909,15,0,0.0,56.21538462,13779.23077,705.6818182,564.5454545,3,B,3,1,1,5 years,0
1045760,9.891,5.0,20.76545455,25,0,0.0,71.76923077,10079.0,809.5454545,747.2727273,1,B,3,0,0,3 years,0
1047874,8.244,10.0,16.29090909,17,1,1.0,49.3,11890.0,840.0,720.0,2,B,3,1,2,10+ years,0
1015456,10.49,5.0,16.46181818,13,1,1.0,20.95384615,5302.769231,846.3636364,725.4545455,0,B,3,1,1,3 years,5
1037924,13.33,5.0,20.25454545,10,1,1.0,81.0,8752.615385,775.8333333,665.0,0,C,3,1,1,2 years,10
1004307,12.141,12.0,17.9,13,2,0.0,58.6,12774.0,710.6060606,609.0909091,3,C,3,1,0,8 years,0
1038237,12.089,4.0,25.01181818,11,1,1.0,42.43076923,9346.615385,797.7272727,736.3636364,3,B,3,1,0,< 1 year,4
1026282,14.49,5.0,8.067272727,12,2,1.0,86.69230769,4365.0,685.2272727,548.1818182,1,C,3,0,0,7 years,0
1014260,11.99,4.0,14.35636364,12,1,1.0,46.7,12668.92308,690.3409091,552.2727273,0,C,5,0,0,1 year,2
1033830,14.661,4.0,22.45454545,8,0,0.0,99.83076923,39317.38462,803.6363636,741.8181818,3,D,3,1,0,10+ years,0
1019925,15.543,9.0,20.41090909,11,1,1.0,55.66153846,6397.0,840.0,720.0,0,D,3,2,1,10+ years,0
1015324,14.65,5.0,22.20909091,6,1,1.0,69.0,5723.076923,906.8181818,725.4545455,0,C,3,0,1,3 years,0
1022191,13.99,7.0,33.52363636,12,0,0.0,81.11538462,25379.0,644.3181818,552.2727273,3,C,3,2,0,10+ years,5
1044025,10.16,8.0,26.35636364,9,0,0.0,83.24615385,36201.92308,742.4242424,636.3636364,2,B,3,2,2,,0
1019189,7.26,3.0,19.29,7,0,0.0,54.16923077,4969.846154,663.4090909,568.6363636,0,A,3,0,1,10+ years,4
1017877,13.519,7.0,33.4,14,0,0.0,48.0,16136.61538,659.8484848,609.0909091,0,C,3,0,0,3 years,2
1001142,14.069,3.0,21.73,8,8,3.0,13.38461538,2558.0,839.0909091,774.5454545,3,C,3,1,2,10+ years,2
1043017,14.99,6.0,15.14,13,0,0.0,68.53846154,26958.0,715.9090909,613.6363636,0,C,3,1,0,10+ years,0
1028734,9.648,9.0,30.41,26,0,0.0,25.30769231,18316.0,828.75,765.0,0,B,3,0,0,10+ years,0
1034325,12.001,2.0,12.32181818,9,0,0.0,75.1,12826.15385,815.4545455,752.7272727,2,B,3,1,1,1 year,0
1002487,13.98,8.0,10.93090909,9,2,1.0,50.30769231,8933.0,715.9090909,572.7272727,0,C,3,0,1,10+ years,0
1041333,10.323,2.0,12.70909091,3,0,0.0,63.6,3523.846154,731.25,585.0,0,B,3,2,1,< 1 year,0
1035018,19.782,5.0,10.12363636,8,1,1.0,89.5,14628.0,780.0,720.0,0,E,5,2,0,4 years,0
1045645,6.633,,11.43,12,0,0.0,6.576923077,3204.230769,787.5,630.0,3,A,3,0,0,4 years,0
1038292,7.101,8.0,16.67,11,0,0.0,82.49230769,49401.69231,968.1818182,774.5454545,0,A,3,0,0,10+ years,0
1011984,10.296,9.0,8.93,14,0,0.0,73.01538462,18737.0,680.1136364,544.0909091,3,B,3,2,1,1 year,0
1031291,26.389,4.0,16.65454545,10,0,0.0,81.11538462,18554.30769,875.0,750.0,4,E,5,0,0,4 years,0
1026017,8.459,5.0,6.103636364,12,0,0.0,28.8,9823.846154,845.0,780.0,3,A,3,1,1,4 years,0
1017429,12.001,3.0,25.66,8,0,0.0,43.75384615,7605.230769,607.1590909,560.4545455,3,B,3,2,0,10+ years,5
1020915,26.488,7.0,11.57454545,13,1,0.0,47.3,14747.30769,770.0,660.0,5,F,5,2,0,7 years,4
1000866,10.252,,2.552727273,16,0,0.0,7.0,4260.0,758.8636364,650.4545455,0,A,3,0,0,4 years,4
1038633,11.691,15.0,13.48363636,17,0,0.0,87.87692308,16043.07692,825.0,660.0,0,C,3,1,0,7 years,0
1048044,7.101,3.0,20.92363636,7,0,0.0,78.8,10817.30769,900.0,720.0,0,A,3,0,0,6 years,0
1033981,27.489,5.0,7.281818182,6,0,0.0,68.6,10451.53846,630.0,540.0,0,F,5,2,0,,0
1021941,16.456,,9.35,13,0,0.0,67.96153846,56293.84615,653.8636364,560.4545455,0,D,3,0,0,3 years,0
1008452,7.11,3.0,19.49090909,9,0,0.0,44.07692308,8271.846154,677.7272727,580.9090909,2,A,3,0,1,2 years,4
1019160,13.67,5.0,19.49090909,13,0,0.0,41.56923077,25504.0,690.3409091,552.2727273,3,C,3,1,0,10+ years,0
1025799,14.085,,24.41454545,11,1,1.0,46.24615385,9350.769231,778.4090909,622.7272727,0,D,5,2,0,7 years,0
1043632,5.32,4.0,9.196363636,8,0,0.0,56.2,12051.92308,929.0909091,796.3636364,0,A,3,0,0,10+ years,4
1014407,26.213,5.0,10.59090909,9,0,0.0,75.1,13671.53846,865.4545455,741.8181818,3,F,5,2,0,10+ years,0
1037994,6.864,3.0,8.46,10,0,0.0,23.5,7249.0,736.6666667,680.0,0,A,3,1,0,10+ years,0
1047856,17.622,5.0,25.82,8,0,0.0,74.58461538,19243.38462,769.1666667,710.0,5,C,5,2,0,5 years,0
1032378,11.89,,10.78181818,10,0,0.0,62.03076923,37871.07692,912.5,730.0,2,B,3,1,1,10+ years,3
1001879,16.841,6.0,16.68,10,0,0.0,88.96153846,20006.0,680.1136364,544.0909091,0,C,3,0,1,8 years,0
1012204,5.852,10.0,12.10909091,18,0,0.0,32.4,11919.69231,633.75,585.0,3,A,3,0,0,10+ years,4
1026032,15.61,12.0,31.77818182,17,0,0.0,76.24615385,26486.53846,715.0,660.0,0,D,5,0,1,5 years,0
1030423,18.25,2.0,1.625454545,2,0,0.0,104.1384615,5353.846154,750.0,600.0,0,D,3,2,1,8 years,0
1003334,11.997,4.0,18.52363636,6,0,0.0,66.18461538,10126.15385,598.2954545,552.2727273,0,C,3,2,0,,0
1004214,16.02,5.0,17.12727273,8,0,0.0,61.10769231,8733.0,602.7272727,556.3636364,0,C,3,1,1,2 years,0
1035164,15.99,7.0,29.67,11,3,0.0,67.6,12645.0,715.0,660.0,0,C,3,2,2,,0
1017008,8.541,7.0,26.43545455,19,0,0.0,44.53846154,26628.0,704.1666667,650.0,4,B,5,2,0,10+ years,0
1019655,17.57,3.0,7.718181818,9,0,0.0,51.2,50134.0,787.5,675.0,1,D,5,1,0,< 1 year,0
1001483,6.62,,4.7,9,0,0.0,66.64615385,25545.69231,863.6363636,690.9090909,0,A,3,1,0,8 years,4
1005931,9.537,2.0,10.30909091,11,0,0.0,15.61538462,2955.076923,806.8181818,645.4545455,3,B,3,0,2,1 year,0
1033784,20.889,5.0,19.0,10,0,0.0,91.7,16871.0,598.2954545,552.2727273,5,E,5,1,2,6 years,0
1029182,17.622,3.0,45.76363636,9,0,0.0,96.46153846,22429.07692,705.6818182,564.5454545,0,C,3,2,0,10+ years,0
1016796,6.534,4.0,22.99,7,0,0.0,13.56923077,3079.384615,758.3333333,700.0,3,A,3,1,1,3 years,0
1041170,21.18,5.0,4.73,17,0,0.0,63.69230769,78156.92308,653.8636364,560.4545455,0,E,3,1,0,10+ years,0
1022444,11.48,4.0,19.95,10,0,0.0,62.76923077,10279.61538,589.4318182,544.0909091,3,B,3,2,1,2 years,0
1020977,7.392,2.0,15.38181818,6,0,0.0,43.66153846,7801.153846,1029.545455,823.6363636,0,A,3,0,0,1 year,4
1003457,12.089,8.0,20.58181818,12,1,1.0,36.72307692,8651.0,747.5,690.0,2,B,3,0,1,8 years,0
1037196,5.841,4.0,23.51818182,11,0,0.0,41.13846154,14300.30769,774.5833333,715.0,3,A,3,0,0,5 years,4
1028630,9.17,5.0,27.69,12,0,0.0,18.11538462,5571.923077,714.0151515,659.0909091,0,B,3,0,0,10+ years,4
1015984,13.49,5.0,17.74909091,10,0,0.0,52.33846154,8453.0,674.6212121,622.7272727,3,C,3,2,0,10+ years,0
1007247,7.99,4.0,20.46545455,17,0,0.0,26.76923077,10570.0,790.1515152,677.2727273,0,A,3,1,1,1 year,0
1005343,10.087,5.0,20.82545455,8,0,0.0,67.30769231,17495.69231,715.0,660.0,2,B,3,1,1,5 years,4
1004174,16.425,7.0,12.99,14,0,0.0,78.69230769,18503.69231,934.0909091,747.2727273,0,D,5,2,0,5 years,0
1011288,19.305,5.0,15.46363636,11,0,0.0,75.23076923,10287.69231,731.8181818,627.2727273,0,D,3,1,1,7 years,4
1034640,14.688,,16.93,20,0,0.0,67.93846154,38189.0,634.7727273,544.0909091,5,E,5,2,1,3 years,0
1011810,16.489,11.0,14.67818182,14,0,0.0,72.69230769,79104.92308,775.8333333,665.0,0,C,3,2,0,3 years,4
1026715,14.22,2.0,5.818181818,10,0,0.0,15.57692308,6283.846154,651.4772727,601.3636364,0,C,5,2,1,< 1 year,6
1014762,25.992,5.0,34.63636364,13,1,1.0,57.2,8001.538462,695.4545455,556.3636364,0,G,5,2,0,10+ years,0
1002604,14.049,4.0,13.12363636,6,2,0.0,94.96153846,12849.84615,616.0227273,568.6363636,0,D,3,2,0,,0
1017989,12.99,7.0,27.27272727,11,0,0.0,73.93846154,14199.69231,806.8181818,645.4545455,3,C,3,2,1,9 years,0
1028869,12.001,3.0,27.9,12,0,0.0,93.58461538,23820.0,639.5454545,548.1818182,0,B,3,1,1,< 1 year,4
1015056,12.639,,3.963636364,3,0,0.0,90.6,14630.76923,733.7121212,677.2727273,3,B,3,1,1,< 1 year,4
1029652,10.341,11.0,20.01,19,0,0.0,12.46153846,7984.307692,818.1818182,654.5454545,0,B,5,0,2,8 years,0
1017298,14.16,2.0,2.0,13,0,0.0,74.30769231,5128.846154,649.0909091,556.3636364,0,C,3,2,1,1 year,0
1046867,7.101,5.0,9.032727273,12,0,0.0,26.65384615,28086.15385,968.75,775.0,1,A,5,0,0,9 years,4
1008926,33.187,5.0,15.5,10,0,0.0,96.69230769,20370.0,793.3333333,680.0,0,F,5,1,1,10+ years,0
1038965,11.691,5.0,10.51363636,8,1,1.0,42.92307692,5532.923077,700.0,600.0,0,C,3,1,2,3 years,0
1018390,14.46,3.0,14.58,6,1,1.0,36.72307692,4535.0,650.0,600.0,0,C,5,1,1,4 years,0
1046182,6.741,3.0,18.37090909,19,0,0.0,49.84615385,12920.92308,822.5,705.0,0,A,3,1,1,1 year,0
1034469,11.47,6.0,9.981818182,9,2,2.0,25.5,3317.0,755.6818182,604.5454545,2,B,3,1,1,10+ years,0
1027857,21.591,5.0,22.19727273,29,1,1.0,40.33846154,17783.07692,767.0454545,613.6363636,3,E,3,1,0,2 years,0
1012618,9.44,2.0,16.66909091,11,0,0.0,15.29230769,3925.0,747.7272727,640.9090909,3,B,3,2,0,10+ years,0
1005650,13.491,10.0,20.69454545,17,0,0.0,76.15384615,43174.61538,968.1818182,774.5454545,5,C,5,2,0,5 years,0
1032220,5.841,4.0,15.52363636,10,0,0.0,35.07692308,7403.076923,828.3333333,710.0,3,A,3,0,0,5 years,4
1024616,18.45,7.0,14.04818182,11,0,0.0,60.64615385,24642.69231,690.3409091,552.2727273,2,D,3,0,0,10+ years,2
1000795,6.291,,10.38272727,7,0,0.0,59.87692308,2864.0,723.8636364,668.1818182,0,A,3,0,1,10+ years,5
1035152,15.426,8.0,8.525454545,11,0,0.0,71.63076923,18090.0,602.7272727,556.3636364,0,D,5,1,0,2 years,0
1043638,17.919,10.0,38.88181818,27,0,0.0,60.41538462,20530.38462,624.8863636,576.8181818,3,D,3,2,1,9 years,6
1026446,15.61,4.0,20.53636364,11,1,1.0,43.61538462,7380.0,831.25,665.0,5,D,5,0,0,8 years,0
1020413,7.371,5.0,17.53363636,11,0,0.0,31.01538462,30471.0,857.5,735.0,3,A,3,2,0,< 1 year,0
1040028,8.679,14.0,23.84727273,24,0,0.0,81.41538462,69097.53846,695.4545455,556.3636364,0,A,3,1,2,6 years,0
