loan_id,interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use
1020141,42.44,12.12,1.42,10.34,0.0,0.0,61.27,1.76,46.18,35.05,0.0,4,5,2,1,1,4
1033907,38.22,42.42,1.3,34.48,0.0,0.0,61.07,6.12,16.46,0.0,0.0,3,5,1,0,1,4
1008326,21.04,12.12,0.43,5.17,0.0,0.0,38.55,0.58,11.89,16.18,0.0,2,3,0,1,2,0
1038312,32.24,12.12,1.62,8.62,0.0,0.0,85.71,2.72,35.66,48.53,0.0,4,5,0,0,4,0
1022595,17.85,6.06,1.57,10.34,8.33,20.0,34.74,0.84,43.89,32.35,0.0,2,3,1,0,8,0
1013319,27.28,6.06,0.81,3.45,0.0,0.0,41.02,0.37,46.47,63.24,0.0,3,3,0,2,4,8
1033417,42.16,9.09,2.28,13.79,0.0,0.0,51.52,1.54,51.29,54.41,0.0,4,3,1,1,10,4
1037240,52.09,12.12,2.17,15.52,8.33,20.0,21.72,0.29,30.71,41.79,0.0,5,5,1,1,5,0
1008433,28.79,27.27,2.93,22.41,8.33,20.0,82.37,1.07,33.83,32.35,0.0,3,3,0,1,1,0
1029038,26.75,9.09,1.59,12.07,0.0,0.0,81.98,1.71,18.19,24.75,0.0,3,5,1,0,1,0
1023768,20.59,15.15,1.07,15.52,0.0,0.0,33.41,0.71,33.83,32.35,0.0,2,3,0,0,3,0
1025265,3.64,18.18,2.65,20.69,0.0,0.0,24.2,3.06,60.5,66.05,0.0,1,3,1,0,1,0
1044891,32.92,24.24,1.53,36.21,0.0,0.0,12.32,0.7,18.7,13.24,0.0,3,3,1,0,1,0
1000808,29.83,15.15,1.14,15.52,8.33,0.0,63.57,2.26,15.21,8.82,0.0,3,5,1,0,8,3
1011649,18.14,36.36,2.1,27.59,0.0,0.0,60.27,3.63,1.62,2.21,0.0,2,3,2,0,1,2
1023458,11.85,15.15,1.54,17.24,0.0,0.0,16.61,0.59,30.8,41.91,60.0,1,3,0,2,1,0
1021556,23.67,9.09,2.08,8.62,0.0,0.0,71.65,1.83,59.89,51.23,60.0,3,3,1,1,4,3
1031304,42.44,3.03,0.18,6.9,0.0,0.0,63.04,0.81,53.62,57.35,0.0,4,5,2,0,1,0
1009118,49.82,18.18,1.3,17.24,8.33,0.0,40.71,1.41,41.3,41.79,100.0,4,5,1,0,10,0
1032230,27.74,12.12,1.14,8.62,0.0,0.0,68.95,1.91,61.35,52.94,0.0,3,3,0,0,1,0
1040487,29.28,30.3,1.5,17.24,8.33,20.0,13.39,0.26,33.29,19.85,60.0,3,3,2,1,1,0
1040066,41.07,,2.31,18.97,0.0,0.0,53.57,2.37,53.03,43.14,20.0,4,5,2,0,5,0
1009636,13.39,27.27,0.96,22.41,0.0,0.0,16.61,1.61,60.6,66.18,60.0,1,3,1,0,9,0
1045828,21.51,15.15,0.59,13.79,16.67,0.0,39.8,2.06,55.32,45.83,0.0,3,3,0,0,1,4
1001157,18.18,9.09,1.04,12.07,16.67,40.0,6.7,0.13,0.0,0.0,20.0,2,3,1,1,10,0
1046115,10.65,24.24,1.09,29.31,0.0,0.0,9.2,0.81,62.59,54.41,60.0,1,3,0,1,2,2
1048462,3.64,15.15,0.86,17.24,0.0,0.0,38.65,4.76,18.64,25.37,60.0,1,3,0,0,1,0
1023951,36.3,12.12,2.2,8.62,0.0,0.0,78.16,1.17,0.0,0.0,0.0,3,3,0,0,10,0
1049467,39.85,12.12,1.36,24.14,8.33,20.0,19.13,0.6,60.6,66.18,40.0,4,5,2,0,1,0
1004889,23.89,27.27,1.84,37.93,0.0,0.0,18.04,1.04,64.46,56.62,60.0,3,3,0,0,11,0
1000323,3.67,18.18,1.0,18.97,0.0,0.0,37.72,1.67,58.75,49.88,60.0,1,3,0,0,1,2
1039105,45.0,3.03,1.14,6.9,8.33,20.0,54.39,0.31,29.72,40.44,20.0,3,3,1,0,1,0
1022013,27.06,,1.3,17.24,0.0,0.0,76.82,5.03,23.0,7.72,60.0,2,3,0,0,0,12
1023959,27.8,18.18,1.52,15.52,0.0,0.0,45.0,2.33,39.17,39.09,60.0,3,3,0,1,1,4
1013812,69.22,9.09,0.38,5.17,0.0,0.0,45.27,0.89,22.07,6.62,0.0,6,5,1,0,5,0
1027657,34.45,,1.88,22.41,0.0,0.0,24.03,3.45,29.55,15.44,80.0,3,5,2,0,9,2
1005750,20.59,24.24,2.18,18.97,0.0,0.0,52.33,1.68,59.43,64.71,0.0,2,3,1,1,10,0
1008411,20.59,15.15,1.96,12.07,0.0,0.0,51.32,1.81,26.85,23.53,40.0,2,3,0,1,3,0
1003506,10.69,15.15,2.03,15.52,0.0,0.0,50.33,0.66,14.59,19.85,20.0,1,3,2,0,7,0
1016136,22.81,27.27,0.78,32.76,8.33,0.0,21.28,0.86,24.91,21.08,0.0,2,3,2,0,1,5
1023895,41.82,9.09,1.26,6.9,0.0,0.0,59.69,1.53,19.99,27.21,0.0,4,3,2,1,11,0
1024040,8.88,33.33,1.58,22.41,0.0,0.0,51.4,1.97,19.26,3.31,0.0,1,3,2,1,1,0
1018968,29.93,15.15,0.84,13.79,0.0,0.0,40.08,0.55,27.74,37.75,40.0,3,3,1,1,1,3
1049885,22.75,12.12,0.89,10.34,0.0,0.0,72.47,1.93,9.98,2.21,40.0,3,5,0,0,1,4
1016985,49.86,,0.89,12.07,8.33,20.0,4.5,0.12,28.62,14.34,0.0,4,5,2,1,1,1
1024983,30.02,12.12,0.24,8.62,0.0,0.0,5.36,0.07,55.94,60.29,0.0,3,5,0,2,11,3
1025589,28.12,24.24,1.87,22.41,0.0,0.0,51.75,2.65,38.1,37.75,20.0,2,3,2,1,8,0
1036802,45.0,9.09,1.2,13.79,8.33,20.0,25.71,0.66,41.06,55.88,0.0,3,3,0,1,1,4
1016925,33.02,,2.01,13.79,0.0,0.0,70.22,2.25,28.79,25.98,0.0,2,3,2,1,6,11
1004644,17.02,36.36,2.61,62.07,0.0,0.0,38.64,5.32,46.63,48.53,0.0,2,3,1,0,1,4
1048384,27.09,15.15,0.91,12.07,0.0,0.0,57.95,1.4,4.05,5.51,0.0,3,3,2,1,7,0
1027629,13.73,6.06,2.26,17.24,0.0,0.0,34.08,2.06,60.6,66.18,0.0,1,3,0,1,1,0
1043632,1.85,12.12,0.92,12.07,0.0,0.0,46.59,1.55,62.93,69.12,0.0,1,3,0,0,1,4
1047623,68.21,39.39,3.58,32.76,8.33,0.0,66.43,3.12,33.29,19.85,0.0,6,5,0,2,1,0
1038534,47.64,9.09,2.05,15.52,0.0,0.0,39.11,1.28,42.14,57.35,0.0,4,3,2,1,9,7
1006627,48.2,9.09,1.12,17.24,0.0,0.0,84.48,5.41,42.37,43.14,0.0,4,5,2,1,1,0
1040053,25.03,15.15,0.27,12.07,8.33,20.0,19.8,1.13,58.85,50.0,0.0,2,5,2,0,3,2
1017976,30.45,6.06,0.63,37.93,8.33,20.0,23.3,0.71,20.45,15.44,0.0,3,5,1,0,1,0
1037397,22.75,,0.81,12.07,0.0,0.0,0.5,0.01,38.9,52.94,0.0,2,3,0,1,3,1
1025395,36.34,21.21,1.98,20.69,8.33,20.0,71.36,2.1,43.89,32.35,0.0,3,3,2,1,1,0
1039687,12.88,33.33,1.73,32.76,0.0,0.0,55.77,2.98,59.89,51.23,0.0,2,3,0,0,9,4
1049216,45.24,12.12,1.2,17.24,0.0,0.0,34.44,1.69,23.0,7.72,0.0,4,3,1,1,10,4
1006206,26.72,9.09,0.83,17.24,0.0,0.0,62.93,1.73,11.72,4.41,0.0,3,3,2,0,3,4
1000791,63.42,33.33,1.52,34.48,0.0,0.0,16.45,1.61,14.59,19.85,0.0,5,3,2,0,1,0
1037037,26.92,30.3,2.04,37.93,0.0,0.0,21.14,3.32,32.69,44.49,0.0,2,3,1,0,8,0
1046462,42.44,12.12,0.68,34.48,0.0,0.0,58.13,1.37,29.76,27.21,0.0,4,3,1,0,8,4
1040055,20.4,9.09,1.47,13.79,0.0,0.0,59.02,1.39,14.34,7.72,0.0,2,5,0,2,0,0
1009751,27.26,18.18,1.49,10.34,0.0,0.0,61.07,1.82,35.66,48.53,0.0,3,3,1,1,10,0
1020796,25.03,9.09,1.29,8.62,8.33,20.0,56.05,1.15,23.77,32.35,0.0,2,3,1,1,10,4
1026629,52.35,21.21,2.5,13.79,0.0,0.0,64.76,4.33,59.43,64.71,0.0,4,5,1,2,1,0
1009777,21.27,12.12,0.38,18.97,0.0,0.0,24.13,2.57,32.67,30.88,0.0,2,3,1,0,1,5
1026519,30.82,21.21,3.37,13.79,8.33,20.0,34.08,1.09,24.91,21.08,0.0,3,3,2,1,1,4
1043797,14.92,15.15,2.64,18.97,0.0,0.0,49.41,1.46,17.39,1.1,0.0,2,3,1,0,9,0
1022920,18.18,39.39,1.59,31.03,0.0,0.0,46.84,1.22,26.75,36.4,0.0,2,3,0,0,3,4
1003112,29.66,9.09,1.29,17.24,0.0,0.0,9.78,0.21,8.92,12.13,0.0,3,5,1,2,2,5
1004248,40.33,3.03,1.06,17.24,0.0,0.0,70.79,0.65,53.62,57.35,0.0,3,3,1,1,1,0
1027929,33.84,27.27,0.97,20.69,0.0,0.0,27.05,1.05,33.29,19.85,0.0,3,3,0,0,0,5
1016760,6.35,30.3,2.19,39.66,0.0,0.0,38.65,6.97,14.34,7.72,0.0,1,3,2,0,2,0
1027296,17.97,24.24,0.26,20.69,0.0,0.0,34.57,3.13,54.18,44.49,0.0,2,3,1,0,3,4
1026202,8.5,12.12,0.98,27.59,8.33,0.0,28.57,3.65,51.97,55.27,0.0,1,3,1,1,6,0
1038003,9.89,33.33,2.89,32.76,0.0,0.0,36.07,45.61,62.93,69.12,0.0,1,3,1,0,1,4
1037747,19.6,15.15,1.25,17.24,0.0,0.0,26.25,3.3,23.0,7.72,0.0,2,3,2,1,10,4
1018776,45.41,,1.2,36.21,0.0,0.0,13.93,2.46,9.73,13.24,100.0,5,5,1,0,7,0
1039833,2.87,6.06,0.71,8.62,0.0,0.0,29.23,1.82,34.23,20.96,0.0,1,3,0,0,10,4
1011087,45.98,39.39,3.09,29.31,0.0,0.0,67.59,5.88,21.03,16.18,60.0,4,5,0,0,10,4
1005668,41.82,3.03,2.38,5.17,0.0,0.0,88.01,0.89,44.31,60.29,20.0,4,3,2,1,2,5
1011053,1.85,9.09,0.76,13.79,0.0,0.0,4.82,0.41,66.9,74.14,40.0,1,3,0,0,8,2
1023097,11.9,9.09,0.89,10.34,25.0,0.0,34.67,2.3,16.46,0.0,40.0,2,3,1,0,1,4
1002728,41.82,15.15,1.6,25.86,0.0,0.0,7.35,0.38,70.07,63.24,0.0,4,5,2,2,2,2
1011985,24.72,9.09,1.78,17.24,0.0,0.0,61.25,0.82,0.0,0.0,0.0,3,3,2,1,2,5
1000654,9.49,18.18,1.07,13.79,0.0,0.0,64.82,2.74,17.29,23.53,60.0,2,3,2,0,11,0
1015031,31.44,9.09,1.2,10.34,0.0,0.0,40.71,4.57,42.37,43.14,40.0,3,3,2,0,1,0
1015175,3.64,9.09,1.6,25.86,0.0,0.0,29.18,3.12,53.03,43.14,20.0,1,3,1,0,1,1
1023861,21.87,15.15,1.28,12.07,0.0,0.0,14.92,0.53,36.65,49.88,60.0,2,3,2,1,3,0
1034758,18.12,15.15,1.09,15.52,0.0,0.0,8.9,0.86,14.59,19.85,80.0,2,5,1,0,1,2
1047395,7.95,18.18,2.43,13.79,0.0,0.0,56.07,2.26,48.46,37.75,60.0,1,3,0,0,7,0
1003363,45.98,42.42,2.56,36.21,0.0,0.0,41.33,5.84,14.34,7.72,40.0,4,5,1,0,1,0
1020387,53.51,15.15,2.18,12.07,0.0,0.0,50.8,0.68,5.67,7.72,60.0,5,5,2,2,7,2
1043407,31.51,60.61,2.61,41.38,0.0,0.0,44.55,3.34,4.05,5.51,60.0,3,3,1,0,9,0
1026794,38.39,30.3,2.2,27.59,0.0,0.0,52.73,1.48,53.62,57.35,0.0,3,3,1,1,1,5
1008764,10.69,12.12,2.17,17.24,0.0,0.0,53.93,3.85,76.31,70.59,60.0,1,3,0,1,5,0
1003625,57.17,21.21,1.38,15.52,0.0,0.0,63.18,3.16,17.29,23.53,0.0,5,5,0,1,2,4
1020834,34.97,18.18,1.21,20.69,0.0,0.0,58.93,2.99,24.91,21.08,40.0,3,5,1,0,10,0
1047121,41.82,15.15,3.02,22.41,0.0,0.0,29.56,2.26,45.57,47.18,0.0,4,3,1,0,2,2
1024759,26.84,24.24,2.64,20.69,0.0,0.0,35.18,1.23,72.57,66.18,60.0,2,3,0,0,3,4
1036189,41.42,36.36,1.39,20.69,0.0,0.0,75.29,0.79,36.74,50.0,0.0,4,3,0,0,1,4
1048852,37.09,15.15,1.14,10.34,8.33,20.0,49.25,2.77,34.33,21.08,0.0,3,5,2,0,10,4
1010296,33.84,15.15,1.72,15.52,0.0,0.0,39.64,4.23,53.62,57.35,0.0,4,3,0,0,4,0
1046079,7.33,,1.48,15.52,0.0,0.0,13.58,0.71,38.49,38.24,0.0,1,3,1,1,10,0
1014687,41.82,9.09,1.56,20.69,0.0,0.0,11.61,0.25,13.47,6.62,0.0,4,5,1,2,9,2
1017963,12.73,21.21,2.71,20.69,0.0,0.0,61.07,5.24,32.67,30.88,0.0,2,3,0,0,1,5
1027047,47.85,15.15,2.0,13.79,0.0,0.0,62.32,1.28,20.2,4.41,0.0,4,3,0,0,11,2
1045484,70.98,9.09,1.21,12.07,16.67,40.0,15.45,0.4,36.74,50.0,0.0,7,5,1,0,1,0
1024133,38.39,24.24,2.98,27.59,0.0,0.0,63.39,5.95,8.1,11.03,0.0,3,5,0,0,0,0
1042684,36.34,24.24,2.08,18.97,0.0,0.0,41.61,1.4,47.8,50.0,0.0,3,3,2,1,11,0
1047577,46.1,12.12,1.76,15.52,0.0,0.0,74.46,1.12,28.79,25.98,0.0,4,3,0,1,2,10
1026835,61.8,6.06,1.1,6.9,0.0,0.0,20.48,0.14,15.21,8.82,0.0,5,3,1,0,1,2
1047621,43.8,54.55,2.56,37.93,0.0,0.0,66.52,6.13,26.75,36.4,0.0,5,5,1,0,1,0
1043564,22.81,6.06,1.29,12.07,0.0,0.0,39.05,0.38,8.1,11.03,0.0,2,3,1,1,10,0
1004449,27.6,21.21,1.84,17.24,0.0,0.0,58.2,1.91,17.29,23.53,0.0,2,3,1,1,0,4
1032544,26.84,21.21,3.42,32.76,8.33,0.0,13.51,1.3,61.35,52.94,0.0,2,3,2,0,9,2
1041293,41.16,,2.2,13.79,0.0,0.0,81.88,1.94,61.35,52.94,0.0,3,3,0,1,3,0
1032530,10.72,6.06,0.08,15.52,0.0,0.0,25.87,0.3,65.09,57.35,0.0,1,3,0,0,1,2
1009749,17.85,12.12,1.32,10.34,0.0,0.0,61.61,1.06,46.63,48.53,0.0,2,3,1,0,1,0
1049563,21.27,24.24,1.23,17.24,0.0,0.0,46.7,1.05,54.78,58.82,0.0,2,3,0,2,1,0
1037838,11.68,3.03,0.78,8.62,8.33,20.0,55.3,0.65,39.17,39.09,0.0,1,3,1,1,3,0
1037219,14.42,21.21,2.17,17.24,0.0,0.0,56.25,1.86,22.07,6.62,0.0,2,5,1,0,2,4
1001918,34.45,6.06,0.62,6.9,8.33,20.0,1.07,0.01,57.11,61.76,0.0,3,3,1,0,1,0
1039567,30.02,9.09,0.42,13.79,0.0,0.0,48.83,1.05,4.86,6.62,0.0,3,3,2,0,2,2
1025321,24.73,18.18,0.38,12.07,8.33,0.0,46.53,0.95,45.03,33.7,0.0,2,3,1,0,2,0
1043183,4.18,18.18,2.07,27.59,0.0,0.0,63.6,2.19,27.82,24.75,0.0,1,3,0,1,0,4
1044879,32.71,18.18,0.73,18.97,0.0,0.0,54.72,0.59,52.45,55.88,0.0,3,3,0,0,9,0
1003334,24.72,12.12,1.85,8.62,0.0,0.0,54.87,1.3,2.43,3.31,0.0,3,3,2,0,11,0
1015733,36.07,18.18,2.17,13.79,0.0,0.0,77.35,1.41,35.37,22.3,0.0,3,3,0,1,1,4
1016552,17.85,9.09,1.71,20.69,0.0,0.0,17.99,0.62,29.9,40.69,0.0,2,5,0,1,1,0
1047608,1.85,6.06,1.27,17.24,0.0,0.0,11.0,0.73,87.53,83.82,0.0,1,3,0,0,1,0
1013378,1.85,15.15,2.78,36.21,0.0,0.0,34.67,4.39,54.18,44.49,0.0,1,3,0,0,1,4
1011234,26.41,33.33,1.51,29.31,0.0,0.0,26.94,1.35,17.39,1.1,0.0,2,3,0,2,1,4
1043891,20.59,9.09,2.07,17.24,8.33,20.0,27.47,0.91,11.72,4.41,60.0,3,3,2,1,1,0
1043025,42.78,21.21,2.74,37.93,0.0,0.0,52.9,5.41,49.61,39.09,0.0,3,5,2,0,1,0
1043148,7.92,,0.59,8.62,0.0,0.0,42.76,2.28,56.15,46.81,40.0,1,3,0,0,1,3
1032106,29.99,9.09,1.9,10.34,0.0,0.0,19.23,0.52,28.62,14.34,0.0,3,3,2,1,3,4
1033922,6.35,6.06,1.84,12.07,0.0,0.0,14.08,1.33,49.53,67.4,60.0,1,3,2,0,2,0
1039120,7.14,12.12,0.54,17.24,0.0,0.0,16.25,1.0,12.16,16.54,60.0,1,3,0,1,6,0
1030161,27.07,12.12,3.2,25.86,0.0,0.0,13.58,0.59,58.35,79.41,40.0,2,3,2,2,11,0
1030011,22.75,36.36,3.75,34.48,0.0,0.0,53.04,2.05,17.29,23.53,0.0,3,3,1,1,1,4
1024734,9.73,,1.4,13.79,0.0,0.0,12.91,0.21,28.1,38.24,40.0,1,3,2,0,6,5
1028318,21.27,12.12,1.83,12.07,0.0,0.0,1.43,0.08,41.71,29.78,60.0,2,5,2,0,6,0
1030067,68.36,9.09,1.53,8.62,25.0,20.0,70.0,3.02,0.0,0.0,60.0,5,3,1,1,7,0
1045394,23.12,6.06,0.97,12.07,0.0,0.0,42.12,1.23,17.39,1.1,60.0,2,3,1,1,10,4
1033346,22.98,15.15,1.3,12.07,0.0,0.0,66.68,2.12,36.41,23.53,40.0,2,3,0,0,0,4
1019553,30.45,9.09,1.03,10.34,8.33,20.0,60.36,1.32,18.33,2.21,40.0,3,3,1,0,1,0
1040483,46.13,15.15,2.94,12.07,8.33,20.0,57.4,0.76,32.25,18.63,0.0,4,5,2,0,2,2
1041264,71.33,15.15,2.73,15.52,0.0,0.0,47.86,1.94,47.55,64.71,80.0,6,5,2,1,3,12
1005006,10.46,9.09,2.7,22.41,0.0,0.0,23.21,1.8,75.06,69.12,20.0,1,3,0,0,10,4
1006972,26.41,18.18,4.07,29.31,0.0,0.0,28.24,1.41,41.6,29.66,60.0,2,3,0,1,2,4
1048225,11.9,18.18,0.79,15.52,0.0,0.0,13.7,1.64,61.76,67.65,0.0,2,5,0,0,7,4
1038379,31.54,30.3,1.53,25.86,0.0,0.0,42.02,1.63,45.03,33.7,0.0,3,5,1,0,1,4
1043667,44.66,12.12,2.63,8.62,0.0,0.0,52.12,1.85,61.35,52.94,0.0,3,3,0,0,1,4
1037432,48.69,30.3,2.0,34.48,0.0,0.0,49.5,2.32,22.97,18.63,0.0,3,3,1,0,1,1
1031035,5.52,15.15,1.28,37.93,0.0,0.0,47.14,4.35,36.65,49.88,0.0,1,3,2,0,1,0
1026231,18.18,12.12,2.0,12.07,0.0,0.0,67.49,3.42,45.76,34.56,0.0,2,5,1,0,7,4
1001619,22.95,,1.49,15.52,0.0,0.0,38.04,2.74,61.76,67.65,0.0,2,3,2,1,2,0
1030512,38.11,33.33,2.42,22.41,0.0,0.0,68.4,3.99,29.72,40.44,0.0,3,3,0,0,4,0
1048474,35.76,9.09,3.12,13.79,0.0,0.0,19.82,0.26,41.06,55.88,0.0,3,3,2,0,5,2
1004497,33.69,18.18,2.36,13.79,0.0,0.0,45.92,0.92,10.85,3.31,0.0,3,3,1,2,4,0
1032393,25.03,6.06,1.2,3.45,0.0,0.0,77.86,0.39,9.98,2.21,0.0,2,3,0,1,4,4
1046889,4.28,12.12,0.95,18.97,0.0,0.0,15.27,1.26,26.56,23.16,0.0,1,3,0,1,4,0
1032433,39.88,24.24,1.72,17.24,8.33,20.0,61.99,1.82,47.8,50.0,0.0,4,5,1,1,1,0
1043311,58.67,21.21,2.72,25.86,0.0,0.0,28.77,2.06,55.32,45.83,0.0,4,5,1,0,0,0
1048260,41.82,15.15,2.92,13.79,0.0,0.0,78.21,4.31,8.1,11.03,0.0,4,5,1,0,1,4
1008670,18.14,6.06,1.52,8.62,8.33,0.0,35.2,0.63,33.83,32.35,0.0,2,3,1,0,1,3
1032262,23.67,12.12,1.27,25.86,0.0,0.0,92.22,2.55,27.74,37.75,0.0,3,3,2,1,10,4
1018497,36.34,,2.84,15.52,0.0,0.0,71.61,3.11,56.46,47.18,0.0,3,5,2,0,1,4
1041448,45.0,12.12,2.1,12.07,0.0,0.0,52.4,2.21,6.48,8.82,0.0,4,3,0,0,1,7
1020115,31.17,36.36,2.11,44.83,0.0,0.0,51.65,3.37,60.1,51.47,0.0,3,3,2,1,11,0
1035348,18.14,12.12,1.64,12.07,0.0,0.0,41.94,2.34,44.31,60.29,0.0,2,5,1,1,1,0
1027622,27.07,21.21,2.08,15.52,0.0,0.0,66.16,6.18,41.6,29.66,0.0,2,3,0,0,9,7
1020181,35.17,6.06,0.22,3.45,0.0,0.0,79.02,0.3,24.76,33.7,0.0,3,3,0,1,4,9
1045705,22.98,9.09,1.98,27.59,0.0,0.0,29.37,0.69,20.89,28.43,0.0,2,3,0,0,3,3
1047886,22.75,15.15,2.05,20.69,8.33,20.0,21.25,1.06,25.76,35.05,0.0,3,5,0,2,1,4
1013074,3.67,3.03,0.21,15.52,0.0,0.0,32.83,3.66,36.1,23.16,0.0,1,3,1,0,6,2
1041152,53.19,30.3,1.03,25.86,0.0,0.0,51.89,2.58,39.17,39.09,0.0,4,3,2,0,7,0
1039642,34.64,36.36,3.6,34.48,0.0,0.0,73.79,3.9,34.33,21.08,0.0,4,3,2,0,5,0
1019499,27.6,12.12,2.48,53.45,0.0,0.0,68.9,0.83,16.46,0.0,0.0,2,3,0,1,0,0
1025981,18.89,6.06,0.74,5.17,0.0,0.0,87.63,0.93,64.09,70.59,0.0,2,3,0,0,11,0
1038021,10.65,33.33,2.38,46.55,0.0,0.0,30.23,2.77,26.85,23.53,0.0,1,3,0,1,1,0
1002823,41.42,30.3,1.76,18.97,0.0,0.0,66.66,1.59,9.98,2.21,0.0,4,3,0,2,3,4
1028074,85.31,12.12,1.11,18.97,25.0,0.0,4.29,0.24,29.76,27.21,0.0,6,5,1,1,2,0
1000014,10.36,36.36,1.98,31.03,8.33,20.0,49.74,2.35,37.03,36.4,0.0,2,3,2,0,8,4
1047451,28.2,18.18,1.38,12.07,0.0,0.0,65.66,2.31,30.71,41.79,60.0,3,5,2,1,1,4
1014692,33.85,27.27,2.1,18.97,0.0,0.0,76.24,4.13,57.11,61.76,60.0,3,3,1,1,8,0
1009334,17.51,18.18,0.55,24.14,0.0,0.0,25.03,3.98,9.73,13.24,60.0,2,3,1,0,8,0
1048763,30.68,36.36,2.39,25.86,0.0,0.0,47.51,1.68,63.84,55.88,20.0,2,3,0,1,1,0
1021051,69.22,3.03,1.11,6.9,8.33,20.0,0.75,0.01,30.17,16.18,0.0,5,5,1,1,2,3
1000834,55.92,6.06,2.16,5.17,0.0,0.0,24.2,0.48,8.1,11.03,0.0,5,5,1,1,0,0
1042229,25.14,,1.93,8.62,0.0,0.0,36.93,0.63,23.0,7.72,40.0,2,3,0,1,9,2
1016831,34.87,,2.63,18.97,0.0,0.0,48.21,1.87,1.62,2.21,60.0,4,3,0,1,1,0
1010918,55.76,12.12,2.55,17.24,0.0,0.0,52.65,3.16,47.7,49.88,0.0,5,3,0,0,10,2
1034481,42.16,36.36,1.36,22.41,8.33,0.0,25.83,0.66,22.07,6.62,20.0,4,3,1,0,1,4
1026108,8.8,6.06,1.11,3.45,0.0,0.0,16.42,0.2,38.49,38.24,0.0,1,3,1,2,1,0
1002144,37.62,12.12,0.73,6.9,0.0,0.0,63.29,1.62,31.7,29.66,0.0,3,3,2,1,1,0
1021181,31.06,30.3,2.71,22.41,0.0,0.0,53.21,3.04,57.61,48.53,60.0,3,3,0,0,7,0
1044035,40.33,18.18,2.63,15.52,0.0,0.0,17.98,1.22,71.32,64.71,0.0,3,5,1,1,3,0
1034640,33.93,,1.69,32.76,0.0,0.0,56.33,4.9,9.1,1.1,100.0,5,5,2,1,3,0
1027143,45.48,3.03,1.82,10.34,0.0,0.0,23.93,0.63,67.58,75.0,0.0,4,3,0,0,0,3
1044264,17.16,12.12,2.05,13.79,8.33,20.0,70.5,1.47,5.67,7.72,0.0,1,3,2,1,1,4
1021360,19.17,21.21,1.73,15.52,8.33,0.0,38.07,0.83,11.89,16.18,0.0,2,3,1,1,3,5
1049336,27.71,18.18,0.59,13.79,0.0,0.0,54.11,3.73,41.3,41.79,0.0,3,5,2,0,1,0
1030293,8.85,9.09,0.44,3.45,0.0,0.0,65.54,1.04,12.59,5.51,0.0,2,3,0,1,2,0
1049126,55.52,21.21,1.47,13.79,0.0,0.0,54.64,2.07,21.03,16.18,0.0,5,5,1,0,1,0
