loan_id,interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use
1005417,24.7,21.21,1.72,22.41,0.0,0.0,27.69,7.95,46.63,48.53,0.0,2,5,2,2,11,0
1030963,40.33,6.06,1.92,8.62,8.33,20.0,73.54,0.45,14.34,7.72,0.0,3,5,0,1,0,0
1009725,30.82,15.15,2.65,20.69,0.0,0.0,54.22,4.01,16.08,9.93,80.0,3,5,2,0,1,0
1048823,9.59,12.12,0.53,12.07,0.0,0.0,15.92,1.18,13.78,18.75,60.0,1,3,0,1,11,0
1011962,29.84,12.12,0.95,6.9,8.33,20.0,58.95,1.23,8.23,0.0,0.0,3,3,2,0,8,0
1038807,27.6,9.09,0.37,13.79,8.33,20.0,11.19,0.26,37.03,36.4,0.0,2,3,2,2,11,0
1003203,13.36,6.06,0.91,13.79,0.0,0.0,34.55,1.69,57.61,48.53,60.0,1,3,1,0,11,0
1024904,58.94,9.09,1.96,12.07,0.0,0.0,50.82,1.69,50.79,69.12,0.0,5,5,1,0,9,0
1037665,36.3,27.27,2.4,18.97,0.0,0.0,71.07,4.16,43.23,58.82,60.0,3,3,1,2,1,0
1031818,35.13,24.24,0.91,22.41,8.33,20.0,23.88,0.75,23.94,8.82,40.0,3,3,1,1,8,5
1024734,9.73,,1.4,13.79,0.0,0.0,12.91,0.21,28.1,38.24,40.0,1,3,2,0,6,5
1048390,7.33,15.15,1.69,18.97,0.0,0.0,36.89,2.32,40.57,28.43,60.0,1,3,1,1,8,4
1033421,30.45,27.27,1.31,18.97,0.0,0.0,57.3,1.45,53.62,57.35,0.0,3,3,1,0,1,0
1004660,34.83,12.12,1.44,6.9,0.0,0.0,96.14,1.34,55.94,60.29,0.0,3,3,2,2,11,0
1015409,25.03,15.15,2.02,13.79,0.0,0.0,52.88,1.43,11.72,4.41,0.0,2,3,0,1,1,0
1038626,28.2,21.21,2.04,13.79,0.0,0.0,55.87,1.11,27.74,37.75,60.0,3,5,0,0,5,4
1041675,13.33,15.15,1.34,18.97,0.0,0.0,13.93,0.82,58.75,49.88,60.0,2,3,2,0,1,0
1017147,17.51,15.15,1.34,17.24,0.0,0.0,33.91,12.93,48.77,51.23,40.0,2,5,0,0,1,5
1021884,20.45,15.15,1.75,10.34,0.0,0.0,66.34,0.78,25.76,35.05,0.0,2,3,2,1,7,0
1029760,67.5,15.15,1.38,29.31,0.0,0.0,3.67,0.33,5.67,7.72,0.0,5,3,2,2,3,0
1042241,25.03,,0.15,15.52,0.0,0.0,5.07,0.16,68.74,76.47,0.0,3,5,2,2,8,2
1016376,16.13,6.06,0.36,6.9,0.0,0.0,15.42,1.16,88.78,85.29,60.0,2,3,0,0,1,0
1018968,29.93,15.15,0.84,13.79,0.0,0.0,40.08,0.55,27.74,37.75,40.0,3,3,1,1,1,3
1020389,9.97,12.12,1.53,12.07,0.0,0.0,32.68,100.0,41.06,55.88,60.0,1,3,0,0,1,0
1040872,36.0,21.21,1.18,17.24,0.0,0.0,68.11,26.63,27.68,13.24,20.0,4,3,2,0,1,0
1013453,7.85,21.21,0.62,25.86,0.0,0.0,1.91,1.64,64.09,70.59,60.0,1,3,2,0,2,4
1048205,4.04,18.18,1.51,12.07,0.0,0.0,70.45,4.71,30.73,28.43,0.0,1,3,2,0,3,4
1036178,24.9,15.15,0.68,12.07,8.33,20.0,15.21,0.41,45.39,61.76,60.0,3,3,0,2,11,0
1019641,40.45,33.33,2.24,24.14,0.0,0.0,59.94,3.37,42.37,43.14,0.0,4,5,1,0,0,4
1049301,26.41,24.24,1.67,22.41,0.0,0.0,47.83,1.96,34.9,33.7,20.0,2,3,0,0,7,0
1041610,10.93,15.15,0.72,6.9,0.0,0.0,54.64,3.9,23.0,7.72,40.0,1,3,2,0,1,4
1026940,31.06,6.06,1.93,5.17,0.0,0.0,23.27,1.02,31.21,17.4,60.0,3,3,2,0,4,0
1020730,10.65,18.18,1.18,13.79,8.33,20.0,55.55,1.89,35.66,48.53,0.0,1,3,1,1,3,0
1042934,15.62,9.09,0.47,8.62,8.33,20.0,52.68,1.21,18.33,2.21,0.0,2,3,0,0,11,4
1008639,36.71,6.06,3.01,5.17,0.0,0.0,73.29,0.94,66.33,58.82,60.0,2,3,0,2,9,0
1007995,43.8,27.27,2.41,24.14,8.33,20.0,35.59,0.86,46.18,35.05,0.0,5,5,2,0,1,0
1020861,5.12,15.15,0.98,17.24,0.0,0.0,44.69,4.22,70.07,63.24,0.0,1,3,1,0,1,4
1005377,18.18,3.03,0.29,1.72,0.0,0.0,59.6,1.16,74.56,83.82,20.0,2,3,1,1,1,6
1005120,11.65,12.12,1.21,18.97,8.33,0.0,23.27,0.96,15.21,8.82,0.0,2,3,1,1,5,0
1011324,51.4,9.09,1.62,18.97,0.0,0.0,33.33,0.67,36.74,50.0,60.0,4,3,0,0,1,0
1023454,10.72,15.15,0.95,27.59,0.0,0.0,31.28,1.2,67.58,60.29,0.0,1,5,1,1,8,5
1007854,68.02,12.12,1.69,12.07,0.0,0.0,53.75,2.59,42.37,43.14,40.0,5,5,2,1,0,0
1035920,71.48,18.18,0.86,8.62,16.67,40.0,9.11,0.12,62.59,54.41,0.0,5,3,1,1,0,6
1035157,7.95,0.0,0.26,20.69,0.0,0.0,0.0,0.0,15.21,8.82,40.0,1,3,2,0,3,0
1033217,19.72,6.06,0.25,5.17,0.0,0.0,20.76,0.35,31.7,43.14,0.0,2,3,2,1,5,5
1001745,31.54,21.21,1.97,29.31,0.0,0.0,57.95,1.83,43.89,32.35,0.0,3,5,0,0,3,4
1033733,19.38,30.3,1.98,27.59,0.0,0.0,65.36,6.58,46.63,48.53,40.0,2,3,1,0,7,4
1013748,33.8,18.18,1.26,12.07,0.0,0.0,87.05,4.11,22.0,17.4,40.0,3,3,2,1,3,4
1027418,19.05,15.15,1.29,17.24,0.0,0.0,42.86,0.83,32.25,18.63,0.0,2,3,1,1,3,0
1038946,33.26,15.15,3.46,18.97,0.0,0.0,93.85,4.97,22.07,6.62,20.0,3,3,2,0,1,0
1007614,30.14,9.09,0.31,3.45,8.33,0.0,43.7,0.59,36.74,50.0,60.0,3,3,1,2,1,0
1024479,4.28,,0.73,8.62,0.0,0.0,10.11,0.46,58.37,63.36,0.0,1,3,1,1,10,3
1012656,15.0,12.12,2.07,29.31,8.33,20.0,29.73,0.79,48.46,37.75,40.0,2,3,1,1,2,4
1026913,32.33,18.18,0.87,10.34,0.0,0.0,72.79,2.1,46.63,48.53,20.0,3,5,2,0,1,4
1026975,21.27,30.3,1.91,25.86,0.0,0.0,36.96,0.93,38.9,52.94,20.0,2,3,1,1,2,4
1044861,7.14,15.15,0.98,15.52,0.0,0.0,11.79,0.95,68.08,92.65,60.0,1,3,2,0,1,0
1038976,13.36,6.06,0.42,8.62,0.0,0.0,90.21,1.26,28.73,39.09,0.0,1,3,2,1,4,0
1012003,47.47,,1.79,15.52,0.0,0.0,56.79,1.32,22.69,30.88,100.0,5,5,2,0,1,0
1022414,11.9,24.24,3.12,27.59,0.0,0.0,78.39,10.41,29.76,27.21,0.0,2,3,0,0,1,5
1025224,13.05,6.06,0.87,8.62,0.0,0.0,11.77,0.45,41.06,55.88,60.0,1,3,1,1,1,0
1015326,29.84,36.36,2.61,22.41,0.0,0.0,61.52,3.71,19.99,27.21,0.0,3,3,2,1,1,4
1025754,36.07,15.15,3.39,12.07,0.0,0.0,66.29,1.23,9.1,1.1,0.0,3,3,2,0,11,4
1031290,11.9,33.33,1.4,22.41,0.0,0.0,43.24,2.98,17.83,12.13,60.0,2,3,1,0,1,5
1015221,7.95,15.15,2.16,17.24,0.0,0.0,29.37,1.37,6.48,8.82,20.0,1,5,1,0,1,4
1043672,4.28,6.06,1.17,13.79,0.0,0.0,17.6,1.85,45.45,34.19,0.0,1,3,0,0,7,0
1026970,46.23,21.21,1.83,15.52,0.0,0.0,58.53,0.78,24.91,21.08,60.0,4,3,0,1,2,0
1001509,6.01,18.18,2.26,27.59,0.0,0.0,19.32,2.74,17.02,23.16,40.0,1,5,0,0,1,0
1031353,63.96,9.09,0.1,15.52,8.33,20.0,6.52,0.19,13.69,18.63,40.0,7,5,2,0,1,2
1025556,8.6,,1.14,20.69,0.0,0.0,58.95,6.68,57.61,48.53,20.0,1,3,2,0,4,8
1004915,33.8,15.15,0.86,10.34,8.33,20.0,46.26,0.97,21.13,5.51,40.0,3,3,0,0,1,0
1005378,27.07,24.24,1.98,32.76,0.0,0.0,25.45,4.05,47.32,36.4,0.0,2,3,0,0,5,0
1027413,36.07,18.18,1.57,22.41,0.0,0.0,75.54,4.63,16.96,11.03,80.0,3,5,2,0,1,4
1035116,53.72,9.09,1.92,5.17,8.33,20.0,41.4,0.78,50.75,40.44,60.0,5,3,2,2,11,0
1035600,34.83,6.06,1.38,12.07,0.0,0.0,29.93,0.45,41.3,41.79,40.0,3,3,0,1,0,0
1010573,55.17,9.09,1.6,27.59,0.0,0.0,90.89,0.85,46.18,35.05,0.0,4,5,2,1,8,0
1041524,18.18,15.15,1.65,13.79,8.33,0.0,62.95,1.57,25.76,35.05,60.0,2,3,1,1,5,0
1032551,32.83,18.18,3.74,29.31,0.0,0.0,73.84,3.16,0.81,1.1,0.0,3,3,2,1,0,0
1003225,61.99,15.15,2.27,10.34,0.0,0.0,46.97,0.49,17.39,1.1,0.0,5,3,2,1,1,1
1021867,48.67,6.06,2.78,6.9,0.0,0.0,91.07,0.65,35.37,22.3,100.0,4,5,2,1,1,5
1046509,20.41,,1.67,20.69,0.0,0.0,56.71,2.07,55.94,60.29,0.0,2,3,2,0,1,4
1019260,21.27,12.12,1.01,12.07,8.33,0.0,51.15,0.74,7.29,9.93,40.0,2,3,1,0,1,0
1046430,4.28,9.09,1.47,12.07,0.0,0.0,18.9,0.26,18.64,25.37,60.0,1,3,0,0,4,2
1043246,19.32,18.18,0.52,24.14,8.33,20.0,9.55,0.58,57.61,48.53,60.0,2,5,2,0,3,5
1007911,20.59,21.21,2.5,22.41,0.0,0.0,38.3,1.63,26.75,12.13,40.0,3,3,2,1,1,1
1023374,11.65,12.12,1.28,12.07,0.0,0.0,61.15,1.13,0.81,1.1,60.0,2,3,1,1,0,4
1012625,29.29,30.3,1.4,20.69,0.0,0.0,79.73,4.71,18.19,24.75,60.0,2,3,1,0,5,0
1011438,42.16,12.12,2.85,13.79,0.0,0.0,60.36,2.19,31.7,43.14,60.0,4,3,1,1,1,0
1038608,5.58,30.3,1.34,31.03,0.0,0.0,47.92,1.28,28.79,25.98,40.0,1,3,0,0,1,4
1021848,60.31,18.18,2.71,18.97,0.0,0.0,24.87,0.33,35.97,35.05,0.0,5,3,1,1,9,0
1027202,41.95,24.24,3.62,20.69,0.0,0.0,67.24,2.46,50.75,40.44,0.0,4,5,1,1,9,0
1026171,43.98,12.12,1.64,20.69,0.0,0.0,33.57,0.51,24.76,33.7,0.0,3,3,0,1,1,0
1026340,10.11,21.21,1.39,12.07,0.0,0.0,65.82,2.52,29.72,40.44,20.0,1,3,0,2,1,5
1046594,2.2,,1.03,17.24,0.0,0.0,18.65,2.04,73.4,82.35,60.0,1,3,2,0,1,4
1013109,46.13,21.21,1.78,12.07,0.0,0.0,30.46,0.68,29.72,40.44,20.0,4,3,2,1,2,1
1024561,32.61,24.24,0.95,20.69,0.0,0.0,37.04,1.36,38.1,37.75,0.0,3,3,0,0,1,0
1038642,11.47,12.12,2.03,12.07,0.0,0.0,49.44,1.82,26.75,12.13,0.0,1,3,2,0,4,0
1047219,7.34,15.15,0.75,10.34,0.0,0.0,85.81,5.25,47.55,64.71,60.0,1,3,1,0,1,4
1036705,19.2,3.03,3.43,15.52,0.0,0.0,33.08,1.22,45.39,61.76,60.0,2,3,0,0,3,4
1009528,23.24,33.33,2.27,25.86,0.0,0.0,51.2,4.52,42.14,57.35,60.0,2,3,1,2,8,4
1044832,33.02,24.24,2.61,24.14,0.0,0.0,46.61,1.77,22.07,6.62,60.0,2,3,1,1,5,0
1045760,17.51,15.15,2.08,41.38,0.0,0.0,59.5,1.29,41.06,55.88,20.0,2,3,0,0,3,0
1047874,11.87,30.3,1.63,27.59,8.33,20.0,40.87,1.53,46.63,48.53,40.0,2,3,1,2,1,0
1015456,19.56,15.15,1.65,20.69,8.33,20.0,17.37,0.68,47.8,50.0,0.0,2,3,1,1,3,5
1037924,29.28,15.15,2.03,15.52,8.33,20.0,67.16,1.12,34.9,33.7,0.0,3,3,1,1,2,10
1004307,25.21,36.36,1.79,20.69,16.67,0.0,48.58,1.64,22.97,18.63,60.0,3,3,1,0,8,0
1038237,25.03,12.12,2.5,17.24,8.33,20.0,35.18,1.2,38.9,52.94,60.0,2,3,1,0,10,4
1026282,33.26,15.15,0.81,18.97,16.67,20.0,71.88,0.56,18.33,2.21,20.0,3,3,0,0,7,0
1014260,24.7,12.12,1.44,18.97,8.33,20.0,38.72,1.63,19.26,3.31,0.0,3,5,0,0,0,2
1033830,33.84,12.12,2.25,12.07,0.0,0.0,82.77,5.05,39.98,54.41,60.0,4,3,1,0,1,0
1019925,36.86,27.27,2.04,17.24,8.33,20.0,46.15,0.82,46.63,48.53,0.0,4,3,2,1,1,0
1015324,33.8,15.15,2.22,8.62,8.33,20.0,57.21,0.73,58.85,50.0,0.0,3,3,0,1,3,0
1022191,31.54,21.21,3.36,18.97,0.0,0.0,67.25,3.26,10.85,3.31,60.0,3,3,2,0,1,5
1044025,18.43,24.24,2.64,13.79,0.0,0.0,69.02,4.65,28.79,25.98,40.0,2,3,2,2,11,0
1019189,8.5,9.09,1.93,10.34,0.0,0.0,44.91,0.64,14.34,7.72,0.0,1,3,0,1,1,4
1017877,29.93,21.21,3.34,22.41,0.0,0.0,39.8,2.07,13.69,18.63,0.0,3,3,0,0,3,2
1001142,31.82,9.09,2.18,12.07,66.67,60.0,11.1,0.33,46.47,63.24,60.0,3,3,1,2,1,2
1043017,34.97,18.18,1.52,20.69,0.0,0.0,56.82,3.46,23.94,19.85,0.0,3,3,1,0,1,0
1028734,16.67,27.27,3.04,43.1,0.0,0.0,20.98,2.35,44.58,60.66,0.0,2,3,0,0,1,0
1034325,24.73,6.06,1.23,13.79,0.0,0.0,62.26,1.65,42.14,57.35,40.0,2,3,1,1,0,0
1002487,31.51,24.24,1.09,13.79,16.67,20.0,41.71,1.15,23.94,8.82,0.0,3,3,0,1,1,0
1041333,18.99,6.06,1.27,3.45,0.0,0.0,52.73,0.45,26.75,12.13,0.0,2,3,2,1,10,0
1035018,51.38,15.15,1.01,12.07,8.33,20.0,74.2,1.88,35.66,48.53,0.0,5,5,2,0,4,0
1045645,6.35,,1.14,18.97,0.0,0.0,5.45,0.41,37.03,24.26,60.0,1,3,0,0,4,0
1038292,7.95,24.24,1.67,17.24,0.0,0.0,68.39,6.34,70.07,63.24,0.0,1,3,0,0,1,0
1011984,18.89,27.27,0.89,22.41,0.0,0.0,60.54,2.41,17.39,1.1,60.0,2,3,2,1,0,0
1031291,74.01,12.12,1.67,15.52,0.0,0.0,67.25,2.38,53.03,56.62,80.0,5,5,0,0,4,0
1026017,12.6,15.15,0.61,18.97,0.0,0.0,23.88,1.26,47.55,64.71,60.0,1,3,1,1,4,0
1017429,24.73,9.09,2.57,12.07,0.0,0.0,36.28,0.98,4.05,5.51,60.0,2,3,2,0,1,5
1020915,74.35,21.21,1.16,20.69,8.33,0.0,39.22,1.89,33.83,32.35,100.0,6,5,2,0,7,4
1000866,18.74,,0.26,25.86,0.0,0.0,5.8,0.55,31.8,29.78,0.0,1,3,0,0,4,4
1038633,23.67,45.45,1.35,27.59,0.0,0.0,72.86,2.06,43.89,32.35,0.0,3,3,1,0,7,0
1048044,7.95,9.09,2.09,10.34,0.0,0.0,65.33,1.39,57.61,48.53,0.0,1,3,0,0,6,0
1033981,77.77,15.15,0.73,8.62,0.0,0.0,56.88,1.34,8.23,0.0,0.0,6,5,2,0,11,0
1021941,39.99,,0.94,20.69,0.0,0.0,56.35,7.23,12.59,5.51,0.0,4,3,0,0,3,0
1008452,7.98,9.09,1.95,13.79,0.0,0.0,36.54,1.06,16.96,11.03,40.0,1,3,0,1,2,4
1019160,30.45,15.15,1.95,20.69,0.0,0.0,34.46,3.27,19.26,3.31,60.0,3,3,1,0,1,0
1025799,31.87,,2.44,17.24,8.33,20.0,38.34,1.2,35.37,22.3,0.0,4,5,2,0,7,0
1043632,1.85,12.12,0.92,12.07,0.0,0.0,46.59,1.55,62.93,69.12,0.0,1,3,0,0,1,4
1014407,73.4,15.15,1.06,13.79,0.0,0.0,62.26,1.75,51.29,54.41,60.0,6,5,2,0,1,0
1037994,7.14,9.09,0.85,15.52,0.0,0.0,19.48,0.93,27.74,37.75,0.0,1,3,1,0,1,0
1047856,43.98,15.15,2.58,12.07,0.0,0.0,61.84,2.47,33.68,45.83,100.0,3,5,2,0,5,0
1032378,24.35,,1.08,15.52,0.0,0.0,51.43,4.86,59.89,51.23,40.0,2,3,1,1,1,3
1001879,41.31,18.18,1.67,15.52,0.0,0.0,73.76,2.57,17.39,1.1,0.0,3,3,0,1,8,0
1012204,3.67,30.3,1.21,29.31,0.0,0.0,26.86,1.53,8.92,12.13,60.0,1,3,0,0,1,4
1026032,37.09,36.36,3.18,27.59,0.0,0.0,63.21,3.4,23.77,32.35,0.0,4,5,0,1,5,0
1030423,46.13,6.06,0.16,1.72,0.0,0.0,86.34,0.69,30.17,16.18,0.0,4,3,2,1,8,0
1003334,24.72,12.12,1.85,8.62,0.0,0.0,54.87,1.3,2.43,3.31,0.0,3,3,2,0,11,0
1004214,38.5,15.15,1.71,12.07,0.0,0.0,50.66,1.12,3.24,4.41,0.0,3,3,1,1,2,0
1035164,38.39,21.21,2.97,17.24,25.0,0.0,56.05,1.62,23.77,32.35,0.0,3,3,2,2,11,0
1017008,12.88,21.21,2.65,31.03,0.0,0.0,36.93,3.42,21.79,29.66,80.0,2,5,2,0,1,0
1019655,43.8,9.09,0.77,13.79,0.0,0.0,42.45,6.44,37.03,36.4,20.0,4,5,1,0,10,0
1001483,6.3,,0.47,13.79,0.0,0.0,55.26,3.28,50.96,40.69,0.0,1,3,1,0,8,4
1005931,16.29,6.06,1.03,17.24,0.0,0.0,12.95,0.38,40.57,28.43,60.0,2,3,0,2,0,0
1033784,55.17,15.15,1.9,15.52,0.0,0.0,76.03,2.17,2.43,3.31,100.0,5,5,1,2,6,0
1029182,43.98,9.09,4.58,13.79,0.0,0.0,79.97,2.88,22.07,6.62,0.0,3,3,2,0,1,0
1016796,6.01,12.12,2.3,10.34,0.0,0.0,11.25,0.4,31.7,43.14,60.0,1,3,1,1,3,0
1041170,56.17,15.15,0.47,27.59,0.0,0.0,52.81,10.03,12.59,5.51,0.0,5,3,1,0,1,0
1022444,22.95,12.12,2.0,15.52,0.0,0.0,52.04,1.32,0.81,1.1,60.0,2,3,2,1,2,0
1020977,8.95,6.06,1.54,8.62,0.0,0.0,36.2,1.0,81.3,76.47,0.0,1,3,0,0,0,4
1003457,25.03,24.24,2.06,18.97,8.33,20.0,30.45,1.11,29.72,40.44,40.0,2,3,0,1,8,0
1037196,3.64,12.12,2.35,17.24,0.0,0.0,34.11,1.84,34.67,47.18,60.0,1,3,0,0,5,4
1028630,15.04,15.15,2.77,18.97,0.0,0.0,15.02,0.72,23.59,32.11,0.0,2,3,0,0,1,4
1015984,29.83,15.15,1.78,15.52,0.0,0.0,43.39,1.09,16.39,22.3,60.0,3,3,2,0,1,0
1007247,11.0,12.12,2.05,27.59,0.0,0.0,22.19,1.36,37.52,37.01,0.0,1,3,1,1,0,0
1005343,18.18,15.15,2.08,12.07,0.0,0.0,55.8,2.25,23.77,32.35,40.0,2,3,1,1,5,4
1004174,39.88,21.21,1.3,22.41,0.0,0.0,65.24,2.38,63.84,55.88,0.0,4,5,2,0,5,0
1011288,49.75,15.15,1.55,17.24,0.0,0.0,62.37,1.32,26.85,23.53,0.0,4,3,1,1,7,4
1034640,33.93,,1.69,32.76,0.0,0.0,56.33,4.9,9.1,1.1,100.0,5,5,2,1,3,0
1011810,40.1,33.33,1.47,22.41,0.0,0.0,60.27,10.15,34.9,33.7,0.0,3,3,2,0,3,4
1026715,32.33,6.06,0.58,15.52,0.0,0.0,12.91,0.81,12.16,16.54,0.0,3,5,2,1,10,6
1014762,72.65,15.15,3.47,20.69,8.33,20.0,47.42,1.03,20.2,4.41,0.0,7,5,2,0,1,0
1002604,31.75,12.12,1.31,8.62,16.67,0.0,78.73,1.65,5.67,7.72,0.0,4,3,2,0,11,0
1017989,28.12,21.21,2.73,17.24,0.0,0.0,61.3,1.82,40.57,28.43,60.0,3,3,2,1,9,0
1028869,24.73,9.09,2.79,18.97,0.0,0.0,77.59,3.06,9.98,2.21,0.0,2,3,1,1,10,4
1015056,26.92,,0.4,3.45,0.0,0.0,75.11,1.88,27.2,37.01,60.0,2,3,1,1,10,4
1029652,19.05,33.33,2.0,31.03,0.0,0.0,10.33,1.02,42.64,30.88,0.0,2,5,0,2,8,0
1017298,32.13,6.06,0.2,20.69,0.0,0.0,61.61,0.66,11.72,4.41,0.0,3,3,2,1,0,0
1046867,7.95,15.15,0.9,18.97,0.0,0.0,22.1,3.61,70.18,63.36,20.0,1,5,0,0,9,4
1008926,97.29,15.15,1.55,15.52,0.0,0.0,80.17,2.61,38.1,37.75,0.0,6,5,1,1,1,0
1038965,23.67,15.15,1.05,12.07,8.33,20.0,35.59,0.71,21.03,16.18,0.0,3,3,1,2,3,0
1018390,33.15,9.09,1.46,8.62,8.33,20.0,30.45,0.58,11.89,16.18,0.0,3,5,1,1,4,0
1046182,6.72,9.09,1.84,31.03,0.0,0.0,41.33,1.66,43.43,44.49,0.0,1,3,1,1,0,0
1034469,22.91,18.18,1.0,13.79,16.67,40.0,21.14,0.43,31.21,17.4,40.0,2,3,1,1,1,0
1027857,57.58,15.15,2.22,48.28,8.33,20.0,33.44,2.28,33.29,19.85,60.0,5,3,1,0,2,0
1012618,15.96,6.06,1.67,17.24,0.0,0.0,12.68,0.5,29.76,27.21,60.0,2,3,2,0,1,0
1005650,29.84,30.3,2.07,27.59,0.0,0.0,63.14,5.54,70.07,63.24,100.0,3,5,2,0,5,0
1032220,3.64,12.12,1.55,15.52,0.0,0.0,29.08,0.95,44.5,45.83,60.0,1,3,0,0,5,4
1024616,46.82,21.21,1.41,17.24,0.0,0.0,50.28,3.16,19.26,3.31,40.0,4,3,0,0,1,2
1000795,5.18,,1.04,10.34,0.0,0.0,49.64,0.37,25.39,34.56,0.0,1,3,0,1,1,5
1035152,36.46,24.24,0.85,17.24,0.0,0.0,59.39,2.32,3.24,4.41,0.0,4,5,1,0,2,0
1043638,45.0,30.3,3.89,44.83,0.0,0.0,50.09,2.64,7.29,9.93,60.0,4,3,2,1,9,6
1026446,37.09,12.12,2.06,17.24,8.33,20.0,36.16,0.95,45.03,33.7,100.0,4,5,0,0,8,0
1020413,8.88,15.15,1.76,17.24,0.0,0.0,25.71,3.91,49.83,52.57,60.0,1,3,2,0,10,0
1040028,13.36,42.42,2.39,39.66,0.0,0.0,67.5,8.87,20.2,4.41,0.0,1,3,1,2,6,0
1014423,11.87,6.06,0.46,29.31,0.0,0.0,0.99,0.02,11.72,4.41,20.0,2,3,1,1,2,3
1009668,22.98,18.18,1.94,20.69,8.33,20.0,58.24,1.62,16.46,0.0,20.0,2,3,2,0,1,0
1032502,24.7,18.18,1.12,13.79,0.0,0.0,27.77,1.43,42.37,43.14,60.0,2,3,1,1,3,0
1047479,23.12,21.21,2.4,22.41,0.0,0.0,34.02,2.89,55.94,60.29,60.0,2,3,1,1,1,0
1008668,40.22,12.12,1.8,10.34,0.0,0.0,44.73,2.08,58.27,63.24,20.0,3,3,0,1,10,3
1044114,33.01,6.06,2.33,18.97,0.0,0.0,9.38,0.18,50.96,40.69,0.0,3,3,1,0,0,7
1043328,14.49,15.15,1.37,25.86,0.0,0.0,28.11,2.16,47.32,36.4,40.0,1,3,0,0,1,0
1013969,43.8,18.18,1.51,12.07,0.0,0.0,70.8,1.79,51.29,54.41,0.0,4,5,1,1,2,0
1002725,29.93,6.06,1.63,27.59,8.33,20.0,2.6,0.02,52.95,72.06,0.0,3,5,1,0,6,0
1011210,33.57,18.18,1.08,18.97,0.0,0.0,43.04,5.5,53.62,57.35,0.0,3,5,1,1,1,4
1016994,9.89,12.12,0.8,10.34,0.0,0.0,35.01,2.01,40.23,40.44,60.0,1,3,1,0,3,2
1000259,9.49,18.18,1.96,18.97,0.0,0.0,43.24,2.14,35.97,35.05,60.0,2,3,1,0,7,0
